Rooms,Type,Price,Year,Distance,Landsize,CouncilArea,Yearly Incidents Recorded
3,t,370000.0,2016,13.0,259.0,Merri-bek City Council,10959.0
3,h,691000.0,2016,13.0,753.0,Merri-bek City Council,10959.0
3,h,500000.0,2016,13.0,589.0,Merri-bek City Council,10959.0
3,h,485000.0,2016,13.0,,Merri-bek City Council,10959.0
2,t,402000.0,2016,13.0,,Merri-bek City Council,10959.0
3,u,541000.0,2016,13.0,,Merri-bek City Council,10959.0
3,t,545000.0,2016,13.0,136.0,Merri-bek City Council,10959.0
2,t,455000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,670000.0,2016,13.0,734.0,Merri-bek City Council,10959.0
3,h,572000.0,2016,13.0,627.0,Merri-bek City Council,10959.0
4,h,702000.0,2016,13.0,606.0,Merri-bek City Council,10959.0
2,h,730000.0,2016,13.0,705.0,Merri-bek City Council,10959.0
2,t,449000.0,2016,13.0,,Merri-bek City Council,10959.0
2,h,680000.0,2016,13.0,,Merri-bek City Council,10959.0
2,t,410000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,711500.0,2016,13.0,667.0,Merri-bek City Council,10959.0
3,h,820000.0,2016,13.0,805.0,Merri-bek City Council,10959.0
5,h,810000.0,2017,13.0,695.0,Merri-bek City Council,11641.0
3,t,580000.0,2017,13.0,,Merri-bek City Council,11641.0
2,h,438000.0,2016,13.0,,Merri-bek City Council,10959.0
2,u,250000.0,2016,13.0,0.0,Merri-bek City Council,10959.0
3,t,460000.0,2016,13.0,325.0,Merri-bek City Council,10959.0
4,h,835000.0,2016,13.0,,Merri-bek City Council,10959.0
3,t,550000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,793000.0,2016,13.0,780.0,Merri-bek City Council,10959.0
2,u,340000.0,2016,13.0,0.0,Merri-bek City Council,10959.0
3,h,596000.0,2016,13.0,624.0,Merri-bek City Council,10959.0
3,t,642000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,670000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,525000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,447500.0,2016,13.0,320.0,Merri-bek City Council,10959.0
3,h,588000.0,2016,13.0,616.0,Merri-bek City Council,10959.0
3,h,695000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,420000.0,2016,13.0,0.0,Merri-bek City Council,10959.0
2,u,410000.0,2016,13.0,200.0,Merri-bek City Council,10959.0
3,h,688000.0,2016,13.0,700.0,Merri-bek City Council,10959.0
3,h,612500.0,2016,13.0,635.0,Merri-bek City Council,10959.0
3,t,545000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,570000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,525000.0,2016,13.0,665.0,Merri-bek City Council,10959.0
2,t,397500.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,703000.0,2016,13.0,704.0,Merri-bek City Council,10959.0
4,t,608000.0,2016,13.0,252.0,Merri-bek City Council,10959.0
5,h,705000.0,2016,13.0,612.0,Merri-bek City Council,10959.0
3,t,677000.0,2016,13.0,,Merri-bek City Council,10959.0
2,u,320500.0,2016,13.0,3056.0,Merri-bek City Council,10959.0
3,h,577000.0,2017,13.0,706.0,Merri-bek City Council,11641.0
4,h,920000.0,2017,13.0,,Merri-bek City Council,11641.0
2,t,450000.0,2017,13.0,,Merri-bek City Council,11641.0
2,u,230000.0,2017,13.0,1996.0,Merri-bek City Council,11641.0
4,t,607000.0,2017,13.0,0.0,Merri-bek City Council,11641.0
3,h,765500.0,2016,13.0,780.0,Merri-bek City Council,10959.0
3,t,450000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,807000.0,2016,13.0,,Merri-bek City Council,10959.0
3,t,530000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,565000.0,2016,13.0,,Merri-bek City Council,10959.0
3,u,470000.0,2016,13.0,187.0,Merri-bek City Council,10959.0
3,u,482500.0,2016,13.0,265.0,Merri-bek City Council,10959.0
3,h,482500.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,600000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,580000.0,2016,13.0,650.0,Merri-bek City Council,10959.0
3,t,550000.0,2016,13.0,,Merri-bek City Council,10959.0
2,t,434500.0,2016,13.0,125.0,Merri-bek City Council,10959.0
2,u,620250.0,2016,13.0,253.0,Merri-bek City Council,10959.0
3,h,480000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,710000.0,2016,13.0,796.0,Merri-bek City Council,10959.0
4,h,630000.0,2016,13.0,630.0,Merri-bek City Council,10959.0
2,t,420000.0,2016,13.0,307.0,Merri-bek City Council,10959.0
2,h,486500.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,600000.0,2016,13.0,541.0,Merri-bek City Council,10959.0
3,h,502500.0,2016,13.0,,Merri-bek City Council,10959.0
3,t,550000.0,2016,13.0,212.0,Merri-bek City Council,10959.0
3,u,460000.0,2016,13.0,190.0,Merri-bek City Council,10959.0
3,h,582000.0,2016,13.0,,Merri-bek City Council,10959.0
4,h,600000.0,2016,13.0,586.0,Merri-bek City Council,10959.0
3,u,400000.0,2016,13.0,,Merri-bek City Council,10959.0
4,h,1217500.0,2016,13.0,693.0,Merri-bek City Council,10959.0
3,h,600000.0,2016,13.0,599.0,Merri-bek City Council,10959.0
3,u,470000.0,2016,13.0,,Merri-bek City Council,10959.0
2,h,452000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,570000.0,2016,13.0,585.0,Merri-bek City Council,10959.0
4,h,655000.0,2016,13.0,695.0,Merri-bek City Council,10959.0
3,h,645000.0,2017,13.0,,Merri-bek City Council,11641.0
3,h,500000.0,2017,13.0,677.0,Merri-bek City Council,11641.0
3,h,762700.0,2017,13.0,597.0,Merri-bek City Council,11641.0
2,u,465000.0,2017,13.0,176.0,Merri-bek City Council,11641.0
2,h,741250.0,2017,13.0,668.0,Merri-bek City Council,11641.0
2,t,488500.0,2016,13.0,190.0,Merri-bek City Council,10959.0
4,h,787500.0,2016,13.0,650.0,Merri-bek City Council,10959.0
2,u,442000.0,2016,13.0,245.0,Merri-bek City Council,10959.0
3,h,500000.0,2016,13.0,,Merri-bek City Council,10959.0
6,h,1035000.0,2016,13.0,,Merri-bek City Council,10959.0
2,t,484852.0,2016,13.0,,Merri-bek City Council,10959.0
4,h,1000000.0,2016,13.0,977.0,Merri-bek City Council,10959.0
2,h,726335.0,2016,13.0,590.0,Merri-bek City Council,10959.0
4,h,630000.0,2016,13.0,602.0,Merri-bek City Council,10959.0
2,h,685000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,410000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,670000.0,2016,13.0,705.0,Merri-bek City Council,10959.0
2,h,417000.0,2016,13.0,172.0,Merri-bek City Council,10959.0
3,t,600000.0,2016,13.0,258.0,Merri-bek City Council,10959.0
4,h,640000.0,2016,13.0,,Merri-bek City Council,10959.0
3,t,440000.0,2016,13.0,215.0,Merri-bek City Council,10959.0
3,h,501000.0,2016,13.0,348.0,Merri-bek City Council,10959.0
3,h,660000.0,2016,13.0,657.0,Merri-bek City Council,10959.0
2,h,675000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,600000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,607000.0,2016,13.0,,Merri-bek City Council,10959.0
2,u,382000.0,2016,13.0,,Merri-bek City Council,10959.0
3,h,722000.0,2016,13.0,781.0,Merri-bek City Council,10959.0
2,h,270000.0,2016,13.0,155.0,Merri-bek City Council,10959.0
4,h,825000.0,2016,13.0,768.0,Merri-bek City Council,10959.0
3,h,615000.0,2016,13.0,,Merri-bek City Council,10959.0
4,h,638000.0,2016,13.0,624.0,Merri-bek City Council,10959.0
3,h,631000.0,2016,13.6,608.0,Merri-bek City Council,10959.0
3,t,532000.0,2016,13.6,149.0,Merri-bek City Council,10959.0
3,h,791000.0,2017,13.6,,Merri-bek City Council,11641.0
3,h,500000.0,2017,13.6,140.0,Merri-bek City Council,11641.0
3,h,504000.0,2016,13.6,215.0,Merri-bek City Council,10959.0
3,t,468000.0,2016,13.6,178.0,Merri-bek City Council,10959.0
3,h,550000.0,2016,13.6,,Merri-bek City Council,10959.0
4,h,802500.0,2016,13.6,0.0,Merri-bek City Council,10959.0
4,h,709000.0,2016,13.6,453.0,Merri-bek City Council,10959.0
3,h,700000.0,2016,13.6,691.0,Merri-bek City Council,10959.0
3,h,485000.0,2016,13.6,175.0,Merri-bek City Council,10959.0
3,h,690000.0,2017,13.6,,Merri-bek City Council,11641.0
3,h,540000.0,2016,13.6,367.0,Merri-bek City Council,10959.0
4,h,600000.0,2016,13.6,,Merri-bek City Council,10959.0
3,h,390000.0,2016,13.6,158.0,Merri-bek City Council,10959.0
3,h,626000.0,2017,13.6,,Merri-bek City Council,11641.0
4,h,660000.0,2016,13.6,,Merri-bek City Council,10959.0
4,h,800000.0,2016,13.6,719.0,Merri-bek City Council,10959.0
3,h,525000.0,2016,13.6,223.0,Merri-bek City Council,10959.0
4,h,740000.0,2016,13.6,453.0,Merri-bek City Council,10959.0
4,h,880000.0,2016,13.6,,Merri-bek City Council,10959.0
3,h,605000.0,2016,12.1,597.0,Merri-bek City Council,10959.0
3,h,570000.0,2016,12.1,,Merri-bek City Council,10959.0
3,h,685500.0,2016,12.1,724.0,Merri-bek City Council,10959.0
2,h,610000.0,2016,12.1,394.0,Merri-bek City Council,10959.0
3,h,630000.0,2016,12.1,604.0,Merri-bek City Council,10959.0
4,h,870000.0,2016,12.1,591.0,Merri-bek City Council,10959.0
3,h,810000.0,2017,12.1,592.0,Merri-bek City Council,11641.0
3,h,840000.0,2017,12.1,608.0,Merri-bek City Council,11641.0
5,h,585000.0,2016,12.1,590.0,Merri-bek City Council,10959.0
4,h,772500.0,2016,12.1,595.0,Merri-bek City Council,10959.0
3,u,465000.0,2016,12.1,225.0,Merri-bek City Council,10959.0
4,u,581000.0,2016,12.1,,Merri-bek City Council,10959.0
3,t,570000.0,2016,12.1,,Merri-bek City Council,10959.0
3,h,719000.0,2016,12.1,692.0,Merri-bek City Council,10959.0
2,u,487000.0,2016,12.1,198.0,Merri-bek City Council,10959.0
4,h,700000.0,2016,12.1,700.0,Merri-bek City Council,10959.0
4,h,600500.0,2016,12.1,462.0,Merri-bek City Council,10959.0
3,h,730000.0,2016,12.1,570.0,Merri-bek City Council,10959.0
3,h,800000.0,2016,12.1,565.0,Merri-bek City Council,10959.0
4,h,918000.0,2017,12.1,763.0,Merri-bek City Council,11641.0
3,t,750000.0,2016,12.1,301.0,Merri-bek City Council,10959.0
3,h,740000.0,2016,12.1,568.0,Merri-bek City Council,10959.0
3,h,721000.0,2016,12.1,539.0,Merri-bek City Council,10959.0
3,h,646000.0,2016,12.1,574.0,Merri-bek City Council,10959.0
3,h,545000.0,2016,12.1,230.0,Merri-bek City Council,10959.0
3,h,770000.0,2016,12.1,700.0,Merri-bek City Council,10959.0
4,h,777000.0,2016,12.1,700.0,Merri-bek City Council,10959.0
3,h,634000.0,2016,12.1,,Merri-bek City Council,10959.0
2,h,722000.0,2016,12.1,580.0,Merri-bek City Council,10959.0
2,h,545000.0,2016,12.1,591.0,Merri-bek City Council,10959.0
2,u,405000.0,2016,12.1,,Merri-bek City Council,10959.0
3,h,660000.0,2016,12.1,,Merri-bek City Council,10959.0
3,t,510000.0,2016,12.1,234.0,Merri-bek City Council,10959.0
2,h,542500.0,2016,12.1,359.0,Merri-bek City Council,10959.0
3,h,631500.0,2016,12.1,593.0,Merri-bek City Council,10959.0
4,h,750074.0,2016,12.1,302.0,Merri-bek City Council,10959.0
3,h,591000.0,2016,12.1,557.0,Merri-bek City Council,10959.0
3,h,550000.0,2016,12.1,610.0,Merri-bek City Council,10959.0
2,h,330000.0,2016,12.1,249.0,Merri-bek City Council,10959.0
5,h,800000.0,2016,12.1,808.0,Merri-bek City Council,10959.0
3,h,725000.0,2016,12.1,560.0,Merri-bek City Council,10959.0
4,h,815000.0,2017,12.1,672.0,Merri-bek City Council,11641.0
2,h,715888.0,2017,12.1,613.0,Merri-bek City Council,11641.0
4,h,650000.0,2016,12.1,588.0,Merri-bek City Council,10959.0
2,t,468000.0,2016,12.1,137.0,Merri-bek City Council,10959.0
3,h,480000.0,2016,12.1,,Merri-bek City Council,10959.0
3,h,1102000.0,2016,12.1,1020.0,Merri-bek City Council,10959.0
2,h,515000.0,2016,12.1,345.0,Merri-bek City Council,10959.0
3,h,716000.0,2016,12.1,594.0,Merri-bek City Council,10959.0
2,h,640000.0,2016,12.1,612.0,Merri-bek City Council,10959.0
2,h,460000.0,2016,12.1,360.0,Merri-bek City Council,10959.0
2,u,895000.0,2016,13.7,228.0,Bayside City Council,3710.0
2,u,587000.0,2016,13.7,0.0,Bayside City Council,3710.0
4,h,2800000.0,2016,13.7,701.0,Bayside City Council,3710.0
2,u,720000.0,2016,13.7,832.0,Bayside City Council,3710.0
4,h,3250000.0,2016,13.7,928.0,Bayside City Council,3710.0
2,h,1871000.0,2016,13.7,,Bayside City Council,3710.0
4,h,2140000.0,2016,13.7,688.0,Bayside City Council,3710.0
4,h,1600000.0,2016,13.7,607.0,Bayside City Council,3710.0
3,t,2200000.0,2016,13.7,1402.0,Bayside City Council,3710.0
3,h,1003500.0,2016,13.7,289.0,Bayside City Council,3710.0
2,u,802000.0,2016,13.7,0.0,Bayside City Council,3710.0
4,t,1500000.0,2016,13.7,692.0,Bayside City Council,3710.0
4,h,1686500.0,2016,13.7,664.0,Bayside City Council,3710.0
5,h,1400000.0,2017,13.7,434.0,Bayside City Council,4052.0
3,h,1560000.0,2017,13.7,593.0,Bayside City Council,4052.0
2,u,665000.0,2017,13.7,,Bayside City Council,4052.0
2,u,680000.0,2017,13.7,0.0,Bayside City Council,4052.0
4,t,2020000.0,2017,13.7,,Bayside City Council,4052.0
3,h,1715000.0,2017,13.7,765.0,Bayside City Council,4052.0
4,t,1610000.0,2016,13.7,,Bayside City Council,3710.0
5,t,1750000.0,2016,13.7,,Bayside City Council,3710.0
2,u,760000.0,2016,13.7,90.0,Bayside City Council,3710.0
2,u,616000.0,2016,13.7,0.0,Bayside City Council,3710.0
4,h,1680000.0,2016,13.7,723.0,Bayside City Council,3710.0
5,h,2520000.0,2016,13.7,661.0,Bayside City Council,3710.0
2,t,890000.0,2016,13.7,181.0,Bayside City Council,3710.0
3,h,1120000.0,2016,13.7,373.0,Bayside City Council,3710.0
3,h,1530000.0,2016,13.7,,Bayside City Council,3710.0
4,h,3200000.0,2016,13.7,760.0,Bayside City Council,3710.0
4,h,1250000.0,2016,13.7,398.0,Bayside City Council,3710.0
4,h,2420000.0,2016,13.7,560.0,Bayside City Council,3710.0
4,h,2000000.0,2016,13.7,615.0,Bayside City Council,3710.0
4,h,2880000.0,2016,13.7,687.0,Bayside City Council,3710.0
5,h,1805000.0,2016,13.7,700.0,Bayside City Council,3710.0
3,t,1725000.0,2016,13.7,,Bayside City Council,3710.0
4,h,1460000.0,2016,13.7,487.0,Bayside City Council,3710.0
3,t,1700000.0,2016,13.7,,Bayside City Council,3710.0
2,h,905000.0,2016,13.7,,Bayside City Council,3710.0
3,h,1403000.0,2016,13.7,495.0,Bayside City Council,3710.0
3,h,1682000.0,2016,13.7,767.0,Bayside City Council,3710.0
4,h,1875000.0,2017,13.7,685.0,Bayside City Council,4052.0
4,h,2600000.0,2016,13.7,1504.0,Bayside City Council,3710.0
2,u,685000.0,2016,13.7,0.0,Bayside City Council,3710.0
4,h,2400000.0,2016,13.7,663.0,Bayside City Council,3710.0
5,h,3470000.0,2016,13.7,670.0,Bayside City Council,3710.0
2,h,1615000.0,2016,13.7,801.0,Bayside City Council,3710.0
4,h,1450000.0,2016,13.7,450.0,Bayside City Council,3710.0
2,u,786000.0,2016,13.7,162.0,Bayside City Council,3710.0
2,u,742000.0,2016,13.7,245.0,Bayside City Council,3710.0
2,u,730000.0,2016,13.7,,Bayside City Council,3710.0
3,h,1050000.0,2016,13.7,357.0,Bayside City Council,3710.0
2,h,1690000.0,2016,13.7,319.0,Bayside City Council,3710.0
3,u,810000.0,2016,13.7,195.0,Bayside City Council,3710.0
3,h,1460000.0,2016,13.7,413.0,Bayside City Council,3710.0
3,h,1620000.0,2016,13.7,783.0,Bayside City Council,3710.0
3,h,910000.0,2016,13.7,,Bayside City Council,3710.0
3,h,1420000.0,2016,13.7,277.0,Bayside City Council,3710.0
4,h,2400000.0,2016,13.7,802.0,Bayside City Council,3710.0
5,h,3075000.0,2016,13.7,830.0,Bayside City Council,3710.0
3,u,1450000.0,2017,13.7,,Bayside City Council,4052.0
5,h,3201000.0,2017,13.7,760.0,Bayside City Council,4052.0
2,u,875500.0,2017,13.7,225.0,Bayside City Council,4052.0
3,h,950000.0,2017,13.7,,Bayside City Council,4052.0
3,t,1400000.0,2017,13.7,211.0,Bayside City Council,4052.0
3,u,1457500.0,2017,13.7,0.0,Bayside City Council,4052.0
5,h,2600000.0,2017,13.7,1000.0,Bayside City Council,4052.0
2,h,1465000.0,2017,13.7,581.0,Bayside City Council,4052.0
1,u,390000.0,2016,13.7,,Bayside City Council,3710.0
5,h,1705000.0,2016,13.7,648.0,Bayside City Council,3710.0
3,h,1271000.0,2016,13.7,,Bayside City Council,3710.0
3,h,1610000.0,2016,13.7,569.0,Bayside City Council,3710.0
3,h,1625000.0,2016,13.7,,Bayside City Council,3710.0
2,u,750000.0,2016,13.7,153.0,Bayside City Council,3710.0
3,h,1320000.0,2016,13.7,320.0,Bayside City Council,3710.0
2,u,896000.0,2016,13.7,677.0,Bayside City Council,3710.0
3,h,1450000.0,2016,13.7,413.0,Bayside City Council,3710.0
2,u,898000.0,2016,13.7,266.0,Bayside City Council,3710.0
4,h,1515000.0,2016,13.7,611.0,Bayside City Council,3710.0
5,h,2980000.0,2016,13.7,694.0,Bayside City Council,3710.0
3,t,1405000.0,2016,13.7,,Bayside City Council,3710.0
4,h,2200000.0,2016,13.7,583.0,Bayside City Council,3710.0
1,u,500000.0,2016,13.7,0.0,Bayside City Council,3710.0
3,t,1100000.0,2016,13.7,355.0,Bayside City Council,3710.0
2,u,800000.0,2017,13.7,282.0,Bayside City Council,4052.0
4,h,3325000.0,2017,13.7,627.0,Bayside City Council,4052.0
2,u,691000.0,2017,13.7,0.0,Bayside City Council,4052.0
2,u,450000.0,2017,13.7,0.0,Bayside City Council,4052.0
3,h,910000.0,2017,13.7,,Bayside City Council,4052.0
2,u,738000.0,2016,13.7,3414.0,Bayside City Council,3710.0
3,t,1140000.0,2016,13.7,224.0,Bayside City Council,3710.0
3,t,1350000.0,2016,13.7,,Bayside City Council,3710.0
2,u,500000.0,2016,13.7,0.0,Bayside City Council,3710.0
4,h,1460000.0,2016,13.7,562.0,Bayside City Council,3710.0
4,h,2800000.0,2016,13.7,1093.0,Bayside City Council,3710.0
3,t,820000.0,2016,13.7,0.0,Bayside City Council,3710.0
4,h,2410000.0,2016,13.7,,Bayside City Council,3710.0
2,t,915500.0,2016,13.7,0.0,Bayside City Council,3710.0
4,h,1740000.0,2016,13.7,414.0,Bayside City Council,3710.0
1,h,2450000.0,2016,13.7,994.0,Bayside City Council,3710.0
4,h,1800000.0,2016,13.7,667.0,Bayside City Council,3710.0
3,h,1105000.0,2016,13.7,,Bayside City Council,3710.0
4,h,1200000.0,2016,13.7,,Bayside City Council,3710.0
4,t,1530000.0,2016,13.7,,Bayside City Council,3710.0
4,h,2160000.0,2016,13.7,577.0,Bayside City Council,3710.0
3,h,1050000.0,2016,13.7,,Bayside City Council,3710.0
3,h,1880000.0,2016,13.7,,Bayside City Council,3710.0
3,h,1800000.0,2016,13.7,920.0,Bayside City Council,3710.0
3,h,2439500.0,2016,13.7,662.0,Bayside City Council,3710.0
4,h,2250000.0,2016,13.7,647.0,Bayside City Council,3710.0
4,t,1200000.0,2016,13.7,,Bayside City Council,3710.0
4,h,2130000.0,2016,13.7,714.0,Bayside City Council,3710.0
4,h,1525000.0,2016,14.5,,Bayside City Council,3710.0
2,u,400000.0,2017,14.5,0.0,Bayside City Council,4052.0
3,t,640000.0,2016,14.5,,Bayside City Council,3710.0
3,h,1081000.0,2016,14.5,,Bayside City Council,3710.0
3,u,525000.0,2016,14.5,,Bayside City Council,3710.0
3,t,1297500.0,2016,14.5,,Bayside City Council,3710.0
4,t,1385000.0,2016,14.5,,Bayside City Council,3710.0
4,t,1325000.0,2016,14.5,,Bayside City Council,3710.0
2,u,475000.0,2017,14.5,,Bayside City Council,4052.0
3,h,952000.0,2016,14.5,246.0,Bayside City Council,3710.0
4,t,1335000.0,2016,14.5,,Bayside City Council,3710.0
3,h,1255000.0,2016,14.5,614.0,Bayside City Council,3710.0
2,u,725000.0,2016,14.5,,Bayside City Council,3710.0
3,t,1020000.0,2016,14.5,221.0,Bayside City Council,3710.0
3,h,1225000.0,2016,14.5,,Bayside City Council,3710.0
3,h,939000.0,2017,14.5,,Bayside City Council,4052.0
3,h,926000.0,2016,14.5,393.0,Bayside City Council,3710.0
3,h,1070000.0,2016,14.5,583.0,Bayside City Council,3710.0
2,u,801000.0,2016,14.5,217.0,Bayside City Council,3710.0
3,t,1000000.0,2016,14.5,,Bayside City Council,3710.0
3,t,1150000.0,2016,14.5,0.0,Bayside City Council,3710.0
3,t,1025000.0,2017,14.5,,Bayside City Council,4052.0
2,u,472000.0,2017,14.5,215.0,Bayside City Council,4052.0
3,h,1471000.0,2017,14.5,732.0,Bayside City Council,4052.0
3,t,1270000.0,2016,14.5,,Bayside City Council,3710.0
2,h,830000.0,2016,14.5,658.0,Bayside City Council,3710.0
2,u,522000.0,2016,14.5,,Bayside City Council,3710.0
3,h,1195000.0,2016,14.5,601.0,Bayside City Council,3710.0
4,t,1150000.0,2016,14.5,,Bayside City Council,3710.0
4,t,1185000.0,2016,14.5,300.0,Bayside City Council,3710.0
3,h,1300000.0,2016,14.5,586.0,Bayside City Council,3710.0
4,h,1416000.0,2016,14.5,575.0,Bayside City Council,3710.0
4,h,1200000.0,2016,14.5,0.0,Bayside City Council,3710.0
3,u,865000.0,2016,14.5,317.0,Bayside City Council,3710.0
3,h,1300000.0,2016,14.5,,Bayside City Council,3710.0
3,t,1200000.0,2016,14.5,,Bayside City Council,3710.0
4,h,1650000.0,2016,4.6,317.0,Boroondara City Council,6023.0
3,h,5100000.0,2016,4.6,1038.0,Boroondara City Council,6023.0
4,h,2670000.0,2016,4.6,336.0,Boroondara City Council,6023.0
3,h,1480000.0,2016,4.6,228.0,Boroondara City Council,6023.0
1,u,348000.0,2016,4.6,0.0,Boroondara City Council,6023.0
1,u,320000.0,2016,4.6,0.0,Boroondara City Council,6023.0
3,u,1189000.0,2016,4.6,181.0,Boroondara City Council,6023.0
2,u,610000.0,2017,4.6,85.0,Boroondara City Council,6793.0
2,u,575000.0,2017,4.6,0.0,Boroondara City Council,6793.0
2,u,600000.0,2017,4.6,0.0,Boroondara City Council,6793.0
1,u,492000.0,2017,4.6,0.0,Boroondara City Council,6793.0
2,u,891000.0,2016,4.6,1585.0,Boroondara City Council,6023.0
2,u,806000.0,2016,4.6,0.0,Boroondara City Council,6023.0
3,h,1575000.0,2016,4.6,,Boroondara City Council,6023.0
2,h,1155000.0,2016,4.6,235.0,Boroondara City Council,6023.0
3,h,2000000.0,2016,4.6,460.0,Boroondara City Council,6023.0
2,u,500000.0,2016,4.6,0.0,Boroondara City Council,6023.0
1,u,350000.0,2016,4.6,,Boroondara City Council,6023.0
2,u,753000.0,2016,4.6,0.0,Boroondara City Council,6023.0
1,u,330000.0,2016,4.6,0.0,Boroondara City Council,6023.0
3,h,1420000.0,2016,4.6,218.0,Boroondara City Council,6023.0
3,u,780000.0,2016,4.6,,Boroondara City Council,6023.0
3,u,956000.0,2016,4.6,189.0,Boroondara City Council,6023.0
2,u,418000.0,2016,4.6,1056.0,Boroondara City Council,6023.0
2,u,495000.0,2016,4.6,0.0,Boroondara City Council,6023.0
2,u,525000.0,2016,4.6,0.0,Boroondara City Council,6023.0
1,u,292000.0,2016,4.6,0.0,Boroondara City Council,6023.0
2,u,430000.0,2016,4.6,1997.0,Boroondara City Council,6023.0
1,u,365000.0,2016,4.6,0.0,Boroondara City Council,6023.0
2,u,580000.0,2016,4.6,1089.0,Boroondara City Council,6023.0
3,h,1300000.0,2016,4.6,341.0,Boroondara City Council,6023.0
3,h,1300000.0,2016,4.6,232.0,Boroondara City Council,6023.0
2,u,575000.0,2016,4.6,0.0,Boroondara City Council,6023.0
2,u,500000.0,2016,4.6,,Boroondara City Council,6023.0
1,u,335000.0,2016,4.6,3132.0,Boroondara City Council,6023.0
2,u,440000.0,2016,4.6,0.0,Boroondara City Council,6023.0
3,u,1000000.0,2016,4.6,0.0,Boroondara City Council,6023.0
4,h,2610000.0,2016,4.6,0.0,Boroondara City Council,6023.0
2,u,680000.0,2016,4.6,,Boroondara City Council,6023.0
3,h,1741000.0,2016,4.6,383.0,Boroondara City Council,6023.0
3,h,2325000.0,2016,4.6,373.0,Boroondara City Council,6023.0
2,u,545000.0,2016,4.6,0.0,Boroondara City Council,6023.0
2,u,655000.0,2016,4.6,0.0,Boroondara City Council,6023.0
2,h,2920000.0,2016,4.6,791.0,Boroondara City Council,6023.0
1,u,488000.0,2016,4.6,0.0,Boroondara City Council,6023.0
3,h,1510000.0,2016,4.6,264.0,Boroondara City Council,6023.0
2,u,600000.0,2016,4.6,,Boroondara City Council,6023.0
1,u,450000.0,2017,4.6,0.0,Boroondara City Council,6793.0
3,h,2065000.0,2016,4.6,351.0,Boroondara City Council,6023.0
1,u,390000.0,2016,4.6,,Boroondara City Council,6023.0
1,u,350000.0,2016,4.6,0.0,Boroondara City Council,6023.0
2,u,450000.0,2016,4.6,,Boroondara City Council,6023.0
2,u,645000.0,2016,4.6,0.0,Boroondara City Council,6023.0
3,t,1400000.0,2016,4.6,299.0,Boroondara City Council,6023.0
3,h,1712000.0,2016,4.6,342.0,Boroondara City Council,6023.0
2,u,520000.0,2016,4.6,0.0,Boroondara City Council,6023.0
1,u,480000.0,2016,4.6,0.0,Boroondara City Council,6023.0
2,u,571000.0,2016,4.6,,Boroondara City Council,6023.0
2,u,630000.0,2016,4.6,71.0,Boroondara City Council,6023.0
4,h,3225000.0,2016,4.6,665.0,Boroondara City Council,6023.0
2,u,517000.0,2016,4.6,0.0,Boroondara City Council,6023.0
1,u,320000.0,2016,4.6,0.0,Boroondara City Council,6023.0
2,h,1828500.0,2016,4.6,243.0,Boroondara City Council,6023.0
1,u,400000.0,2016,4.6,0.0,Boroondara City Council,6023.0
4,u,1650000.0,2016,4.6,207.0,Boroondara City Council,6023.0
5,h,3950000.0,2016,4.6,1236.0,Boroondara City Council,6023.0
2,u,587500.0,2016,4.6,1099.0,Boroondara City Council,6023.0
2,u,560000.0,2016,4.6,0.0,Boroondara City Council,6023.0
4,h,1936000.0,2016,4.6,218.0,Boroondara City Council,6023.0
5,h,4250000.0,2016,4.6,1275.0,Boroondara City Council,6023.0
5,h,3500000.0,2016,4.6,740.0,Boroondara City Council,6023.0
2,u,560000.0,2016,4.6,,Boroondara City Council,6023.0
2,u,487500.0,2016,4.6,0.0,Boroondara City Council,6023.0
3,u,630000.0,2017,4.6,0.0,Boroondara City Council,6793.0
3,h,1560000.0,2017,4.6,198.0,Boroondara City Council,6793.0
2,h,2265000.0,2017,4.6,460.0,Boroondara City Council,6793.0
4,h,4300000.0,2017,4.6,,Boroondara City Council,6793.0
3,u,840000.0,2017,4.6,0.0,Boroondara City Council,6793.0
3,h,1780000.0,2017,4.6,88.0,Boroondara City Council,6793.0
2,u,605000.0,2017,4.6,0.0,Boroondara City Council,6793.0
3,h,1995000.0,2017,4.6,,Boroondara City Council,6793.0
2,u,535000.0,2016,4.6,1228.0,Boroondara City Council,6023.0
