,Rooms,Type,Price,Year,Distance,Car,CouncilArea,Propertycount,Yearly Incidents Recorded
3215,2,u,715000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3216,3,h,2375000.0,2016,4.6,2.0,Boroondara,11308.0,6023
3217,2,u,530000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3218,3,h,1980000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3219,2,t,1055000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3220,4,h,1976000.0,2016,4.6,2.0,Boroondara,11308.0,6023
3221,1,u,382000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3222,1,u,499000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3223,2,u,495000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3224,5,h,3750000.0,2016,4.6,2.0,Boroondara,11308.0,6023
3225,3,h,1400000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3226,1,u,370000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3227,2,u,627500.0,2016,4.6,2.0,Boroondara,11308.0,6023
3228,2,u,710000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3229,1,u,485000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3230,1,u,310000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3231,3,h,3120000.0,2016,4.6,4.0,Boroondara,11308.0,6023
3232,2,u,450000.0,2016,4.6,1.0,Boroondara,11308.0,6023
3233,3,h,2160000.0,2016,4.6,2.0,Boroondara,11308.0,6023
3234,2,h,815000.0,2016,10.5,2.0,Banyule,2947.0,7061
3235,3,h,720000.0,2017,10.5,0.0,Banyule,2947.0,7391
3236,4,h,1370000.0,2017,10.5,4.0,Banyule,2947.0,7391
3237,2,h,757000.0,2017,10.5,2.0,Banyule,2947.0,7391
3238,3,h,740600.0,2016,10.5,2.0,Banyule,2947.0,7061
3239,3,h,580000.0,2016,10.5,1.0,Banyule,2947.0,7061
3240,2,t,565000.0,2016,10.5,1.0,Banyule,2947.0,7061
3241,5,h,1587500.0,2016,10.5,2.0,Banyule,2947.0,7061
3242,4,h,758500.0,2016,10.5,3.0,Banyule,2947.0,7061
3243,3,h,994000.0,2016,10.5,2.0,Banyule,2947.0,7061
3244,3,h,725000.0,2016,10.5,1.0,Banyule,2947.0,7061
3245,2,h,725000.0,2016,10.5,3.0,Banyule,2947.0,7061
3246,3,h,743000.0,2016,10.5,0.0,Banyule,2947.0,7061
3247,3,h,785000.0,2016,10.5,0.0,Banyule,2947.0,7061
3248,3,t,620000.0,2016,10.5,2.0,Banyule,2947.0,7061
3249,2,h,700000.0,2016,10.5,1.0,Banyule,2947.0,7061
3250,3,t,706750.0,2017,10.5,2.0,Banyule,2947.0,7391
3251,2,h,584000.0,2016,10.5,1.0,Banyule,2947.0,7061
3252,3,h,909000.0,2016,10.5,2.0,Banyule,2947.0,7061
3253,4,h,1086000.0,2016,10.5,2.0,Banyule,2947.0,7061
3254,2,h,680000.0,2016,10.5,1.0,Banyule,2947.0,7061
3255,2,u,440000.0,2016,10.5,2.0,Banyule,2947.0,7061
3256,2,h,650000.0,2016,10.5,3.0,Banyule,2947.0,7061
3257,5,h,890000.0,2016,10.5,2.0,Banyule,2947.0,7061
3258,3,h,650000.0,2016,10.5,2.0,Banyule,2947.0,7061
3259,3,h,659500.0,2016,10.5,1.0,Banyule,2947.0,7061
3260,3,h,725000.0,2016,10.5,2.0,Banyule,2947.0,7061
3261,2,u,605000.0,2016,10.5,1.0,Banyule,2947.0,7061
3262,8,h,770000.0,2016,10.5,4.0,Banyule,2947.0,7061
3263,3,h,950000.0,2016,10.5,2.0,Banyule,2947.0,7061
3264,4,h,856000.0,2016,10.5,2.0,Banyule,2947.0,7061
3265,3,h,600000.0,2016,10.5,2.0,Banyule,2947.0,7061
3266,2,u,450000.0,2016,10.5,1.0,Banyule,2947.0,7061
3267,2,h,1060000.0,2017,10.5,0.0,Banyule,2947.0,7391
3268,3,h,850000.0,2017,10.5,1.0,Banyule,2947.0,7391
3269,2,h,510000.0,2017,10.5,2.0,Banyule,2947.0,7391
3270,3,h,1100000.0,2017,10.5,0.0,Banyule,2947.0,7391
3271,3,h,915000.0,2017,10.5,1.0,Banyule,2947.0,7391
3272,2,u,400000.0,2016,10.5,1.0,Banyule,2947.0,7061
3273,2,h,526000.0,2016,10.5,1.0,Banyule,2947.0,7061
3274,2,h,570000.0,2016,10.5,3.0,Banyule,2947.0,7061
3275,3,h,550000.0,2016,10.5,1.0,Banyule,2947.0,7061
3276,2,h,510000.0,2016,10.5,1.0,Banyule,2947.0,7061
3277,2,h,590000.0,2016,10.5,2.0,Banyule,2947.0,7061
3278,2,h,920000.0,2016,10.5,3.0,Banyule,2947.0,7061
3279,2,h,460000.0,2016,10.5,2.0,Banyule,2947.0,7061
3280,3,h,662500.0,2016,10.5,4.0,Banyule,2947.0,7061
3281,4,h,1000500.0,2016,10.5,1.0,Banyule,2947.0,7061
3282,3,h,631000.0,2016,10.5,1.0,Banyule,2947.0,7061
3283,5,h,765000.0,2016,9.4,2.0,Banyule,2674.0,7061
3284,3,h,691000.0,2016,9.4,2.0,Banyule,2674.0,7061
3285,3,h,560000.0,2016,9.4,1.0,Banyule,2674.0,7061
3286,2,h,735000.0,2016,9.4,3.0,Banyule,2674.0,7061
3287,3,h,830000.0,2017,9.4,0.0,Banyule,2674.0,7391
3288,3,h,330000.0,2016,9.4,1.0,Banyule,2674.0,7061
3289,1,h,405000.0,2016,9.4,2.0,Banyule,2674.0,7061
3290,2,t,370000.0,2016,9.4,1.0,Banyule,2674.0,7061
3291,3,h,532000.0,2016,9.4,1.0,Banyule,2674.0,7061
3292,3,h,740000.0,2016,9.4,1.0,Banyule,2674.0,7061
3293,2,h,686000.0,2016,9.4,2.0,Banyule,2674.0,7061
3294,2,h,501500.0,2016,9.4,2.0,Banyule,2674.0,7061
3295,3,h,525500.0,2016,9.4,1.0,Banyule,2674.0,7061
3296,3,h,525000.0,2016,9.4,2.0,Banyule,2674.0,7061
3297,3,h,710000.0,2016,9.4,1.0,Banyule,2674.0,7061
3298,3,h,808000.0,2017,9.4,0.0,Banyule,2674.0,7391
3299,3,h,652000.0,2017,9.4,0.0,Banyule,2674.0,7391
3300,2,h,515500.0,2016,9.4,1.0,Banyule,2674.0,7061
3301,3,h,800000.0,2016,9.4,3.0,Banyule,2674.0,7061
3302,2,h,450000.0,2016,9.4,2.0,Banyule,2674.0,7061
3303,3,h,605000.0,2016,9.4,4.0,Banyule,2674.0,7061
3304,2,h,620000.0,2016,9.4,2.0,Banyule,2674.0,7061
3305,2,h,497500.0,2016,9.4,2.0,Banyule,2674.0,7061
3306,2,u,360000.0,2016,9.4,1.0,Banyule,2674.0,7061
3307,2,h,440500.0,2016,9.4,1.0,Banyule,2674.0,7061
3308,4,h,758000.0,2016,9.4,1.0,Banyule,2674.0,7061
3309,3,h,690500.0,2016,9.4,2.0,Banyule,2674.0,7061
3310,2,h,752000.0,2017,9.4,0.0,Banyule,2674.0,7391
3311,2,h,777000.0,2017,9.4,0.0,Banyule,2674.0,7391
3312,2,h,680000.0,2017,9.4,1.0,Banyule,2674.0,7391
3313,3,h,480000.0,2016,9.4,1.0,Banyule,2674.0,7061
3314,4,h,715000.0,2016,9.4,2.0,Banyule,2674.0,7061
3315,2,h,520000.0,2016,9.4,2.0,Banyule,2674.0,7061
3316,3,h,646250.0,2016,9.4,2.0,Banyule,2674.0,7061
3317,3,h,1375000.0,2016,9.4,1.0,Banyule,2674.0,7061
3318,3,h,722000.0,2017,9.4,2.0,Banyule,2674.0,7391
3319,2,h,715000.0,2017,9.4,3.0,Banyule,2674.0,7391
3320,1,h,636000.0,2016,9.4,1.0,Banyule,2674.0,7061
3321,2,h,590000.0,2016,9.4,2.0,Banyule,2674.0,7061
3322,4,h,820000.0,2016,9.4,2.0,Banyule,2674.0,7061
3323,2,h,725000.0,2016,9.4,3.0,Banyule,2674.0,7061
3324,2,h,705000.0,2016,9.4,1.0,Banyule,2674.0,7061
3325,3,h,710000.0,2016,9.4,4.0,Banyule,2674.0,7061
3326,2,h,415000.0,2016,9.4,1.0,Banyule,2674.0,7061
3327,3,h,392000.0,2016,9.4,2.0,Banyule,2674.0,7061
3328,3,h,961000.0,2016,9.4,2.0,Banyule,2674.0,7061
3329,3,h,507000.0,2016,9.4,1.0,Banyule,2674.0,7061
3330,3,h,465000.0,2016,9.4,1.0,Banyule,2674.0,7061
3331,3,h,675000.0,2016,9.4,2.0,Banyule,2674.0,7061
3332,2,h,1550000.0,2016,13.0,1.0,Monash,3145.0,7634
3333,2,u,516000.0,2016,13.0,1.0,Monash,3145.0,7634
3334,3,h,1340000.0,2016,13.0,1.0,Monash,3145.0,7634
3335,3,u,855000.0,2017,13.0,2.0,Monash,3145.0,8739
3336,3,h,1316000.0,2016,13.0,2.0,Monash,3145.0,7634
3337,3,t,828000.0,2016,13.0,1.0,Monash,3145.0,7634
3338,3,h,1055000.0,2016,13.0,1.0,Monash,3145.0,7634
3339,2,u,623000.0,2016,13.0,1.0,Monash,3145.0,7634
3340,4,h,2120000.0,2016,13.0,2.0,Monash,3145.0,7634
3341,4,h,1745000.0,2016,13.0,1.0,Monash,3145.0,7634
3342,4,h,1700000.0,2016,13.0,2.0,Monash,3145.0,7634
3343,2,u,420000.0,2016,13.0,1.0,Monash,3145.0,7634
3344,2,u,375500.0,2016,13.0,1.0,Monash,3145.0,7634
3345,3,h,1350000.0,2016,13.0,2.0,Monash,3145.0,7634
3346,4,h,900000.0,2016,13.0,1.0,Monash,3145.0,7634
3347,2,h,1262000.0,2016,13.0,1.0,Monash,3145.0,7634
3348,4,h,1337000.0,2016,13.0,2.0,Monash,3145.0,7634
3349,2,u,455000.0,2016,13.0,2.0,Monash,3145.0,7634
3350,2,u,400000.0,2016,13.0,1.0,Monash,3145.0,7634
3351,2,u,648000.0,2016,13.0,1.0,Monash,3145.0,7634
3352,3,h,1210000.0,2016,13.0,2.0,Monash,3145.0,7634
3353,4,h,1167500.0,2016,13.0,1.0,Monash,3145.0,7634
3354,3,t,900000.0,2016,13.0,1.0,Monash,3145.0,7634
3355,4,h,1322000.0,2016,13.0,4.0,Monash,3145.0,7634
3356,2,h,677500.0,2016,13.0,4.0,Monash,3145.0,7634
3357,2,u,480000.0,2016,7.9,1.0,Banyule,5549.0,7061
3358,2,u,430000.0,2016,7.9,1.0,Banyule,5549.0,7061
3359,1,u,460000.0,2016,7.9,0.0,Banyule,5549.0,7061
3360,4,h,1601000.0,2016,7.9,2.0,Banyule,5549.0,7061
3361,4,h,2265000.0,2017,7.9,2.0,Banyule,5549.0,7391
3362,3,h,1680000.0,2017,7.9,2.0,Banyule,5549.0,7391
3363,2,u,440000.0,2017,7.9,0.0,Banyule,5549.0,7391
3364,4,h,2350000.0,2017,7.9,2.0,Banyule,5549.0,7391
3365,3,t,962000.0,2017,7.9,1.0,Banyule,5549.0,7391
3366,3,h,981000.0,2016,7.9,2.0,Banyule,5549.0,7061
3367,4,h,2400000.0,2016,7.9,2.0,Banyule,5549.0,7061
3368,3,t,890000.0,2016,7.9,2.0,Banyule,5549.0,7061
3369,2,u,490000.0,2016,7.9,1.0,Banyule,5549.0,7061
3370,2,u,739000.0,2016,7.9,1.0,Banyule,5549.0,7061
3371,3,h,1340000.0,2016,7.9,1.0,Banyule,5549.0,7061
3372,3,h,785000.0,2016,7.9,0.0,Banyule,5549.0,7061
3373,3,h,1155000.0,2016,7.9,2.0,Banyule,5549.0,7061
3374,4,h,1300000.0,2016,7.9,1.0,Banyule,5549.0,7061
3375,2,h,1020000.0,2016,7.9,1.0,Banyule,5549.0,7061
3376,3,h,1796000.0,2016,7.9,1.0,Banyule,5549.0,7061
3377,2,h,790000.0,2016,7.9,1.0,Banyule,5549.0,7061
3378,3,h,1465000.0,2016,7.9,2.0,Banyule,5549.0,7061
3379,3,t,855000.0,2016,7.9,2.0,Banyule,5549.0,7061
3380,2,u,705000.0,2016,7.9,1.0,Banyule,5549.0,7061
3381,2,u,504000.0,2016,7.9,1.0,Banyule,5549.0,7061
3382,1,u,413000.0,2016,7.9,1.0,Banyule,5549.0,7061
3383,3,t,1010000.0,2016,7.9,2.0,Banyule,5549.0,7061
3384,3,h,1220000.0,2017,7.9,1.0,Banyule,5549.0,7391
3385,3,h,1605000.0,2016,7.9,2.0,Banyule,5549.0,7061
3386,2,u,587000.0,2016,7.9,1.0,Banyule,5549.0,7061
3387,2,u,475000.0,2016,7.9,1.0,Banyule,5549.0,7061
3388,3,h,1075000.0,2016,7.9,2.0,Banyule,5549.0,7061
3389,2,u,465000.0,2016,7.9,1.0,Banyule,5549.0,7061
3390,2,t,610000.0,2016,7.9,1.0,Banyule,5549.0,7061
3391,2,u,690000.0,2016,7.9,1.0,Banyule,5549.0,7061
3392,3,h,1535000.0,2016,7.9,2.0,Banyule,5549.0,7061
3393,4,h,1470000.0,2016,7.9,1.0,Banyule,5549.0,7061
3394,3,h,1486000.0,2016,7.9,2.0,Banyule,5549.0,7061
3395,1,u,420000.0,2016,7.9,1.0,Banyule,5549.0,7061
3396,3,t,750000.0,2016,7.9,1.0,Banyule,5549.0,7061
3397,2,u,460000.0,2016,7.9,0.0,Banyule,5549.0,7061
3398,4,h,1615000.0,2016,7.9,3.0,Banyule,5549.0,7061
3399,5,h,1730000.0,2016,7.9,2.0,Banyule,5549.0,7061
3400,2,t,779000.0,2016,7.9,2.0,Banyule,5549.0,7061
3401,3,h,1850000.0,2017,7.9,2.0,Banyule,5549.0,7391
3402,2,h,1910000.0,2017,7.9,2.0,Banyule,5549.0,7391
3403,5,h,2600000.0,2016,7.9,1.0,Banyule,5549.0,7061
3404,2,u,500000.0,2016,7.9,1.0,Banyule,5549.0,7061
3405,3,h,950000.0,2016,7.9,2.0,Banyule,5549.0,7061
3406,2,u,450000.0,2016,7.9,1.0,Banyule,5549.0,7061
3407,3,h,1102000.0,2016,7.9,1.0,Banyule,5549.0,7061
3408,3,h,1275000.0,2016,7.9,2.0,Banyule,5549.0,7061
3409,3,h,1065000.0,2016,7.9,1.0,Banyule,5549.0,7061
3410,2,t,785000.0,2016,7.9,1.0,Banyule,5549.0,7061
3411,3,h,1223500.0,2016,7.9,2.0,Banyule,5549.0,7061
3412,2,u,845000.0,2016,7.9,2.0,Banyule,5549.0,7061
3413,4,h,1720000.0,2016,7.9,3.0,Banyule,5549.0,7061
3414,3,h,1225000.0,2016,7.9,1.0,Banyule,5549.0,7061
3415,2,u,630000.0,2016,7.9,1.0,Banyule,5549.0,7061
3416,4,h,1460000.0,2016,7.9,2.0,Banyule,5549.0,7061
3417,1,u,421000.0,2016,7.9,1.0,Banyule,5549.0,7061
3418,4,h,2090000.0,2017,7.9,2.0,Banyule,5549.0,7391
3419,3,h,1029000.0,2017,7.9,1.0,Banyule,5549.0,7391
3420,4,h,1758000.0,2017,7.9,2.0,Banyule,5549.0,7391
3421,3,t,700000.0,2016,7.9,1.0,Banyule,5549.0,7061
3422,5,h,1420000.0,2016,7.9,1.0,Banyule,5549.0,7061
3423,3,t,550000.0,2016,7.9,1.0,Banyule,5549.0,7061
3424,4,h,2595000.0,2016,7.9,3.0,Banyule,5549.0,7061
3425,2,t,710000.0,2016,7.9,1.0,Banyule,5549.0,7061
3426,3,u,650000.0,2016,7.9,2.0,Banyule,5549.0,7061
3427,1,u,385000.0,2016,7.9,1.0,Banyule,5549.0,7061
3428,4,h,740000.0,2016,15.0,2.0,Brimbank,1202.0,14659
3429,4,h,500000.0,2016,15.0,2.0,Brimbank,1202.0,14659
3430,3,h,365000.0,2016,15.0,0.0,Brimbank,1202.0,14659
3431,4,h,570000.0,2016,15.0,2.0,Brimbank,1202.0,14659
3432,3,h,515000.0,2016,15.0,4.0,Brimbank,1202.0,14659
3433,4,h,1095000.0,2016,15.0,5.0,Brimbank,1202.0,14659
3434,3,h,582000.0,2016,15.0,4.0,Brimbank,1202.0,14659
3435,3,h,545000.0,2016,15.0,2.0,Brimbank,1202.0,14659
3436,3,h,461000.0,2016,15.0,0.0,Brimbank,1202.0,14659
3437,4,h,751000.0,2016,15.0,2.0,Brimbank,1202.0,14659
3438,4,h,500000.0,2016,15.0,2.0,Brimbank,1202.0,14659
3439,4,h,560000.0,2016,15.0,2.0,Brimbank,1202.0,14659
3440,3,h,320000.0,2016,15.0,1.0,Brimbank,1202.0,14659
3441,3,h,450000.0,2016,15.0,2.0,Brimbank,1202.0,14659
3442,3,h,703000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3443,3,h,650000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3444,3,t,770000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3445,3,t,480000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3446,3,h,590000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3447,4,h,900000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3448,3,h,935000.0,2017,12.8,2.0,Brimbank,5629.0,14744
3449,3,h,700000.0,2017,12.8,2.0,Brimbank,5629.0,14744
3450,3,h,675000.0,2017,12.8,1.0,Brimbank,5629.0,14744
3451,4,h,816000.0,2017,12.8,1.0,Brimbank,5629.0,14744
3452,4,h,845000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3453,3,h,725000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3454,3,h,772000.0,2016,12.8,3.0,Brimbank,5629.0,14659
3455,3,h,650000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3456,3,h,757000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3457,3,h,690000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3458,3,t,785000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3459,3,h,583000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3460,4,h,920000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3461,3,h,880000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3462,3,u,580000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3463,4,t,886000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3464,4,h,970000.0,2016,12.8,4.0,Brimbank,5629.0,14659
3465,4,h,920000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3466,3,h,625000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3467,3,h,825000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3468,3,h,695000.0,2017,12.8,1.0,Brimbank,5629.0,14744
3469,3,h,915000.0,2017,12.8,2.0,Brimbank,5629.0,14744
3470,3,h,976000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3471,2,t,520000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3472,4,h,1420000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3473,3,h,900000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3474,2,u,470000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3475,5,h,1100000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3476,3,u,470000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3477,2,h,380000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3478,3,u,560000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3479,4,h,1010000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3480,3,h,740000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3481,3,h,630000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3482,4,h,835000.0,2016,12.8,3.0,Brimbank,5629.0,14659
3483,3,t,705000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3484,3,t,680000.0,2017,12.8,2.0,Brimbank,5629.0,14744
3485,4,h,871000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3486,5,h,808000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3487,3,h,891000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3488,3,h,785000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3489,3,h,695000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3490,4,t,807000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3491,2,u,502000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3492,4,h,770000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3493,5,h,700000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3494,3,h,570000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3495,4,h,830000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3496,3,h,600000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3497,3,h,825000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3498,4,h,680000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3499,3,h,720000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3500,4,h,735000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3501,3,h,875000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3502,3,h,601200.0,2016,12.8,1.0,Brimbank,5629.0,14659
3503,3,h,695000.0,2016,12.8,3.0,Brimbank,5629.0,14659
3504,3,h,680000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3505,3,t,660000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3506,3,h,650000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3507,3,h,900000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3508,3,h,823000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3509,4,h,847000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3510,3,h,705000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3511,3,t,710000.0,2016,12.8,1.0,Brimbank,5629.0,14659
3512,4,h,732000.0,2016,12.8,2.0,Brimbank,5629.0,14659
3513,3,h,715000.0,2016,12.8,4.0,Brimbank,5629.0,14659
3514,3,h,785000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3515,3,h,852000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3516,3,h,1037000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3517,2,h,775000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3518,3,h,1470000.0,2017,4.2,1.0,Melbourne,5263.0,27509
3519,2,u,630000.0,2017,4.2,1.0,Melbourne,5263.0,27509
3520,3,t,845000.0,2017,4.2,1.0,Melbourne,5263.0,27509
3521,2,u,492500.0,2016,4.2,1.0,Melbourne,5263.0,25184
3522,2,u,420000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3523,2,t,650000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3524,3,h,1050000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3525,3,h,1291000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3526,2,u,420000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3527,3,h,961000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3528,3,h,1271000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3529,3,h,1010000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3530,2,t,750000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3531,4,h,1675000.0,2016,4.2,2.0,Melbourne,5263.0,25184
3532,2,h,905000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3533,2,h,960000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3534,2,h,1031000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3535,3,t,918000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3536,3,h,870000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3537,3,h,1165000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3538,5,h,1710000.0,2016,4.2,2.0,Melbourne,5263.0,25184
3539,1,u,360000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3540,3,h,1455000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3541,1,u,365000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3542,3,u,551000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3543,2,u,442000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3544,2,h,765000.0,2016,4.2,2.0,Melbourne,5263.0,25184
3545,2,u,515000.0,2017,4.2,1.0,Melbourne,5263.0,27509
3546,3,u,570000.0,2017,4.2,2.0,Melbourne,5263.0,27509
3547,1,u,370000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3548,2,h,1005000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3549,2,h,1234500.0,2016,4.2,2.0,Melbourne,5263.0,25184
3550,2,u,666000.0,2016,4.2,2.0,Melbourne,5263.0,25184
3551,2,h,825000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3552,2,t,770000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3553,3,h,1135000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3554,4,h,975000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3555,2,t,812000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3556,5,h,1900000.0,2016,4.2,2.0,Melbourne,5263.0,25184
3557,1,u,445000.0,2017,4.2,0.0,Melbourne,5263.0,27509
3558,2,h,732000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3559,3,h,1260000.0,2016,4.2,2.0,Melbourne,5263.0,25184
3560,3,h,1000000.0,2016,4.2,2.0,Melbourne,5263.0,25184
3561,2,h,1155000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3562,2,t,700000.0,2016,4.2,3.0,Melbourne,5263.0,25184
3563,3,h,813500.0,2016,4.2,1.0,Melbourne,5263.0,25184
3564,2,u,526000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3565,3,t,790000.0,2016,4.2,2.0,Melbourne,5263.0,25184
3566,4,h,1365000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3567,2,t,700000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3568,1,u,370000.0,2016,4.2,2.0,Melbourne,5263.0,25184
3569,3,h,1230000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3570,2,u,460000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3571,2,u,395000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3572,5,h,1001000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3573,2,h,850000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3574,3,h,1335000.0,2017,4.2,3.0,Melbourne,5263.0,27509
3575,2,h,868000.0,2017,4.2,1.0,Melbourne,5263.0,27509
3576,2,h,960000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3577,2,t,773000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3578,2,u,631090.0,2016,4.2,1.0,Melbourne,5263.0,25184
3579,2,u,410000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3580,2,u,425000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3581,2,h,1211000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3582,2,u,506000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3583,2,h,806000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3584,3,h,829000.0,2016,4.2,2.0,Melbourne,5263.0,25184
3585,2,h,786000.0,2016,4.2,0.0,Melbourne,5263.0,25184
3586,2,u,458000.0,2016,4.2,1.0,Melbourne,5263.0,25184
3587,3,h,1635000.0,2016,5.6,2.0,Boroondara,10331.0,6023
3588,2,h,4800000.0,2016,5.6,1.0,Boroondara,10331.0,6023
3589,2,u,562500.0,2016,5.6,1.0,Boroondara,10331.0,6023
3590,2,u,520000.0,2016,5.6,1.0,Boroondara,10331.0,6023
3591,5,h,4350000.0,2016,5.6,2.0,Boroondara,10331.0,6023
3592,3,h,1528500.0,2017,5.6,1.0,Boroondara,10331.0,6793
3593,2,u,630000.0,2017,5.6,2.0,Boroondara,10331.0,6793
3594,4,h,1690000.0,2017,5.6,1.0,Boroondara,10331.0,6793
