,CouncilArea,Population Density,Rooms,Type,Price,Year,Distance,Car,Propertycount,Yearly Incidents Recorded
5787,Darebin,3022.4,3,h,572000.0,2016,11.2,2.0,21650.0,11612
5788,Darebin,3022.4,3,h,600000.0,2016,11.2,2.0,21650.0,11612
5789,Darebin,3022.4,3,h,450000.0,2016,11.2,2.0,21650.0,11612
5790,Darebin,3022.4,2,u,525000.0,2016,11.2,2.0,21650.0,11612
5791,Darebin,3022.4,3,h,692500.0,2016,11.2,2.0,21650.0,11612
5792,Darebin,3022.4,4,h,790000.0,2016,11.2,2.0,21650.0,11612
5793,Darebin,3022.4,3,h,785000.0,2016,11.2,1.0,21650.0,11612
5794,Darebin,3022.4,2,h,840000.0,2016,11.2,1.0,21650.0,11612
5795,Darebin,3022.4,5,h,925000.0,2016,11.2,4.0,21650.0,11612
5796,Darebin,3022.4,3,h,700000.0,2016,11.2,1.0,21650.0,11612
5797,Darebin,3022.4,4,h,801000.0,2016,11.2,2.0,21650.0,11612
5798,Darebin,3022.4,1,u,216000.0,2016,11.2,1.0,21650.0,11612
5799,Darebin,3022.4,1,u,220000.0,2016,11.2,1.0,21650.0,11612
5800,Darebin,3022.4,3,h,866000.0,2016,11.2,2.0,21650.0,11612
5801,Darebin,3022.4,2,u,340000.0,2016,11.2,1.0,21650.0,11612
5802,Darebin,3022.4,2,h,500250.0,2017,11.2,1.0,21650.0,12872
5803,Darebin,3022.4,1,h,395000.0,2017,11.2,1.0,21650.0,12872
5804,Darebin,3022.4,3,h,810000.0,2017,11.2,3.0,21650.0,12872
5805,Darebin,3022.4,2,h,790000.0,2017,11.2,1.0,21650.0,12872
5806,Darebin,3022.4,2,u,465000.0,2017,11.2,1.0,21650.0,12872
5807,Darebin,3022.4,3,h,601000.0,2017,11.2,2.0,21650.0,12872
5808,Darebin,3022.4,2,h,772000.0,2017,11.2,1.0,21650.0,12872
5809,Darebin,3022.4,2,h,968000.0,2017,11.2,2.0,21650.0,12872
5810,Darebin,3022.4,3,h,928000.0,2017,11.2,1.0,21650.0,12872
5811,Darebin,3022.4,2,u,300000.0,2016,11.2,1.0,21650.0,11612
5812,Darebin,3022.4,2,t,420000.0,2016,11.2,2.0,21650.0,11612
5813,Darebin,3022.4,4,h,885000.0,2016,11.2,3.0,21650.0,11612
5814,Darebin,3022.4,2,u,240000.0,2016,11.2,1.0,21650.0,11612
5815,Darebin,3022.4,3,h,815000.0,2016,11.2,2.0,21650.0,11612
5816,Darebin,3022.4,3,h,882500.0,2016,11.2,2.0,21650.0,11612
5817,Darebin,3022.4,3,h,793000.0,2016,11.2,2.0,21650.0,11612
5818,Darebin,3022.4,3,h,550000.0,2016,11.2,2.0,21650.0,11612
5819,Darebin,3022.4,2,u,477000.0,2016,11.2,2.0,21650.0,11612
5820,Darebin,3022.4,2,u,433000.0,2016,11.2,1.0,21650.0,11612
5821,Darebin,3022.4,3,u,672000.0,2016,11.2,2.0,21650.0,11612
5822,Darebin,3022.4,2,h,680000.0,2016,11.2,1.0,21650.0,11612
5823,Darebin,3022.4,3,h,751000.0,2016,11.2,2.0,21650.0,11612
5824,Darebin,3022.4,3,h,851000.0,2016,11.2,1.0,21650.0,11612
5825,Darebin,3022.4,3,h,777000.0,2016,11.2,2.0,21650.0,11612
5826,Darebin,3022.4,4,h,1162000.0,2016,11.2,4.0,21650.0,11612
5827,Darebin,3022.4,3,h,620000.0,2016,11.2,2.0,21650.0,11612
5828,Darebin,3022.4,3,h,1025000.0,2016,11.2,4.0,21650.0,11612
5829,Darebin,3022.4,3,h,762500.0,2016,11.2,2.0,21650.0,11612
5830,Darebin,3022.4,3,h,832000.0,2016,11.2,2.0,21650.0,11612
5831,Darebin,3022.4,5,h,820000.0,2016,11.2,2.0,21650.0,11612
5832,Darebin,3022.4,3,h,784000.0,2016,11.2,2.0,21650.0,11612
5833,Darebin,3022.4,4,h,1186000.0,2016,11.2,2.0,21650.0,11612
5834,Darebin,3022.4,3,h,665000.0,2016,11.2,1.0,21650.0,11612
5835,Darebin,3022.4,2,u,405000.0,2016,11.2,1.0,21650.0,11612
5836,Darebin,3022.4,2,u,431000.0,2016,11.2,1.0,21650.0,11612
5837,Darebin,3022.4,4,h,885000.0,2016,11.2,2.0,21650.0,11612
5838,Darebin,3022.4,3,h,718500.0,2016,11.2,6.0,21650.0,11612
5839,Darebin,3022.4,5,h,762500.0,2016,11.2,2.0,21650.0,11612
5840,Darebin,3022.4,3,h,737000.0,2016,11.2,6.0,21650.0,11612
5841,Darebin,3022.4,3,h,810000.0,2016,11.2,2.0,21650.0,11612
5842,Darebin,3022.4,2,h,610000.0,2016,11.2,2.0,21650.0,11612
5843,Darebin,3022.4,2,u,430000.0,2016,11.2,1.0,21650.0,11612
5844,Darebin,3022.4,2,h,730000.0,2016,11.2,2.0,21650.0,11612
5845,Darebin,3022.4,4,h,680000.0,2016,11.2,2.0,21650.0,11612
5846,Darebin,3022.4,3,h,705000.0,2016,11.2,1.0,21650.0,11612
5847,Darebin,3022.4,3,h,705000.0,2016,11.2,3.0,21650.0,11612
5848,Darebin,3022.4,2,u,390000.0,2016,11.2,1.0,21650.0,11612
5849,Darebin,3022.4,3,u,510000.0,2016,6.5,1.0,8870.0,11612
5850,Darebin,3022.4,2,u,470000.0,2016,6.5,1.0,8870.0,11612
5851,Darebin,3022.4,2,u,435000.0,2016,6.5,1.0,8870.0,11612
5852,Darebin,3022.4,1,u,517500.0,2016,6.5,0.0,8870.0,11612
5853,Darebin,3022.4,1,u,370000.0,2016,6.5,1.0,8870.0,11612
5854,Darebin,3022.4,2,t,805000.0,2016,6.5,2.0,8870.0,11612
5855,Darebin,3022.4,4,h,1428888.0,2017,6.5,1.0,8870.0,12872
5856,Darebin,3022.4,2,h,940000.0,2016,6.5,1.0,8870.0,11612
5857,Darebin,3022.4,1,u,270000.0,2016,6.5,1.0,8870.0,11612
5858,Darebin,3022.4,3,t,865000.0,2016,6.5,2.0,8870.0,11612
5859,Darebin,3022.4,2,h,700000.0,2016,6.5,1.0,8870.0,11612
5860,Darebin,3022.4,3,t,910000.0,2016,6.5,1.0,8870.0,11612
5861,Darebin,3022.4,3,h,1135000.0,2016,6.5,1.0,8870.0,11612
5862,Darebin,3022.4,1,u,260000.0,2016,6.5,1.0,8870.0,11612
5863,Darebin,3022.4,2,u,505000.0,2016,6.5,1.0,8870.0,11612
5864,Darebin,3022.4,1,u,365000.0,2016,6.5,1.0,8870.0,11612
5865,Darebin,3022.4,3,h,1430000.0,2017,6.5,3.0,8870.0,12872
5866,Darebin,3022.4,2,u,525500.0,2017,6.5,1.0,8870.0,12872
5867,Darebin,3022.4,3,h,1210000.0,2016,6.5,2.0,8870.0,11612
5868,Darebin,3022.4,2,h,944000.0,2016,6.5,1.0,8870.0,11612
5869,Darebin,3022.4,2,h,970000.0,2016,6.5,3.0,8870.0,11612
5870,Darebin,3022.4,3,h,887000.0,2016,6.5,2.0,8870.0,11612
5871,Darebin,3022.4,1,u,277500.0,2016,6.5,1.0,8870.0,11612
5872,Darebin,3022.4,3,h,701000.0,2016,6.5,2.0,8870.0,11612
5873,Darebin,3022.4,2,h,740000.0,2016,6.5,2.0,8870.0,11612
5874,Darebin,3022.4,2,h,1110000.0,2016,6.5,0.0,8870.0,11612
5875,Darebin,3022.4,4,h,795000.0,2016,6.5,1.0,8870.0,11612
5876,Darebin,3022.4,1,u,332000.0,2016,6.5,1.0,8870.0,11612
5877,Darebin,3022.4,3,h,1265000.0,2016,6.5,2.0,8870.0,11612
5878,Darebin,3022.4,2,h,1085000.0,2016,6.5,2.0,8870.0,11612
5879,Darebin,3022.4,3,h,898000.0,2016,6.5,2.0,8870.0,11612
5880,Darebin,3022.4,3,h,1235000.0,2016,6.5,1.0,8870.0,11612
5881,Darebin,3022.4,3,t,910500.0,2016,6.5,2.0,8870.0,11612
5882,Darebin,3022.4,3,h,995000.0,2016,6.5,1.0,8870.0,11612
5883,Darebin,3022.4,2,h,760000.0,2016,6.5,0.0,8870.0,11612
5884,Darebin,3022.4,2,u,505000.0,2016,6.5,0.0,8870.0,11612
5885,Darebin,3022.4,3,h,1400000.0,2016,6.5,1.0,8870.0,11612
5886,Darebin,3022.4,3,h,1200000.0,2016,6.5,2.0,8870.0,11612
5887,Darebin,3022.4,3,h,920000.0,2016,6.5,2.0,8870.0,11612
5888,Darebin,3022.4,3,h,1110000.0,2016,6.5,1.0,8870.0,11612
5889,Darebin,3022.4,3,h,1200000.0,2016,6.5,1.0,8870.0,11612
5890,Darebin,3022.4,2,u,560000.0,2016,6.5,2.0,8870.0,11612
5891,Darebin,3022.4,2,u,450000.0,2017,6.5,1.0,8870.0,12872
5892,Darebin,3022.4,3,h,1190000.0,2017,6.5,0.0,8870.0,12872
5893,Darebin,3022.4,3,h,1020000.0,2017,6.5,1.0,8870.0,12872
5894,Darebin,3022.4,3,h,1245000.0,2017,6.5,1.0,8870.0,12872
5895,Darebin,3022.4,2,u,350000.0,2016,6.5,1.0,8870.0,11612
5896,Darebin,3022.4,2,u,571750.0,2016,6.5,1.0,8870.0,11612
5897,Darebin,3022.4,2,h,874000.0,2016,6.5,2.0,8870.0,11612
5898,Darebin,3022.4,3,h,1427000.0,2016,6.5,1.0,8870.0,11612
5899,Darebin,3022.4,1,u,295000.0,2016,6.5,1.0,8870.0,11612
5900,Darebin,3022.4,1,u,383000.0,2016,6.5,1.0,8870.0,11612
5901,Darebin,3022.4,2,h,1164000.0,2016,6.5,0.0,8870.0,11612
5902,Darebin,3022.4,1,u,315000.0,2016,6.5,1.0,8870.0,11612
5903,Darebin,3022.4,1,u,245000.0,2016,6.5,1.0,8870.0,11612
5904,Darebin,3022.4,3,h,1290000.0,2016,6.5,2.0,8870.0,11612
5905,Darebin,3022.4,2,u,605000.0,2016,6.5,1.0,8870.0,11612
5906,Darebin,3022.4,2,u,450000.0,2016,6.5,1.0,8870.0,11612
5907,Darebin,3022.4,2,h,900000.0,2016,6.5,1.0,8870.0,11612
5908,Darebin,3022.4,3,h,1620000.0,2016,6.5,2.0,8870.0,11612
5909,Darebin,3022.4,2,u,438000.0,2016,6.5,1.0,8870.0,11612
5910,Darebin,3022.4,2,h,1143000.0,2016,6.5,2.0,8870.0,11612
5911,Darebin,3022.4,2,h,925000.0,2016,6.5,1.0,8870.0,11612
5912,Darebin,3022.4,3,h,1250000.0,2016,6.5,3.0,8870.0,11612
5913,Darebin,3022.4,3,t,1070000.0,2016,6.5,2.0,8870.0,11612
5914,Darebin,3022.4,2,u,371000.0,2016,6.5,1.0,8870.0,11612
5915,Darebin,3022.4,3,h,1570000.0,2016,6.5,1.0,8870.0,11612
5916,Darebin,3022.4,2,u,486000.0,2016,6.5,1.0,8870.0,11612
5917,Darebin,3022.4,3,t,1100000.0,2017,6.5,2.0,8870.0,12872
5918,Darebin,3022.4,2,h,1211000.0,2017,6.5,0.0,8870.0,12872
5919,Darebin,3022.4,2,u,466000.0,2017,6.5,1.0,8870.0,12872
5920,Darebin,3022.4,3,h,1280000.0,2017,6.5,1.0,8870.0,12872
5921,Darebin,3022.4,4,h,1478000.0,2017,6.5,0.0,8870.0,12872
5922,Darebin,3022.4,3,h,1280000.0,2017,6.5,2.0,8870.0,12872
5923,Darebin,3022.4,3,h,1913000.0,2017,6.5,2.0,8870.0,12872
5924,Darebin,3022.4,3,h,1272000.0,2016,6.5,0.0,8870.0,11612
5925,Darebin,3022.4,2,h,972000.0,2016,6.5,0.0,8870.0,11612
5926,Darebin,3022.4,4,h,928500.0,2016,6.5,2.0,8870.0,11612
5927,Darebin,3022.4,2,u,432500.0,2016,6.5,1.0,8870.0,11612
5928,Darebin,3022.4,1,u,330000.0,2016,6.5,1.0,8870.0,11612
5929,Darebin,3022.4,3,h,1200000.0,2016,6.5,2.0,8870.0,11612
5930,Darebin,3022.4,2,u,510000.0,2016,6.5,1.0,8870.0,11612
5931,Darebin,3022.4,3,h,1370000.0,2016,6.5,3.0,8870.0,11612
5932,Darebin,3022.4,1,u,303500.0,2016,6.5,1.0,8870.0,11612
5933,Darebin,3022.4,3,h,1160000.0,2016,6.5,2.0,8870.0,11612
5934,Darebin,3022.4,2,u,601000.0,2016,6.5,1.0,8870.0,11612
5935,Darebin,3022.4,3,h,1430000.0,2016,6.5,2.0,8870.0,11612
5936,Darebin,3022.4,3,h,1380000.0,2016,6.5,1.0,8870.0,11612
5937,Darebin,3022.4,3,h,1200000.0,2016,6.5,1.0,8870.0,11612
5938,Darebin,3022.4,3,u,480000.0,2016,12.4,1.0,1414.0,11612
5939,Darebin,3022.4,3,h,980000.0,2016,12.4,1.0,1414.0,11612
5940,Darebin,3022.4,5,h,1000000.0,2017,12.4,2.0,1414.0,12872
5941,Darebin,3022.4,2,h,731000.0,2017,12.4,0.0,1414.0,12872
5942,Darebin,3022.4,4,h,610000.0,2016,12.4,1.0,1414.0,11612
5943,Darebin,3022.4,2,u,380000.0,2017,12.4,1.0,1414.0,12872
5944,Darebin,3022.4,3,h,690000.0,2016,12.4,2.0,1414.0,11612
5945,Darebin,3022.4,3,h,607500.0,2016,12.4,1.0,1414.0,11612
5946,Darebin,3022.4,2,h,705500.0,2016,12.4,1.0,1414.0,11612
5947,Darebin,3022.4,1,u,320000.0,2017,6.4,1.0,2211.0,12872
5948,Darebin,3022.4,3,t,1285000.0,2017,6.4,2.0,2211.0,12872
5949,Darebin,3022.4,4,h,1975000.0,2017,6.4,2.0,2211.0,12872
5950,Darebin,3022.4,1,u,316000.0,2017,6.4,1.0,2211.0,12872
5951,Darebin,3022.4,2,u,495000.0,2017,7.8,0.0,11204.0,12872
5952,Darebin,3022.4,2,h,930000.0,2017,7.8,0.0,11204.0,12872
5953,Darebin,3022.4,2,t,781000.0,2017,7.8,1.0,11204.0,12872
5954,Darebin,3022.4,3,h,995000.0,2017,7.8,1.0,11204.0,12872
5955,Darebin,3022.4,2,h,677776.0,2017,7.8,2.0,11204.0,12872
5956,Darebin,3022.4,3,h,790000.0,2017,7.8,1.0,11204.0,12872
5957,Darebin,3022.4,4,t,680000.0,2017,7.8,1.0,11204.0,12872
5958,Darebin,3022.4,3,h,1180000.0,2017,7.8,2.0,11204.0,12872
5959,Darebin,3022.4,3,h,940500.0,2017,7.8,3.0,11204.0,12872
5960,Darebin,3022.4,3,t,824000.0,2017,7.8,2.0,11204.0,12872
5961,Darebin,3022.4,2,h,941000.0,2017,7.8,2.0,11204.0,12872
5962,Darebin,3022.4,2,h,775000.0,2017,7.8,1.0,11204.0,12872
5963,Darebin,3022.4,3,h,985000.0,2017,7.8,2.0,11204.0,12872
5964,Darebin,3022.4,3,h,1020000.0,2017,7.8,0.0,11204.0,12872
5965,Darebin,3022.4,4,h,1500000.0,2017,7.8,1.0,11204.0,12872
5966,Darebin,3022.4,2,u,590000.0,2017,7.8,1.0,11204.0,12872
5967,Darebin,3022.4,4,h,1005000.0,2017,7.8,1.0,11204.0,12872
5968,Darebin,3022.4,4,h,901000.0,2017,7.8,1.0,11204.0,12872
5969,Darebin,3022.4,3,h,990000.0,2017,7.8,3.0,11204.0,12872
5970,Darebin,3022.4,6,h,1455000.0,2017,7.8,4.0,11204.0,12872
5971,Darebin,3022.4,3,h,1250000.0,2017,7.8,2.0,11204.0,12872
5972,Darebin,3022.4,3,h,710000.0,2017,7.8,1.0,11204.0,12872
5973,Darebin,3022.4,5,h,1790000.0,2017,7.8,2.0,11204.0,12872
5974,Darebin,3022.4,2,u,650000.0,2017,7.8,1.0,11204.0,12872
5975,Darebin,3022.4,3,t,720000.0,2017,7.8,2.0,11204.0,12872
5976,Darebin,3022.4,3,t,720000.0,2017,7.8,2.0,11204.0,12872
5977,Darebin,3022.4,4,h,1240000.0,2017,9.2,2.0,3445.0,12872
5978,Darebin,3022.4,3,h,875000.0,2017,9.2,1.0,3445.0,12872
5979,Darebin,3022.4,3,h,887000.0,2017,9.2,2.0,3445.0,12872
5980,Darebin,3022.4,4,h,770000.0,2017,9.2,1.0,3445.0,12872
5981,Darebin,3022.4,2,u,330000.0,2017,9.2,1.0,3445.0,12872
5982,Darebin,3022.4,2,u,676000.0,2017,5.8,1.0,2970.0,12872
5983,Darebin,3022.4,3,h,1500000.0,2017,5.8,2.0,2970.0,12872
5984,Darebin,3022.4,2,h,1343000.0,2017,5.5,1.0,11364.0,12872
5985,Darebin,3022.4,2,u,680000.0,2017,5.5,1.0,11364.0,12872
5986,Darebin,3022.4,2,h,695000.0,2017,5.5,1.0,11364.0,12872
5987,Darebin,3022.4,2,u,420000.0,2017,5.5,1.0,11364.0,12872
5988,Darebin,3022.4,3,h,1300000.0,2017,5.5,0.0,11364.0,12872
5989,Darebin,3022.4,2,h,995000.0,2017,5.5,2.0,11364.0,12872
5990,Darebin,3022.4,5,h,1750000.0,2017,5.5,0.0,11364.0,12872
5991,Darebin,3022.4,4,h,1822000.0,2017,5.5,8.0,11364.0,12872
5992,Darebin,3022.4,1,u,280000.0,2017,5.5,1.0,11364.0,12872
5993,Darebin,3022.4,2,h,1100000.0,2017,5.5,1.0,11364.0,12872
5994,Darebin,3022.4,3,h,1610000.0,2017,5.5,1.0,11364.0,12872
5995,Darebin,3022.4,2,h,970000.0,2017,5.5,1.0,11364.0,12872
5996,Darebin,3022.4,2,h,970000.0,2017,5.5,1.0,11364.0,12872
5997,Darebin,3022.4,4,h,2990000.0,2017,5.5,2.0,11364.0,12872
5998,Darebin,3022.4,2,h,1050000.0,2017,5.5,1.0,11364.0,12872
5999,Darebin,3022.4,2,h,1290000.0,2017,5.5,0.0,11364.0,12872
6000,Darebin,3022.4,2,u,471250.0,2017,5.5,1.0,11364.0,12872
6001,Darebin,3022.4,3,h,1235000.0,2017,5.5,1.0,11364.0,12872
6002,Darebin,3022.4,2,u,413000.0,2017,8.8,1.0,14577.0,12872
6003,Darebin,3022.4,3,h,1190000.0,2017,8.8,2.0,14577.0,12872
6004,Darebin,3022.4,2,h,2000000.0,2017,8.8,2.0,14577.0,12872
6005,Darebin,3022.4,3,h,1045000.0,2017,8.8,2.0,14577.0,12872
6006,Darebin,3022.4,3,h,1121000.0,2017,8.8,3.0,14577.0,12872
6007,Darebin,3022.4,3,u,715000.0,2017,8.8,1.0,14577.0,12872
6008,Darebin,3022.4,4,h,1200000.0,2017,8.8,2.0,14577.0,12872
6009,Darebin,3022.4,3,h,917500.0,2017,8.8,2.0,14577.0,12872
6010,Darebin,3022.4,4,h,770000.0,2017,8.8,1.0,14577.0,12872
6011,Darebin,3022.4,3,h,800000.0,2017,8.8,2.0,14577.0,12872
6012,Darebin,3022.4,4,h,1075000.0,2017,8.8,2.0,14577.0,12872
6013,Darebin,3022.4,3,h,1015000.0,2017,8.8,1.0,14577.0,12872
6014,Darebin,3022.4,3,t,880000.0,2017,8.8,2.0,14577.0,12872
6015,Darebin,3022.4,3,h,1020000.0,2017,8.8,2.0,14577.0,12872
6016,Darebin,3022.4,3,h,1000000.0,2017,8.8,3.0,14577.0,12872
6017,Darebin,3022.4,3,h,1010000.0,2017,8.8,0.0,14577.0,12872
6018,Darebin,3022.4,4,h,1110000.0,2017,8.8,2.0,14577.0,12872
6019,Darebin,3022.4,2,h,800000.0,2017,8.8,1.0,14577.0,12872
6020,Darebin,3022.4,3,h,910000.0,2017,8.8,1.0,14577.0,12872
6021,Darebin,3022.4,3,h,1215000.0,2017,8.8,1.0,14577.0,12872
6022,Darebin,3022.4,2,h,2300000.0,2017,8.8,2.0,14577.0,12872
6023,Darebin,3022.4,2,h,1108000.0,2017,8.8,0.0,14577.0,12872
6024,Darebin,3022.4,3,h,801000.0,2017,8.8,2.0,14577.0,12872
6025,Darebin,3022.4,3,h,1010000.0,2017,8.8,2.0,14577.0,12872
6026,Darebin,3022.4,3,h,690000.0,2017,8.8,2.0,14577.0,12872
6027,Darebin,3022.4,2,h,630000.0,2017,8.8,1.0,14577.0,12872
6028,Darebin,3022.4,3,h,1100000.0,2017,8.8,4.0,14577.0,12872
6029,Darebin,3022.4,3,h,1055000.0,2017,8.8,2.0,14577.0,12872
6030,Darebin,3022.4,2,u,560000.0,2017,8.8,2.0,14577.0,12872
6031,Darebin,3022.4,1,u,385000.0,2017,8.8,1.0,14577.0,12872
6032,Darebin,3022.4,4,h,741000.0,2017,11.2,2.0,21650.0,12872
6033,Darebin,3022.4,3,h,725000.0,2017,11.2,1.0,21650.0,12872
6034,Darebin,3022.4,3,u,615000.0,2017,11.2,2.0,21650.0,12872
6035,Darebin,3022.4,2,u,406000.0,2017,11.2,1.0,21650.0,12872
6036,Darebin,3022.4,3,h,1010000.0,2017,11.2,2.0,21650.0,12872
6037,Darebin,3022.4,2,h,852000.0,2017,11.2,2.0,21650.0,12872
6038,Darebin,3022.4,3,h,595000.0,2017,11.2,1.0,21650.0,12872
6039,Darebin,3022.4,3,h,665000.0,2017,11.2,2.0,21650.0,12872
6040,Darebin,3022.4,3,u,631000.0,2017,11.2,1.0,21650.0,12872
6041,Darebin,3022.4,4,h,905000.0,2017,11.2,2.0,21650.0,12872
6042,Darebin,3022.4,5,h,845000.0,2017,11.2,2.0,21650.0,12872
6043,Darebin,3022.4,3,t,815000.0,2017,11.2,2.0,21650.0,12872
6044,Darebin,3022.4,4,h,770000.0,2017,11.2,3.0,21650.0,12872
6045,Darebin,3022.4,2,h,935000.0,2017,11.2,1.0,21650.0,12872
6046,Darebin,3022.4,3,h,610000.0,2017,11.2,2.0,21650.0,12872
6047,Darebin,3022.4,4,h,678500.0,2017,11.2,2.0,21650.0,12872
6048,Darebin,3022.4,2,h,861500.0,2017,11.2,1.0,21650.0,12872
6049,Darebin,3022.4,3,h,801000.0,2017,11.2,1.0,21650.0,12872
6050,Darebin,3022.4,4,h,1150000.0,2017,11.2,2.0,21650.0,12872
6051,Darebin,3022.4,3,h,760000.0,2017,11.2,2.0,21650.0,12872
6052,Darebin,3022.4,2,u,490000.0,2017,11.2,1.0,21650.0,12872
6053,Darebin,3022.4,3,h,605000.0,2017,11.2,2.0,21650.0,12872
6054,Darebin,3022.4,2,t,652000.0,2017,11.2,2.0,21650.0,12872
6055,Darebin,3022.4,2,t,615000.0,2017,11.2,1.0,21650.0,12872
6056,Darebin,3022.4,1,u,407000.0,2017,11.2,1.0,21650.0,12872
6057,Darebin,3022.4,4,h,930000.0,2017,11.2,3.0,21650.0,12872
6058,Darebin,3022.4,3,t,741000.0,2017,11.2,2.0,21650.0,12872
6059,Darebin,3022.4,2,h,375000.0,2017,11.2,1.0,21650.0,12872
6060,Darebin,3022.4,4,h,1005000.0,2017,11.2,5.0,21650.0,12872
6061,Darebin,3022.4,4,h,800000.0,2017,11.2,4.0,21650.0,12872
6062,Darebin,3022.4,2,u,395000.0,2017,11.2,1.0,21650.0,12872
6063,Darebin,3022.4,2,h,1025000.0,2017,11.2,1.0,21650.0,12872
6064,Darebin,3022.4,2,u,505000.0,2017,11.2,1.0,21650.0,12872
6065,Darebin,3022.4,3,h,1750000.0,2017,6.5,3.0,8870.0,12872
6066,Darebin,3022.4,3,h,1345000.0,2017,6.5,4.0,8870.0,12872
6067,Darebin,3022.4,3,h,1080000.0,2017,6.5,1.0,8870.0,12872
6068,Darebin,3022.4,3,h,1195000.0,2017,6.5,2.0,8870.0,12872
6069,Darebin,3022.4,2,u,716000.0,2017,6.5,1.0,8870.0,12872
6070,Darebin,3022.4,3,t,865000.0,2017,6.5,2.0,8870.0,12872
6071,Darebin,3022.4,2,u,462000.0,2017,6.5,1.0,8870.0,12872
6072,Darebin,3022.4,3,h,1100000.0,2017,6.5,1.0,8870.0,12872
6073,Darebin,3022.4,4,h,1635000.0,2017,6.5,2.0,8870.0,12872
6074,Darebin,3022.4,3,t,998000.0,2017,6.5,1.0,8870.0,12872
6075,Darebin,3022.4,2,u,600000.0,2017,6.5,1.0,8870.0,12872
6076,Darebin,3022.4,3,h,1346000.0,2017,6.5,2.0,8870.0,12872
6077,Darebin,3022.4,3,h,1130000.0,2017,6.5,1.0,8870.0,12872
6078,Darebin,3022.4,3,h,1275000.0,2017,6.5,2.0,8870.0,12872
6079,Darebin,3022.4,3,h,1200000.0,2017,6.5,1.0,8870.0,12872
6080,Darebin,3022.4,2,h,915000.0,2017,6.5,1.0,8870.0,12872
6081,Darebin,3022.4,1,u,300000.0,2017,6.5,1.0,8870.0,12872
6082,Darebin,3022.4,3,u,880000.0,2017,6.5,2.0,8870.0,12872
6083,Darebin,3022.4,2,t,960000.0,2017,6.5,2.0,8870.0,12872
6084,Darebin,3022.4,2,h,1260000.0,2017,6.5,0.0,8870.0,12872
6085,Darebin,3022.4,2,h,1100000.0,2017,6.5,1.0,8870.0,12872
6086,Darebin,3022.4,3,u,488000.0,2017,12.4,1.0,1414.0,12872
6087,Darebin,3022.4,4,h,2345000.0,2017,5.7,2.0,2211.0,12872
6088,Darebin,3022.4,2,h,900000.0,2017,6.7,1.0,11204.0,12872
6089,Darebin,3022.4,4,h,922000.0,2017,6.7,2.0,11204.0,12872
6090,Darebin,3022.4,3,h,1077000.0,2017,6.7,2.0,11204.0,12872
6091,Darebin,3022.4,3,h,805000.0,2017,6.7,2.0,3445.0,12872
6092,Darebin,3022.4,3,h,1550000.0,2017,5.7,0.0,2970.0,12872
6093,Darebin,3022.4,4,h,1900000.0,2017,5.3,2.0,11364.0,12872
6094,Darebin,3022.4,3,h,1605000.0,2017,5.3,0.0,11364.0,12872
6095,Darebin,3022.4,3,h,1415000.0,2017,5.3,1.0,11364.0,12872
6096,Darebin,3022.4,2,u,390000.0,2017,5.3,1.0,11364.0,12872
6097,Darebin,3022.4,3,h,840000.0,2017,12.0,4.0,21650.0,12872
6098,Darebin,3022.4,2,h,560000.0,2017,12.0,1.0,21650.0,12872
6099,Darebin,3022.4,4,h,900000.0,2017,12.0,2.0,21650.0,12872
6100,Darebin,3022.4,4,h,902000.0,2017,12.0,3.0,21650.0,12872
6101,Darebin,3022.4,3,h,825000.0,2017,12.0,5.0,21650.0,12872
6102,Darebin,3022.4,2,t,668500.0,2017,12.0,1.0,21650.0,12872
6103,Darebin,3022.4,4,h,2070000.0,2017,7.0,2.0,8870.0,12872
6104,Darebin,3022.4,4,h,2220000.0,2017,5.7,3.0,2211.0,12872
6105,Darebin,3022.4,3,h,880000.0,2017,6.7,1.0,11204.0,12872
6106,Darebin,3022.4,4,h,1525000.0,2017,6.7,2.0,11204.0,12872
6107,Darebin,3022.4,3,t,690000.0,2017,6.7,1.0,11204.0,12872
6108,Darebin,3022.4,2,h,960000.0,2017,6.7,3.0,11204.0,12872
6109,Darebin,3022.4,3,h,1600000.0,2017,6.7,2.0,11204.0,12872
6110,Darebin,3022.4,3,h,1157000.0,2017,6.7,1.0,11204.0,12872
6111,Darebin,3022.4,2,h,867000.0,2017,6.7,1.0,11204.0,12872
6112,Darebin,3022.4,3,h,690000.0,2017,6.7,2.0,3445.0,12872
6113,Darebin,3022.4,4,h,850000.0,2017,6.7,2.0,3445.0,12872
6114,Darebin,3022.4,2,h,700000.0,2017,6.7,1.0,3445.0,12872
6115,Darebin,3022.4,3,h,1200000.0,2017,5.7,2.0,2970.0,12872
6116,Darebin,3022.4,4,h,800001.0,2017,12.1,2.0,1414.0,12872
6117,Darebin,3022.4,3,h,1232000.0,2017,5.3,1.0,11364.0,12872
6118,Darebin,3022.4,3,h,850000.0,2017,8.4,2.0,14577.0,12872
6119,Darebin,3022.4,5,h,1400000.0,2017,8.4,2.0,14577.0,12872
6120,Darebin,3022.4,3,h,930000.0,2017,8.4,0.0,14577.0,12872
6121,Darebin,3022.4,4,h,830000.0,2017,8.4,2.0,14577.0,12872
6122,Darebin,3022.4,3,h,881000.0,2017,8.4,2.0,14577.0,12872
6123,Darebin,3022.4,3,u,660000.0,2017,8.4,1.0,14577.0,12872
