,Distance,Car,Rooms,Propertycount,Yearly Incidents Recorded
2083,7.4,2.0,4,4675.0,7852
2084,7.4,1.0,4,4675.0,8842
2085,7.4,2.0,4,4675.0,8842
2086,7.4,1.0,2,4675.0,8842
2087,7.4,2.0,5,4675.0,8842
2088,7.4,1.0,3,4675.0,7852
2089,7.4,1.0,2,4675.0,7852
2090,7.4,1.0,2,4675.0,7852
2091,11.2,1.0,3,8801.0,7852
2092,11.2,1.0,3,8801.0,7852
2093,11.2,3.0,4,8801.0,7852
2094,11.2,1.0,2,8801.0,7852
2095,11.2,1.0,3,8801.0,7852
2096,11.2,2.0,5,8801.0,7852
2097,11.2,2.0,4,8801.0,8842
2098,11.2,2.0,2,8801.0,8842
2099,11.2,2.0,4,8801.0,7852
2100,11.2,1.0,3,8801.0,7852
2101,11.2,1.0,3,8801.0,7852
2102,11.2,2.0,3,8801.0,7852
2103,11.2,4.0,5,8801.0,7852
2104,11.2,1.0,1,8801.0,7852
2105,11.2,2.0,3,8801.0,7852
2106,11.2,2.0,4,8801.0,7852
2107,11.2,2.0,4,8801.0,7852
2108,11.2,2.0,2,8801.0,7852
2109,11.2,2.0,4,8801.0,7852
2110,11.2,2.0,3,8801.0,7852
2111,11.2,2.0,3,8801.0,7852
2112,11.2,2.0,4,8801.0,8842
2113,11.2,2.0,3,8801.0,8842
2114,11.2,2.0,3,8801.0,8842
2115,11.2,1.0,3,8801.0,7852
2116,11.2,1.0,2,8801.0,7852
2117,11.2,1.0,3,8801.0,7852
2118,11.2,1.0,4,8801.0,7852
2119,11.2,1.0,2,8801.0,7852
2120,11.2,1.0,2,8801.0,7852
2121,11.2,2.0,3,8801.0,7852
2122,11.2,1.0,1,8801.0,7852
2123,11.2,2.0,3,8801.0,7852
2124,11.2,1.0,1,8801.0,7852
2125,11.2,2.0,4,8801.0,8842
2126,11.2,1.0,3,8801.0,8842
2127,11.2,1.0,1,8801.0,7852
2128,11.2,1.0,3,8801.0,7852
2129,11.2,2.0,3,8801.0,7852
2130,11.2,1.0,2,8801.0,7852
2131,11.2,2.0,3,8801.0,7852
2132,11.2,1.0,2,8801.0,7852
2133,11.2,1.0,3,8801.0,7852
2134,11.2,2.0,4,8801.0,7852
2135,11.2,2.0,3,8801.0,7852
2136,11.2,1.0,3,8801.0,7852
2137,11.2,2.0,3,8801.0,7852
2138,11.2,1.0,2,8801.0,7852
2139,8.7,2.0,3,4918.0,6992
2140,8.7,2.0,3,4918.0,6992
2141,8.7,1.0,2,4918.0,6992
2142,8.7,2.0,3,4918.0,6992
2143,8.7,2.0,2,4918.0,6992
2144,8.7,1.0,2,4918.0,6992
2145,8.7,4.0,3,4918.0,6992
2146,8.7,2.0,3,4918.0,6992
2147,8.7,2.0,3,4918.0,6992
2148,8.7,2.0,2,4918.0,6992
2149,8.7,2.0,3,4918.0,6992
2150,8.7,2.0,3,4918.0,6992
2151,8.7,2.0,5,4918.0,6992
2152,8.7,2.0,3,4918.0,6992
2153,8.7,2.0,2,4918.0,6992
2154,8.7,2.0,3,4918.0,6992
2155,8.7,1.0,2,4918.0,6992
2156,8.7,2.0,3,4918.0,6992
2157,8.7,2.0,2,4918.0,6992
2158,8.7,8.0,4,4918.0,6992
2159,8.7,1.0,2,4918.0,7189
2160,8.7,2.0,3,4918.0,7189
2161,8.7,1.0,2,4918.0,6992
2162,8.7,1.0,2,4918.0,6992
2163,8.7,1.0,2,4918.0,6992
2164,8.7,2.0,3,4918.0,6992
2165,8.7,2.0,2,4918.0,6992
2166,8.7,2.0,4,4918.0,6992
2167,8.7,2.0,2,4918.0,6992
2168,8.7,4.0,4,4918.0,6992
2169,8.7,2.0,4,4918.0,7189
2170,8.7,2.0,4,4918.0,7189
2171,8.7,1.0,2,4918.0,7189
2172,8.7,2.0,4,4918.0,6992
2173,8.7,5.0,5,4918.0,6992
2174,8.7,2.0,3,4918.0,6992
2175,8.7,1.0,2,4918.0,6992
2176,8.7,2.0,3,4918.0,6992
2177,8.7,1.0,3,4918.0,6992
2178,8.7,1.0,4,4918.0,6992
2179,8.7,2.0,4,4918.0,6992
2180,8.7,2.0,3,4918.0,6992
2181,8.7,4.0,3,4918.0,6992
2182,2.8,1.0,2,17496.0,25184
2183,2.8,1.0,2,17496.0,25184
2184,2.8,1.0,2,17496.0,25184
2185,2.8,0.0,2,17496.0,25184
2186,2.8,1.0,2,17496.0,25184
2187,2.8,0.0,1,17496.0,25184
2188,2.8,1.0,1,17496.0,25184
2189,2.8,1.0,2,17496.0,25184
2190,2.8,0.0,1,17496.0,25184
2191,2.8,1.0,1,17496.0,25184
2192,2.8,1.0,3,17496.0,25184
2193,2.8,0.0,1,17496.0,25184
2194,2.8,2.0,1,17496.0,25184
2195,2.8,2.0,2,17496.0,27509
2196,2.8,1.0,2,17496.0,27509
2197,2.8,1.0,1,17496.0,25184
2198,2.8,1.0,2,17496.0,25184
2199,2.8,1.0,1,17496.0,25184
2200,2.8,1.0,2,17496.0,25184
2201,2.8,1.0,3,17496.0,25184
2202,2.8,1.0,2,17496.0,25184
2203,4.1,1.0,3,2019.0,9669
2204,4.1,2.0,3,2019.0,9669
2205,4.1,1.0,2,2019.0,9669
2206,4.1,1.0,2,2019.0,9669
2207,4.1,1.0,4,2019.0,9669
2208,4.1,0.0,2,2019.0,9669
2209,4.1,0.0,2,2019.0,10310
2210,4.1,2.0,3,2019.0,9669
2211,4.1,1.0,3,2019.0,9669
2212,4.1,0.0,2,2019.0,9669
2213,4.1,3.0,3,2019.0,9669
2214,11.8,1.0,2,2079.0,6023
2215,11.8,2.0,2,2079.0,6023
2216,11.8,2.0,3,2079.0,6023
2217,11.8,2.0,5,2079.0,6023
2218,11.8,2.0,4,2079.0,6023
2219,11.8,2.0,3,2079.0,6023
2220,11.8,2.0,4,2079.0,6793
2221,11.8,0.0,5,2079.0,6023
2222,11.8,2.0,2,2079.0,6023
2223,11.8,6.0,4,2079.0,6793
2224,11.8,2.0,3,2079.0,6023
2225,11.8,2.0,3,2079.0,6023
2226,11.8,1.0,2,2079.0,6023
2227,6.9,2.0,3,6232.0,6921
2228,6.9,2.0,3,6232.0,6921
2229,6.9,1.0,2,6232.0,6921
2230,6.9,2.0,4,6232.0,7585
2231,6.9,1.0,3,6232.0,7585
2232,6.9,1.0,4,6232.0,7585
2233,6.9,2.0,4,6232.0,6921
2234,6.9,2.0,3,6232.0,6921
2235,6.9,3.0,3,6232.0,6921
2236,6.9,1.0,3,6232.0,6921
2237,6.9,1.0,4,6232.0,6921
2238,6.9,1.0,4,6232.0,6921
2239,6.9,2.0,3,6232.0,6921
2240,6.9,1.0,2,6232.0,6921
2241,6.9,2.0,4,6232.0,6921
2242,6.9,1.0,3,6232.0,6921
2243,6.9,1.0,2,6232.0,6921
2244,6.9,3.0,4,6232.0,6921
2245,6.9,0.0,3,6232.0,6921
2246,6.9,1.0,3,6232.0,6921
2247,6.9,2.0,4,6232.0,6921
2248,6.9,0.0,2,6232.0,6921
2249,6.9,1.0,1,6232.0,6921
2250,6.9,1.0,2,6232.0,7585
2251,6.9,3.0,4,6232.0,6921
2252,6.9,2.0,3,6232.0,6921
2253,6.9,1.0,2,6232.0,6921
2254,6.9,1.0,2,6232.0,6921
2255,6.9,1.0,4,6232.0,6921
2256,6.9,1.0,2,6232.0,6921
2257,6.9,0.0,3,6232.0,6921
2258,6.9,2.0,5,6232.0,6921
2259,6.9,3.0,5,6232.0,6921
2260,6.9,2.0,3,6232.0,6921
2261,6.9,1.0,4,6232.0,6921
2262,6.9,2.0,3,6232.0,6921
2263,6.9,1.0,2,6232.0,6921
2264,6.9,2.0,5,6232.0,7585
2265,6.9,1.0,3,6232.0,6921
2266,6.9,2.0,4,6232.0,6921
2267,6.9,1.0,1,6232.0,6921
2268,6.9,1.0,2,6232.0,6921
2269,6.9,1.0,3,6232.0,6921
2270,6.9,1.0,3,6232.0,6921
2271,6.9,1.0,2,6232.0,6921
2272,6.9,1.0,4,6232.0,6921
2273,6.9,1.0,3,6232.0,6921
2274,6.9,2.0,3,6232.0,6921
2275,6.9,3.0,3,6232.0,6921
2276,6.9,1.0,2,6232.0,6921
2277,6.9,2.0,4,6232.0,7585
2278,6.9,1.0,3,6232.0,6921
2279,6.9,1.0,1,6232.0,6921
2280,6.9,2.0,5,6232.0,6921
2281,6.9,1.0,2,6232.0,6921
2282,6.9,2.0,3,6232.0,6921
2283,6.9,1.0,3,6232.0,6921
2284,6.9,1.0,1,6232.0,6921
2285,6.9,2.0,2,6232.0,6921
2286,14.6,3.0,3,2555.0,8084
2287,14.6,2.0,3,2555.0,8084
2288,14.6,1.0,1,2555.0,8084
2289,14.6,2.0,3,2555.0,8084
2290,14.6,4.0,3,2555.0,8084
2291,14.6,2.0,3,2555.0,8084
2292,14.6,3.0,2,2555.0,8084
2293,14.6,1.0,4,2555.0,8084
2294,14.6,1.0,3,2555.0,8084
2295,14.6,4.0,4,2555.0,8084
2296,14.6,1.0,4,2555.0,8084
2297,14.6,1.0,3,2555.0,8084
2298,14.6,1.0,3,2555.0,8084
2299,14.6,1.0,4,2555.0,8084
2300,14.6,2.0,4,2555.0,8377
2301,14.6,3.0,3,2555.0,8084
2302,14.6,2.0,4,2555.0,8084
2303,14.6,2.0,3,2555.0,8084
2304,14.6,1.0,4,2555.0,8377
2305,14.6,1.0,2,2555.0,8084
2306,14.6,2.0,2,2555.0,8084
2307,14.6,1.0,3,2555.0,8084
2308,14.6,1.0,3,2555.0,8084
2309,14.6,2.0,3,2555.0,8084
2310,14.6,2.0,3,2555.0,8084
2311,14.6,1.0,3,2555.0,8084
2312,14.6,1.0,3,2555.0,8084
2313,14.6,2.0,2,2555.0,8084
2314,14.6,1.0,2,2555.0,8084
2315,14.6,2.0,4,2555.0,8084
2316,14.6,2.0,4,2555.0,8084
2317,14.6,1.0,1,2555.0,8084
2318,14.6,2.0,4,2555.0,8084
2319,8.4,2.0,3,5498.0,5500
2320,8.4,2.0,3,5498.0,5500
2321,8.4,2.0,3,5498.0,5500
2322,8.4,1.0,2,5498.0,5306
2323,8.4,2.0,4,5498.0,5500
2324,8.4,1.0,4,5498.0,5500
2325,8.4,1.0,3,5498.0,5500
2326,8.4,2.0,4,5498.0,5500
2327,8.4,1.0,3,5498.0,5500
2328,8.4,1.0,3,5498.0,5500
2329,8.4,1.0,1,5498.0,5500
2330,8.4,3.0,4,5498.0,5500
2331,8.4,3.0,3,5498.0,5500
2332,8.4,2.0,3,5498.0,5500
2333,8.4,1.0,2,5498.0,5500
2334,8.4,1.0,3,5498.0,5500
2335,8.4,0.0,3,5498.0,5500
2336,8.4,1.0,2,5498.0,5500
2337,8.4,1.0,3,5498.0,5500
2338,8.4,1.0,4,5498.0,5500
2339,8.4,0.0,3,5498.0,5500
2340,8.4,2.0,2,5498.0,5500
2341,8.4,2.0,3,5498.0,5500
2342,8.4,1.0,2,5498.0,5500
2343,8.4,1.0,4,5498.0,5500
2344,8.4,2.0,3,5498.0,5500
2345,8.4,1.0,2,5498.0,5500
2346,8.4,2.0,3,5498.0,5500
2347,8.4,1.0,4,5498.0,5500
2348,8.4,2.0,4,5498.0,5500
2349,8.4,1.0,4,5498.0,5306
2350,8.4,2.0,3,5498.0,5500
2351,8.4,2.0,4,5498.0,5500
2352,8.4,1.0,2,5498.0,5500
2353,8.4,2.0,3,5498.0,5500
2354,8.4,2.0,3,5498.0,5500
2355,8.4,1.0,2,5498.0,5500
2356,8.4,0.0,3,5498.0,5500
2357,8.4,2.0,3,5498.0,5500
2358,8.4,1.0,2,5498.0,5500
2359,8.4,1.0,2,5498.0,5500
2360,8.4,2.0,3,5498.0,5500
2361,8.4,0.0,2,5498.0,5500
2362,8.4,0.0,2,5498.0,5306
2363,8.4,3.0,4,5498.0,5500
2364,8.4,5.0,3,5498.0,5500
2365,8.4,2.0,4,5498.0,5500
2366,8.4,1.0,2,5498.0,5500
2367,8.4,1.0,3,5498.0,5500
2368,8.4,0.0,1,5498.0,5500
2369,8.4,2.0,2,5498.0,5500
2370,8.4,4.0,8,5498.0,5500
2371,8.4,2.0,3,5498.0,5500
2372,11.2,2.0,3,2291.0,6921
2373,11.2,2.0,4,2291.0,6921
2374,11.2,1.0,3,2291.0,7585
2375,11.2,1.0,2,2291.0,6921
2376,11.2,1.0,2,2291.0,6921
2377,11.2,1.0,3,2291.0,6921
2378,11.2,2.0,4,2291.0,6921
2379,11.2,1.0,3,2291.0,6921
2380,11.2,1.0,3,2291.0,7585
2381,11.2,1.0,2,2291.0,6921
2382,11.2,1.0,3,2291.0,6921
2383,11.2,2.0,3,2291.0,6921
2384,11.2,2.0,5,2291.0,6921
2385,11.2,2.0,4,2291.0,6921
2386,11.2,1.0,3,2291.0,6921
2387,11.2,3.0,4,2291.0,6921
2388,11.2,1.0,3,2291.0,6921
2389,2.3,4.0,4,6821.0,25184
2390,2.3,1.0,2,6821.0,25184
2391,2.3,1.0,2,6821.0,27509
2392,2.3,0.0,3,6821.0,27509
2393,2.3,1.0,2,6821.0,27509
2394,2.3,1.0,2,6821.0,27509
2395,2.3,1.0,2,6821.0,25184
2396,2.3,1.0,1,6821.0,25184
2397,2.3,2.0,2,6821.0,25184
2398,2.3,1.0,2,6821.0,25184
2399,2.3,1.0,2,6821.0,25184
2400,2.3,1.0,2,6821.0,25184
2401,2.3,1.0,3,6821.0,25184
2402,2.3,1.0,1,6821.0,25184
2403,2.3,1.0,2,6821.0,25184
2404,2.3,0.0,3,6821.0,25184
2405,2.3,1.0,2,6821.0,25184
2406,2.3,2.0,2,6821.0,25184
2407,2.3,1.0,1,6821.0,25184
2408,2.3,0.0,3,6821.0,25184
2409,2.3,0.0,2,6821.0,25184
2410,2.3,0.0,2,6821.0,25184
2411,2.3,2.0,2,6821.0,25184
2412,2.3,1.0,2,6821.0,25184
2413,2.3,1.0,2,6821.0,27509
2414,2.3,1.0,2,6821.0,25184
2415,2.3,2.0,2,6821.0,25184
2416,2.3,1.0,1,6821.0,25184
2417,2.3,1.0,1,6821.0,25184
2418,2.3,1.0,3,6821.0,25184
2419,2.3,1.0,2,6821.0,25184
2420,2.3,1.0,2,6821.0,25184
2421,2.3,1.0,2,6821.0,25184
2422,5.5,1.0,2,11364.0,11612
2423,5.5,1.0,3,11364.0,11612
2424,5.5,2.0,3,11364.0,11612
2425,5.5,1.0,4,11364.0,11612
2426,5.5,1.0,3,11364.0,11612
2427,5.5,2.0,6,11364.0,11612
2428,5.5,1.0,2,11364.0,11612
2429,5.5,2.0,2,11364.0,11612
2430,5.5,1.0,4,11364.0,11612
2431,5.5,3.0,2,11364.0,11612
2432,5.5,1.0,2,11364.0,11612
2433,5.5,3.0,3,11364.0,11612
2434,5.5,1.0,3,11364.0,11612
2435,5.5,2.0,2,11364.0,11612
2436,5.5,2.0,1,11364.0,11612
2437,5.5,1.0,2,11364.0,11612
2438,5.5,2.0,2,11364.0,11612
2439,5.5,0.0,1,11364.0,11612
2440,5.5,1.0,3,11364.0,11612
2441,5.5,2.0,3,11364.0,11612
2442,5.5,1.0,4,11364.0,11612
2443,5.5,1.0,1,11364.0,11612
2444,5.5,1.0,2,11364.0,11612
2445,5.5,3.0,5,11364.0,11612
2446,5.5,0.0,2,11364.0,11612
2447,5.5,0.0,3,11364.0,11612
2448,5.5,1.0,3,11364.0,11612
2449,5.5,1.0,3,11364.0,11612
2450,5.5,1.0,2,11364.0,11612
2451,5.5,1.0,2,11364.0,11612
2452,5.5,1.0,2,11364.0,11612
2453,5.5,2.0,3,11364.0,11612
2454,5.5,1.0,3,11364.0,11612
2455,5.5,2.0,3,11364.0,11612
2456,5.5,1.0,2,11364.0,11612
2457,5.5,1.0,2,11364.0,12872
2458,5.5,2.0,3,11364.0,12872
2459,5.5,3.0,2,11364.0,11612
2460,5.5,1.0,3,11364.0,11612
2461,5.5,1.0,1,11364.0,11612
2462,5.5,0.0,3,11364.0,11612
2463,5.5,2.0,2,11364.0,11612
2464,5.5,1.0,2,11364.0,11612
2465,5.5,2.0,3,11364.0,11612
2466,5.5,2.0,2,11364.0,11612
2467,5.5,2.0,3,11364.0,11612
2468,5.5,1.0,2,11364.0,11612
2469,5.5,1.0,2,11364.0,11612
2470,5.5,1.0,3,11364.0,11612
2471,5.5,2.0,2,11364.0,11612
2472,5.5,1.0,5,11364.0,11612
2473,5.5,1.0,3,11364.0,11612
2474,5.5,1.0,1,11364.0,11612
2475,5.5,1.0,4,11364.0,11612
2476,5.5,1.0,4,11364.0,11612
2477,5.5,2.0,5,11364.0,11612
2478,5.5,1.0,3,11364.0,11612
2479,5.5,1.0,2,11364.0,11612
2480,5.5,1.0,2,11364.0,11612
2481,5.5,3.0,4,11364.0,11612
2482,5.5,2.0,2,11364.0,11612
2483,5.5,1.0,2,11364.0,11612
2484,5.5,1.0,4,11364.0,11612
2485,5.5,3.0,3,11364.0,11612
2486,11.5,2.0,4,2651.0,10959
2487,11.5,1.0,2,2651.0,10959
2488,11.5,0.0,3,2651.0,10959
2489,11.5,2.0,4,2651.0,10959
2490,11.5,1.0,2,2651.0,10959
2491,11.5,1.0,4,2651.0,10959
2492,11.5,2.0,3,2651.0,11641
2493,11.5,4.0,5,2651.0,10959
2494,11.5,1.0,2,2651.0,10959
2495,11.5,2.0,3,2651.0,10959
2496,11.5,2.0,3,2651.0,10959
2497,11.5,2.0,3,2651.0,10959
2498,11.5,1.0,2,2651.0,11641
2499,11.5,2.0,4,2651.0,10959
2500,11.5,1.0,2,2651.0,10959
2501,11.5,3.0,3,2651.0,10959
2502,11.5,2.0,4,2651.0,10959
2503,11.5,2.0,5,2651.0,10959
2504,14.7,1.0,3,3692.0,8377
2505,14.7,2.0,4,3692.0,8084
2506,14.7,2.0,3,3692.0,8084
2507,14.7,2.0,5,3692.0,8377
2508,14.7,2.0,3,3692.0,8084
2509,14.7,1.0,4,3692.0,8084
2510,14.7,2.0,3,3692.0,8377
2511,14.7,6.0,6,3692.0,8377
2512,14.7,1.0,2,3692.0,8084
2513,14.7,2.0,3,3692.0,8377
2514,14.7,1.0,3,3692.0,8084
2515,14.7,2.0,3,3692.0,8084
2516,14.7,2.0,3,3692.0,8084
2517,14.7,2.0,4,3692.0,8084
2518,14.7,2.0,4,3692.0,8084
2519,14.7,1.0,2,3692.0,8084
2520,2.6,2.0,4,2309.0,25184
2521,2.6,1.0,2,2309.0,25184
2522,2.6,1.0,2,2309.0,25184
2523,2.6,0.0,2,2309.0,25184
2524,2.6,0.0,4,2309.0,25184
2525,2.6,1.0,1,2309.0,27509
2526,2.6,1.0,3,2309.0,25184
2527,2.6,2.0,3,2309.0,25184
2528,9.9,2.0,3,7485.0,10959
2529,9.9,4.0,3,7485.0,10959
2530,9.9,1.0,4,7485.0,10959
2531,9.9,1.0,3,7485.0,11641
2532,9.9,1.0,3,7485.0,11641
2533,9.9,2.0,4,7485.0,11641
2534,9.9,2.0,4,7485.0,11641
2535,9.9,2.0,3,7485.0,10959
2536,9.9,1.0,3,7485.0,10959
2537,9.9,1.0,2,7485.0,10959
2538,9.9,1.0,4,7485.0,10959
2539,9.9,1.0,3,7485.0,10959
2540,9.9,1.0,2,7485.0,10959
2541,9.9,1.0,2,7485.0,10959
2542,9.9,1.0,3,7485.0,10959
2543,9.9,2.0,2,7485.0,10959
2544,9.9,1.0,2,7485.0,10959
2545,9.9,1.0,3,7485.0,10959
2546,9.9,1.0,3,7485.0,10959
2547,9.9,2.0,5,7485.0,10959
2548,9.9,1.0,3,7485.0,10959
2549,9.9,2.0,3,7485.0,10959
2550,9.9,1.0,3,7485.0,10959
2551,9.9,1.0,4,7485.0,10959
2552,9.9,1.0,2,7485.0,10959
2553,9.9,1.0,2,7485.0,10959
2554,9.9,2.0,2,7485.0,10959
2555,9.9,2.0,3,7485.0,10959
2556,9.9,2.0,2,7485.0,10959
2557,9.9,2.0,3,7485.0,10959
2558,9.9,3.0,3,7485.0,10959
2559,9.9,3.0,3,7485.0,10959
2560,9.9,1.0,4,7485.0,10959
2561,9.9,1.0,3,7485.0,10959
2562,9.9,1.0,2,7485.0,10959
2563,9.9,2.0,3,7485.0,11641
2564,9.9,2.0,4,7485.0,11641
2565,9.9,1.0,3,7485.0,10959
2566,9.9,2.0,4,7485.0,10959
2567,9.9,1.0,2,7485.0,10959
2568,9.9,2.0,2,7485.0,10959
2569,9.9,1.0,2,7485.0,10959
2570,9.9,2.0,3,7485.0,10959
2571,9.9,1.0,2,7485.0,10959
2572,9.9,4.0,3,7485.0,10959
2573,9.9,1.0,3,7485.0,10959
2574,9.9,2.0,3,7485.0,11641
2575,9.9,2.0,4,7485.0,11641
2576,9.9,1.0,3,7485.0,11641
2577,9.9,2.0,4,7485.0,10959
2578,9.9,2.0,3,7485.0,10959
2579,9.9,2.0,3,7485.0,10959
2580,9.9,1.0,3,7485.0,10959
2581,9.9,1.0,2,7485.0,10959
2582,9.9,1.0,2,7485.0,10959
2583,9.9,1.0,3,7485.0,10959
2584,9.9,1.0,1,7485.0,10959
2585,9.9,2.0,3,7485.0,10959
2586,9.9,2.0,4,7485.0,10959
2587,9.9,2.0,3,7485.0,10959
2588,9.9,1.0,3,7485.0,10959
2589,3.8,1.0,3,8648.0,25184
2590,3.8,0.0,3,8648.0,25184
2591,3.8,2.0,3,8648.0,25184
2592,3.8,0.0,3,8648.0,25184
2593,3.8,3.0,4,8648.0,25184
2594,3.8,1.0,2,8648.0,25184
2595,3.8,1.0,4,8648.0,27509
2596,3.8,2.0,3,8648.0,27509
2597,3.8,0.0,2,8648.0,25184
2598,3.8,0.0,3,8648.0,25184
2599,3.8,2.0,2,8648.0,25184
2600,3.8,1.0,2,8648.0,25184
2601,3.8,2.0,3,8648.0,25184
2602,3.8,1.0,1,8648.0,25184
2603,3.8,1.0,2,8648.0,25184
2604,3.8,1.0,2,8648.0,25184
2605,3.8,1.0,2,8648.0,25184
2606,3.8,1.0,2,8648.0,25184
2607,3.8,1.0,2,8648.0,25184
2608,3.8,1.0,4,8648.0,25184
2609,3.8,1.0,2,8648.0,25184
2610,3.8,1.0,2,8648.0,25184
2611,3.8,2.0,3,8648.0,25184
2612,3.8,0.0,2,8648.0,25184
2613,3.8,2.0,2,8648.0,25184
2614,3.8,0.0,2,8648.0,25184
2615,3.8,2.0,2,8648.0,25184
2616,3.8,0.0,2,8648.0,25184
2617,3.8,0.0,2,8648.0,25184
2618,3.8,1.0,2,8648.0,25184
2619,3.8,1.0,3,8648.0,25184
2620,3.8,0.0,2,8648.0,25184
2621,3.8,2.0,5,8648.0,25184
2622,3.8,1.0,3,8648.0,25184
2623,3.8,0.0,3,8648.0,25184
2624,3.8,1.0,3,8648.0,25184
2625,3.8,0.0,2,8648.0,27509
2626,3.8,0.0,3,8648.0,25184
2627,3.8,1.0,2,8648.0,25184
2628,3.8,1.0,1,8648.0,25184
2629,3.8,1.0,2,8648.0,25184
2630,3.8,1.0,1,8648.0,25184
2631,3.8,1.0,2,8648.0,25184
2632,3.8,1.0,2,8648.0,25184
2633,3.8,1.0,2,8648.0,27509
2634,3.8,1.0,3,8648.0,27509
2635,3.8,1.0,1,8648.0,27509
2636,3.8,2.0,3,8648.0,25184
2637,3.8,2.0,3,8648.0,25184
2638,3.8,2.0,3,8648.0,25184
2639,3.8,1.0,3,8648.0,25184
2640,3.8,1.0,2,8648.0,25184
2641,3.8,1.0,1,8648.0,25184
2642,3.8,2.0,2,8648.0,25184
2643,3.8,0.0,3,8648.0,25184
2644,3.8,2.0,3,8648.0,25184
2645,4.5,1.0,1,7717.0,7852
2646,4.5,1.0,2,7717.0,7852
2647,4.5,1.0,2,7717.0,7852
2648,4.5,1.0,1,7717.0,7852
2649,4.5,1.0,1,7717.0,8842
2650,4.5,1.0,1,7717.0,8842
2651,4.5,2.0,3,7717.0,7852
2652,4.5,1.0,3,7717.0,7852
2653,4.5,1.0,3,7717.0,7852
2654,4.5,1.0,1,7717.0,7852
2655,4.5,1.0,3,7717.0,7852
2656,4.5,0.0,2,7717.0,7852
2657,4.5,0.0,2,7717.0,7852
2658,4.5,1.0,1,7717.0,7852
2659,4.5,1.0,2,7717.0,7852
2660,4.5,1.0,2,7717.0,7852
2661,4.5,2.0,2,7717.0,7852
2662,4.5,0.0,2,7717.0,7852
2663,4.5,1.0,3,7717.0,7852
2664,4.5,1.0,2,7717.0,7852
2665,4.5,2.0,2,7717.0,7852
2666,4.5,1.0,2,7717.0,8842
2667,4.5,1.0,2,7717.0,8842
2668,4.5,1.0,2,7717.0,8842
2669,4.5,0.0,2,7717.0,7852
2670,4.5,1.0,2,7717.0,7852
2671,4.5,3.0,3,7717.0,7852
2672,4.5,1.0,2,7717.0,7852
2673,4.5,1.0,3,7717.0,7852
2674,4.5,0.0,2,7717.0,7852
2675,4.5,2.0,3,7717.0,8842
2676,4.5,1.0,3,7717.0,8842
2677,4.5,0.0,2,7717.0,8842
2678,4.5,1.0,2,7717.0,7852
2679,4.5,1.0,2,7717.0,7852
2680,4.5,1.0,3,7717.0,7852
2681,4.5,2.0,3,7717.0,7852
2682,4.5,1.0,3,7717.0,7852
2683,4.5,1.0,3,7717.0,7852
2684,4.5,0.0,3,7717.0,7852
2685,8.8,2.0,3,14577.0,11612
2686,8.8,2.0,4,14577.0,11612
2687,8.8,0.0,3,14577.0,11612
2688,8.8,1.0,2,14577.0,12872
2689,8.8,3.0,2,14577.0,12872
2690,8.8,2.0,3,14577.0,11612
2691,8.8,1.0,3,14577.0,11612
2692,8.8,1.0,2,14577.0,11612
2693,8.8,2.0,2,14577.0,11612
2694,8.8,2.0,3,14577.0,11612
2695,8.8,2.0,3,14577.0,11612
2696,8.8,2.0,3,14577.0,11612
2697,8.8,2.0,4,14577.0,11612
2698,8.8,2.0,2,14577.0,11612
2699,8.8,2.0,3,14577.0,11612
2700,8.8,3.0,3,14577.0,11612
2701,8.8,1.0,2,14577.0,11612
2702,8.8,2.0,4,14577.0,11612
2703,8.8,1.0,2,14577.0,11612
2704,8.8,1.0,3,14577.0,11612
2705,8.8,3.0,2,14577.0,11612
2706,8.8,1.0,3,14577.0,11612
2707,8.8,1.0,2,14577.0,11612
2708,8.8,1.0,3,14577.0,11612
2709,8.8,1.0,2,14577.0,11612
2710,8.8,2.0,2,14577.0,11612
2711,8.8,1.0,3,14577.0,11612
2712,8.8,2.0,2,14577.0,11612
2713,8.8,1.0,3,14577.0,11612
2714,8.8,2.0,4,14577.0,12872
2715,8.8,1.0,2,14577.0,12872
2716,8.8,1.0,2,14577.0,12872
2717,8.8,2.0,2,14577.0,12872
2718,8.8,1.0,2,14577.0,12872
2719,8.8,2.0,3,14577.0,11612
2720,8.8,1.0,2,14577.0,11612
2721,8.8,1.0,3,14577.0,11612
2722,8.8,2.0,3,14577.0,11612
2723,8.8,1.0,2,14577.0,11612
2724,8.8,1.0,2,14577.0,11612
2725,8.8,7.0,4,14577.0,11612
2726,8.8,2.0,3,14577.0,11612
2727,8.8,1.0,1,14577.0,11612
2728,8.8,3.0,2,14577.0,11612
2729,8.8,1.0,2,14577.0,12872
2730,8.8,1.0,2,14577.0,12872
2731,8.8,2.0,3,14577.0,12872
2732,8.8,2.0,3,14577.0,11612
2733,8.8,1.0,2,14577.0,11612
2734,8.8,1.0,2,14577.0,11612
2735,8.8,1.0,2,14577.0,11612
2736,8.8,2.0,4,14577.0,11612
2737,8.8,0.0,3,14577.0,11612
2738,8.8,1.0,4,14577.0,11612
2739,8.8,1.0,4,14577.0,11612
2740,8.8,1.0,4,14577.0,11612
2741,8.8,2.0,4,14577.0,11612
2742,8.8,1.0,3,14577.0,11612
2743,8.8,1.0,2,14577.0,11612
2744,8.8,2.0,3,14577.0,11612
2745,8.8,2.0,4,14577.0,11612
2746,8.8,2.0,3,14577.0,11612
2747,8.8,1.0,3,14577.0,11612
