,CouncilArea,Population Density,Rooms,Type,Price,Distance,Car,Landsize,Propertycount,Yearly Incidents Recorded
2088,Boroondara,3012.6,3,h,1222000.0,9.2,1.0,215.0,10412.0,6023
2089,Boroondara,3012.6,4,h,1550000.0,9.2,2.0,662.0,10412.0,6023
2090,Boroondara,3012.6,3,h,1660000.0,9.2,2.0,297.0,10412.0,6023
2091,Boroondara,3012.6,6,h,2250000.0,9.2,2.0,650.0,10412.0,6023
2092,Boroondara,3012.6,3,u,1162000.0,9.2,2.0,281.0,10412.0,6023
2093,Boroondara,3012.6,4,h,2020000.0,9.2,2.0,630.0,10412.0,6023
2094,Boroondara,3012.6,2,h,845000.0,9.2,0.0,207.0,10412.0,6023
2095,Boroondara,3012.6,3,h,1510000.0,9.2,2.0,370.0,10412.0,6023
2096,Boroondara,3012.6,4,h,2010000.0,9.2,2.0,659.0,10412.0,6023
2097,Boroondara,3012.6,4,h,2975000.0,9.2,4.0,0.0,10412.0,6023
2098,Boroondara,3012.6,2,u,585000.0,9.2,1.0,0.0,10412.0,6023
2099,Boroondara,3012.6,3,h,1275000.0,9.2,2.0,669.0,10412.0,6023
2100,Boroondara,3012.6,1,u,452000.0,9.2,1.0,63.0,10412.0,6023
2101,Boroondara,3012.6,3,t,1625000.0,9.2,2.0,365.0,10412.0,6023
2102,Boroondara,3012.6,4,h,1800000.0,9.2,2.0,743.0,10412.0,6023
2103,Boroondara,3012.6,3,h,1820000.0,9.2,3.0,650.0,10412.0,6023
2104,Boroondara,3012.6,1,u,291000.0,9.2,1.0,1097.0,10412.0,6023
2105,Boroondara,3012.6,2,u,710000.0,9.2,2.0,123.0,10412.0,6023
2106,Boroondara,3012.6,4,h,2376000.0,9.2,2.0,652.0,10412.0,6023
2107,Boroondara,3012.6,2,h,1020000.0,9.2,0.0,251.0,10412.0,6023
2108,Boroondara,3012.6,3,h,1456000.0,9.2,2.0,504.0,10412.0,6023
2109,Boroondara,3012.6,3,h,1875000.0,9.2,3.0,607.0,10412.0,6023
2110,Boroondara,3012.6,3,h,1430000.0,9.2,2.0,385.0,10412.0,6023
2111,Boroondara,3012.6,6,h,2300000.0,9.2,2.0,0.0,10412.0,6023
2112,Boroondara,3012.6,1,t,345000.0,9.2,1.0,745.0,10412.0,6023
2113,Boroondara,3012.6,5,h,2000000.0,9.2,1.0,696.0,10412.0,6023
2114,Boroondara,3012.6,4,h,1550000.0,9.2,0.0,769.0,10412.0,6023
2115,Boroondara,3012.6,3,h,1625000.0,9.2,4.0,1005.0,10412.0,6023
2116,Boroondara,3012.6,2,u,480000.0,9.2,1.0,0.0,10412.0,6023
2117,Boroondara,3012.6,2,t,585000.0,9.2,1.0,84.0,10412.0,6023
2118,Boroondara,3012.6,5,h,1960000.0,9.2,2.0,650.0,10412.0,6023
2119,Boroondara,3012.6,4,h,1700000.0,9.2,1.0,650.0,10412.0,6023
2120,Boroondara,3012.6,2,u,680000.0,9.2,1.0,0.0,10412.0,6023
2121,Boroondara,3012.6,3,t,1220000.0,9.2,2.0,278.0,10412.0,6023
2122,Boroondara,3012.6,3,h,1375000.0,9.2,2.0,328.0,10412.0,6023
2123,Boroondara,3012.6,2,h,920000.0,9.2,2.0,334.0,10412.0,6023
2124,Boroondara,3012.6,2,u,382000.0,9.2,1.0,1069.0,10412.0,6023
2125,Boroondara,3012.6,2,u,545000.0,9.2,0.0,0.0,10412.0,6023
2126,Boroondara,3012.6,4,t,1350000.0,9.2,2.0,342.0,10412.0,6023
2127,Boroondara,3012.6,2,h,1280000.0,9.2,1.0,412.0,10412.0,6023
2128,Boroondara,3012.6,3,h,1825000.0,9.2,2.0,652.0,10412.0,6023
2129,Boroondara,3012.6,5,h,2825000.0,9.2,4.0,802.0,10412.0,6023
2130,Boroondara,3012.6,3,h,2825000.0,9.2,4.0,885.0,10412.0,6023
2131,Boroondara,3012.6,4,h,1825000.0,9.2,2.0,366.0,10412.0,6023
2132,Boroondara,3012.6,1,u,328000.0,9.2,0.0,0.0,10412.0,6793
2133,Boroondara,3012.6,4,h,2016000.0,9.2,3.0,733.0,10412.0,6793
2134,Boroondara,3012.6,5,h,3085000.0,9.2,3.0,778.0,10412.0,6793
2135,Boroondara,3012.6,3,h,1710000.0,9.2,3.0,557.0,10412.0,6793
2136,Boroondara,3012.6,3,h,1770000.0,9.2,3.0,603.0,10412.0,6793
2137,Boroondara,3012.6,3,h,1765000.0,9.2,2.0,650.0,10412.0,6793
2138,Boroondara,3012.6,2,u,511000.0,9.2,1.0,0.0,10412.0,6023
2139,Boroondara,3012.6,3,h,2000000.0,9.2,2.0,821.0,10412.0,6023
2140,Boroondara,3012.6,2,h,1600000.0,9.2,2.0,718.0,10412.0,6023
2141,Boroondara,3012.6,3,h,1880000.0,9.2,2.0,668.0,10412.0,6023
2142,Boroondara,3012.6,5,h,2352500.0,9.2,2.0,642.0,10412.0,6023
2143,Boroondara,3012.6,5,h,3860000.0,9.2,2.0,830.0,10412.0,6023
2144,Boroondara,3012.6,4,h,2625000.0,9.2,2.0,840.0,10412.0,6023
2145,Boroondara,3012.6,2,u,856500.0,9.2,1.0,0.0,10412.0,6023
2146,Boroondara,3012.6,5,h,1650000.0,9.2,2.0,400.0,10412.0,6023
2147,Boroondara,3012.6,2,t,600000.0,9.2,1.0,0.0,10412.0,6023
2148,Boroondara,3012.6,2,u,690000.0,9.2,2.0,166.0,10412.0,6023
2149,Boroondara,3012.6,3,t,1200000.0,9.2,2.0,541.0,10412.0,6023
2150,Boroondara,3012.6,4,h,3010000.0,9.2,2.0,677.0,10412.0,6023
2151,Boroondara,3012.6,2,u,785000.0,9.2,1.0,0.0,10412.0,6023
2152,Boroondara,3012.6,4,h,1950000.0,9.2,2.0,775.0,10412.0,6793
2153,Boroondara,3012.6,3,h,2200000.0,9.2,2.0,700.0,10412.0,6793
2154,Boroondara,3012.6,3,h,1751000.0,9.2,3.0,609.0,10412.0,6793
2155,Boroondara,3012.6,4,h,1857000.0,9.2,3.0,548.0,10412.0,6793
2156,Boroondara,3012.6,1,u,375000.0,9.2,1.0,602.0,10412.0,6793
2157,Boroondara,3012.6,2,u,720000.0,9.2,2.0,0.0,10412.0,6793
2158,Boroondara,3012.6,3,h,1500000.0,9.2,3.0,401.0,10412.0,6793
2159,Boroondara,3012.6,4,h,2725000.0,9.2,2.0,603.0,10412.0,6793
2160,Boroondara,3012.6,2,h,1723000.0,9.2,1.0,553.0,10412.0,6023
2161,Boroondara,3012.6,2,u,529500.0,9.2,1.0,0.0,10412.0,6023
2162,Boroondara,3012.6,3,h,2800000.0,9.2,2.0,762.0,10412.0,6023
2163,Boroondara,3012.6,3,h,1665000.0,9.2,2.0,685.0,10412.0,6023
2164,Boroondara,3012.6,2,u,600000.0,9.2,1.0,0.0,10412.0,6023
2165,Boroondara,3012.6,3,h,1420000.0,9.2,2.0,615.0,10412.0,6023
2166,Boroondara,3012.6,3,h,1550000.0,9.2,2.0,307.0,10412.0,6023
2167,Boroondara,3012.6,1,u,420000.0,9.2,1.0,805.0,10412.0,6023
2168,Boroondara,3012.6,4,h,1920000.0,9.2,2.0,706.0,10412.0,6023
2169,Boroondara,3012.6,5,h,2100000.0,9.2,2.0,696.0,10412.0,6023
2170,Boroondara,3012.6,5,h,2410000.0,9.2,2.0,654.0,10412.0,6023
2171,Boroondara,3012.6,4,h,2100000.0,9.2,2.0,645.0,10412.0,6023
2172,Boroondara,3012.6,4,h,2950000.0,9.2,2.0,1485.0,10412.0,6023
2173,Boroondara,3012.6,2,u,390000.0,9.2,1.0,0.0,10412.0,6023
2174,Boroondara,3012.6,5,h,3365000.0,9.2,2.0,1339.0,10412.0,6023
2175,Boroondara,3012.6,4,h,1390000.0,9.2,3.0,397.0,10412.0,6023
2176,Boroondara,3012.6,4,h,1802000.0,9.2,2.0,394.0,10412.0,6023
2177,Boroondara,3012.6,3,h,1310000.0,9.2,2.0,464.0,10412.0,6023
2178,Boroondara,3012.6,3,h,1931000.0,9.2,2.0,648.0,10412.0,6023
2179,Boroondara,3012.6,4,h,2000000.0,9.2,4.0,401.0,10412.0,6023
2180,Boroondara,3012.6,2,h,1250000.0,9.2,2.0,438.0,10412.0,6023
2181,Boroondara,3012.6,5,h,2400000.0,9.2,2.0,709.0,10412.0,6023
2182,Boroondara,3012.6,2,u,460000.0,9.2,1.0,0.0,10412.0,6023
2183,Boroondara,3012.6,4,h,1650000.0,4.6,2.0,317.0,11308.0,6023
2184,Boroondara,3012.6,3,h,5100000.0,4.6,3.0,1038.0,11308.0,6023
2185,Boroondara,3012.6,4,h,2670000.0,4.6,1.0,336.0,11308.0,6023
2186,Boroondara,3012.6,3,h,1480000.0,4.6,0.0,228.0,11308.0,6023
2187,Boroondara,3012.6,1,u,348000.0,4.6,1.0,0.0,11308.0,6023
2188,Boroondara,3012.6,1,u,320000.0,4.6,0.0,0.0,11308.0,6023
2189,Boroondara,3012.6,3,u,1189000.0,4.6,1.0,181.0,11308.0,6023
2190,Boroondara,3012.6,2,u,610000.0,4.6,1.0,85.0,11308.0,6793
2191,Boroondara,3012.6,2,u,575000.0,4.6,1.0,0.0,11308.0,6793
2192,Boroondara,3012.6,2,u,600000.0,4.6,1.0,0.0,11308.0,6793
2193,Boroondara,3012.6,1,u,492000.0,4.6,1.0,0.0,11308.0,6793
2194,Boroondara,3012.6,2,u,891000.0,4.6,1.0,1585.0,11308.0,6023
2195,Boroondara,3012.6,2,u,806000.0,4.6,1.0,0.0,11308.0,6023
2196,Boroondara,3012.6,2,h,1155000.0,4.6,2.0,235.0,11308.0,6023
2197,Boroondara,3012.6,3,h,2000000.0,4.6,1.0,460.0,11308.0,6023
2198,Boroondara,3012.6,2,u,500000.0,4.6,1.0,0.0,11308.0,6023
2199,Boroondara,3012.6,2,u,753000.0,4.6,2.0,0.0,11308.0,6023
2200,Boroondara,3012.6,1,u,330000.0,4.6,1.0,0.0,11308.0,6023
2201,Boroondara,3012.6,3,h,1420000.0,4.6,0.0,218.0,11308.0,6023
2202,Boroondara,3012.6,3,u,956000.0,4.6,2.0,189.0,11308.0,6023
2203,Boroondara,3012.6,2,u,418000.0,4.6,0.0,1056.0,11308.0,6023
2204,Boroondara,3012.6,2,u,495000.0,4.6,1.0,0.0,11308.0,6023
2205,Boroondara,3012.6,2,u,525000.0,4.6,1.0,0.0,11308.0,6023
2206,Boroondara,3012.6,1,u,292000.0,4.6,0.0,0.0,11308.0,6023
2207,Boroondara,3012.6,2,u,430000.0,4.6,1.0,1997.0,11308.0,6023
2208,Boroondara,3012.6,1,u,365000.0,4.6,1.0,0.0,11308.0,6023
2209,Boroondara,3012.6,2,u,580000.0,4.6,1.0,1089.0,11308.0,6023
2210,Boroondara,3012.6,3,h,1300000.0,4.6,1.0,341.0,11308.0,6023
2211,Boroondara,3012.6,3,h,1300000.0,4.6,0.0,232.0,11308.0,6023
2212,Boroondara,3012.6,2,u,575000.0,4.6,1.0,0.0,11308.0,6023
2213,Boroondara,3012.6,1,u,335000.0,4.6,1.0,3132.0,11308.0,6023
2214,Boroondara,3012.6,2,u,440000.0,4.6,1.0,0.0,11308.0,6023
2215,Boroondara,3012.6,3,u,1000000.0,4.6,2.0,0.0,11308.0,6023
2216,Boroondara,3012.6,4,h,2610000.0,4.6,7.0,0.0,11308.0,6023
2217,Boroondara,3012.6,3,h,1741000.0,4.6,1.0,383.0,11308.0,6023
2218,Boroondara,3012.6,3,h,2325000.0,4.6,1.0,373.0,11308.0,6023
2219,Boroondara,3012.6,2,u,545000.0,4.6,1.0,0.0,11308.0,6023
2220,Boroondara,3012.6,2,u,655000.0,4.6,1.0,0.0,11308.0,6023
2221,Boroondara,3012.6,2,h,2920000.0,4.6,3.0,791.0,11308.0,6023
2222,Boroondara,3012.6,1,u,488000.0,4.6,1.0,0.0,11308.0,6023
2223,Boroondara,3012.6,3,h,1510000.0,4.6,2.0,264.0,11308.0,6023
2224,Boroondara,3012.6,1,u,450000.0,4.6,1.0,0.0,11308.0,6793
2225,Boroondara,3012.6,3,h,2065000.0,4.6,1.0,351.0,11308.0,6023
2226,Boroondara,3012.6,1,u,350000.0,4.6,1.0,0.0,11308.0,6023
2227,Boroondara,3012.6,2,u,645000.0,4.6,1.0,0.0,11308.0,6023
2228,Boroondara,3012.6,3,t,1400000.0,4.6,2.0,299.0,11308.0,6023
2229,Boroondara,3012.6,3,h,1712000.0,4.6,1.0,342.0,11308.0,6023
2230,Boroondara,3012.6,2,u,520000.0,4.6,1.0,0.0,11308.0,6023
2231,Boroondara,3012.6,1,u,480000.0,4.6,1.0,0.0,11308.0,6023
2232,Boroondara,3012.6,2,u,630000.0,4.6,1.0,71.0,11308.0,6023
2233,Boroondara,3012.6,4,h,3225000.0,4.6,2.0,665.0,11308.0,6023
2234,Boroondara,3012.6,2,u,517000.0,4.6,1.0,0.0,11308.0,6023
2235,Boroondara,3012.6,1,u,320000.0,4.6,1.0,0.0,11308.0,6023
2236,Boroondara,3012.6,2,h,1828500.0,4.6,0.0,243.0,11308.0,6023
2237,Boroondara,3012.6,1,u,400000.0,4.6,1.0,0.0,11308.0,6023
2238,Boroondara,3012.6,4,u,1650000.0,4.6,3.0,207.0,11308.0,6023
2239,Boroondara,3012.6,5,h,3950000.0,4.6,3.0,1236.0,11308.0,6023
2240,Boroondara,3012.6,2,u,587500.0,4.6,1.0,1099.0,11308.0,6023
2241,Boroondara,3012.6,2,u,560000.0,4.6,1.0,0.0,11308.0,6023
2242,Boroondara,3012.6,4,h,1936000.0,4.6,1.0,218.0,11308.0,6023
2243,Boroondara,3012.6,5,h,4250000.0,4.6,3.0,1275.0,11308.0,6023
2244,Boroondara,3012.6,5,h,3500000.0,4.6,3.0,740.0,11308.0,6023
2245,Boroondara,3012.6,2,u,487500.0,4.6,1.0,0.0,11308.0,6023
2246,Boroondara,3012.6,3,u,630000.0,4.6,1.0,0.0,11308.0,6793
2247,Boroondara,3012.6,3,h,1560000.0,4.6,0.0,198.0,11308.0,6793
2248,Boroondara,3012.6,2,h,2265000.0,4.6,1.0,460.0,11308.0,6793
2249,Boroondara,3012.6,3,u,840000.0,4.6,2.0,0.0,11308.0,6793
2250,Boroondara,3012.6,3,h,1780000.0,4.6,2.0,88.0,11308.0,6793
2251,Boroondara,3012.6,2,u,605000.0,4.6,1.0,0.0,11308.0,6793
2252,Boroondara,3012.6,2,u,535000.0,4.6,1.0,1228.0,11308.0,6023
2253,Boroondara,3012.6,2,u,815000.0,4.6,1.0,0.0,11308.0,6023
2254,Boroondara,3012.6,3,u,1975000.0,4.6,1.0,0.0,11308.0,6023
2255,Boroondara,3012.6,2,u,445000.0,4.6,1.0,0.0,11308.0,6023
2256,Boroondara,3012.6,2,u,663000.0,4.6,1.0,0.0,11308.0,6023
2257,Boroondara,3012.6,2,u,657500.0,4.6,1.0,728.0,11308.0,6023
2258,Boroondara,3012.6,4,h,5050000.0,4.6,2.0,905.0,11308.0,6023
2259,Boroondara,3012.6,1,u,445000.0,4.6,1.0,0.0,11308.0,6023
2260,Boroondara,3012.6,2,u,750000.0,4.6,1.0,747.0,11308.0,6023
2261,Boroondara,3012.6,3,h,1180000.0,4.6,3.0,218.0,11308.0,6023
2262,Boroondara,3012.6,2,u,470000.0,4.6,1.0,0.0,11308.0,6023
2263,Boroondara,3012.6,2,u,485000.0,4.6,1.0,0.0,11308.0,6023
2264,Boroondara,3012.6,1,u,290000.0,4.6,1.0,1568.0,11308.0,6023
2265,Boroondara,3012.6,4,h,1800000.0,4.6,4.0,601.0,11308.0,6023
2266,Boroondara,3012.6,2,u,805000.0,4.6,1.0,0.0,11308.0,6023
2267,Boroondara,3012.6,3,h,1855000.0,4.6,1.0,304.0,11308.0,6023
2268,Boroondara,3012.6,3,h,1377000.0,4.6,2.0,314.0,11308.0,6023
2269,Boroondara,3012.6,2,u,665000.0,4.6,3.0,0.0,11308.0,6023
2270,Boroondara,3012.6,2,u,751000.0,4.6,1.0,711.0,11308.0,6023
2271,Boroondara,3012.6,3,h,1551000.0,4.6,1.0,199.0,11308.0,6023
2272,Boroondara,3012.6,1,u,415000.0,4.6,1.0,0.0,11308.0,6023
2273,Boroondara,3012.6,2,u,743000.0,4.6,2.0,0.0,11308.0,6023
2274,Boroondara,3012.6,2,h,1535000.0,4.6,0.0,243.0,11308.0,6793
2275,Boroondara,3012.6,2,u,612500.0,4.6,1.0,859.0,11308.0,6793
2276,Boroondara,3012.6,3,h,2410000.0,4.6,0.0,249.0,11308.0,6793
2277,Boroondara,3012.6,2,u,690000.0,4.6,1.0,82.0,11308.0,6793
2278,Boroondara,3012.6,2,u,695000.0,4.6,1.0,3194.0,11308.0,6023
2279,Boroondara,3012.6,2,u,715000.0,4.6,1.0,0.0,11308.0,6023
2280,Boroondara,3012.6,3,h,2375000.0,4.6,2.0,472.0,11308.0,6023
2281,Boroondara,3012.6,3,h,1980000.0,4.6,1.0,151.0,11308.0,6023
2282,Boroondara,3012.6,2,t,1055000.0,4.6,1.0,191.0,11308.0,6023
2283,Boroondara,3012.6,4,h,1976000.0,4.6,2.0,410.0,11308.0,6023
2284,Boroondara,3012.6,1,u,382000.0,4.6,1.0,0.0,11308.0,6023
2285,Boroondara,3012.6,1,u,499000.0,4.6,1.0,0.0,11308.0,6023
2286,Boroondara,3012.6,2,u,495000.0,4.6,1.0,0.0,11308.0,6023
2287,Boroondara,3012.6,5,h,3750000.0,4.6,2.0,827.0,11308.0,6023
2288,Boroondara,3012.6,3,h,1400000.0,4.6,1.0,164.0,11308.0,6023
2289,Boroondara,3012.6,1,u,370000.0,4.6,1.0,0.0,11308.0,6023
2290,Boroondara,3012.6,2,u,627500.0,4.6,2.0,0.0,11308.0,6023
2291,Boroondara,3012.6,2,u,710000.0,4.6,1.0,0.0,11308.0,6023
2292,Boroondara,3012.6,1,u,485000.0,4.6,1.0,0.0,11308.0,6023
2293,Boroondara,3012.6,1,u,310000.0,4.6,1.0,0.0,11308.0,6023
2294,Boroondara,3012.6,3,h,3120000.0,4.6,4.0,677.0,11308.0,6023
2295,Boroondara,3012.6,2,u,450000.0,4.6,1.0,0.0,11308.0,6023
2296,Boroondara,3012.6,3,h,2160000.0,4.6,2.0,387.0,11308.0,6023
2297,Boroondara,3012.6,3,h,1635000.0,5.6,2.0,396.0,10331.0,6023
2298,Boroondara,3012.6,2,h,4800000.0,5.6,1.0,697.0,10331.0,6023
2299,Boroondara,3012.6,2,u,562500.0,5.6,1.0,0.0,10331.0,6023
2300,Boroondara,3012.6,2,u,520000.0,5.6,1.0,0.0,10331.0,6023
2301,Boroondara,3012.6,5,h,4350000.0,5.6,2.0,853.0,10331.0,6023
2302,Boroondara,3012.6,3,h,1528500.0,5.6,1.0,375.0,10331.0,6793
2303,Boroondara,3012.6,2,u,630000.0,5.6,2.0,91.0,10331.0,6793
2304,Boroondara,3012.6,4,h,1690000.0,5.6,1.0,358.0,10331.0,6793
2305,Boroondara,3012.6,2,u,610000.0,5.6,1.0,745.0,10331.0,6793
2306,Boroondara,3012.6,3,h,1490000.0,5.6,2.0,597.0,10331.0,6793
2307,Boroondara,3012.6,2,u,588000.0,5.6,1.0,0.0,10331.0,6023
2308,Boroondara,3012.6,3,u,882000.0,5.6,2.0,0.0,10331.0,6023
2309,Boroondara,3012.6,2,u,831000.0,5.6,1.0,0.0,10331.0,6023
2310,Boroondara,3012.6,4,h,2130000.0,5.6,2.0,649.0,10331.0,6023
2311,Boroondara,3012.6,2,u,650000.0,5.6,1.0,0.0,10331.0,6023
2312,Boroondara,3012.6,2,u,599000.0,5.6,1.0,0.0,10331.0,6023
2313,Boroondara,3012.6,2,u,820000.0,5.6,2.0,0.0,10331.0,6023
2314,Boroondara,3012.6,4,h,2200000.0,5.6,2.0,735.0,10331.0,6023
2315,Boroondara,3012.6,4,h,3550000.0,5.6,4.0,992.0,10331.0,6023
2316,Boroondara,3012.6,2,h,1326000.0,5.6,2.0,405.0,10331.0,6023
2317,Boroondara,3012.6,2,u,610000.0,5.6,1.0,0.0,10331.0,6023
2318,Boroondara,3012.6,4,h,1950000.0,5.6,2.0,400.0,10331.0,6023
2319,Boroondara,3012.6,3,h,1875000.0,5.6,2.0,426.0,10331.0,6023
2320,Boroondara,3012.6,5,h,2850000.0,5.6,2.0,815.0,10331.0,6023
2321,Boroondara,3012.6,4,h,2550000.0,5.6,2.0,603.0,10331.0,6023
2322,Boroondara,3012.6,3,h,1878000.0,5.6,1.0,392.0,10331.0,6023
2323,Boroondara,3012.6,4,h,1910000.0,5.6,2.0,277.0,10331.0,6023
2324,Boroondara,3012.6,3,h,1410000.0,5.6,2.0,304.0,10331.0,6023
2325,Boroondara,3012.6,2,u,515000.0,5.6,1.0,743.0,10331.0,6023
2326,Boroondara,3012.6,3,h,2310000.0,5.6,2.0,782.0,10331.0,6023
2327,Boroondara,3012.6,2,h,890000.0,5.6,1.0,0.0,10331.0,6023
2328,Boroondara,3012.6,3,h,1668000.0,5.6,2.0,289.0,10331.0,6793
2329,Boroondara,3012.6,4,h,2315000.0,5.6,0.0,364.0,10331.0,6793
2330,Boroondara,3012.6,3,t,800000.0,5.6,2.0,848.0,10331.0,6023
2331,Boroondara,3012.6,2,h,1950000.0,5.6,4.0,596.0,10331.0,6023
2332,Boroondara,3012.6,5,h,4850000.0,5.6,4.0,957.0,10331.0,6023
2333,Boroondara,3012.6,3,h,2770000.0,5.6,4.0,1197.0,10331.0,6023
2334,Boroondara,3012.6,6,h,6500000.0,5.6,3.0,1334.0,10331.0,6023
2335,Boroondara,3012.6,2,u,580000.0,5.6,1.0,0.0,10331.0,6023
2336,Boroondara,3012.6,2,u,525000.0,5.6,1.0,0.0,10331.0,6023
2337,Boroondara,3012.6,3,h,1905000.0,5.6,2.0,591.0,10331.0,6023
2338,Boroondara,3012.6,2,u,478000.0,5.6,1.0,0.0,10331.0,6023
2339,Boroondara,3012.6,2,u,672000.0,5.6,1.0,0.0,10331.0,6023
2340,Boroondara,3012.6,4,h,2286000.0,5.6,2.0,712.0,10331.0,6023
2341,Boroondara,3012.6,3,h,1575000.0,5.6,2.0,397.0,10331.0,6023
2342,Boroondara,3012.6,2,u,590000.0,5.6,1.0,0.0,10331.0,6023
2343,Boroondara,3012.6,2,u,765000.0,5.6,2.0,0.0,10331.0,6023
2344,Boroondara,3012.6,2,h,1507000.0,5.6,2.0,667.0,10331.0,6023
2345,Boroondara,3012.6,3,h,972500.0,5.6,2.0,0.0,10331.0,6023
2346,Boroondara,3012.6,2,t,672000.0,5.6,1.0,0.0,10331.0,6023
2347,Boroondara,3012.6,4,h,2350000.0,5.6,2.0,861.0,10331.0,6023
2348,Boroondara,3012.6,4,h,1312000.0,5.6,1.0,687.0,10331.0,6023
2349,Boroondara,3012.6,2,u,890000.0,5.6,1.0,89.0,10331.0,6023
2350,Boroondara,3012.6,4,h,2117000.0,5.6,2.0,520.0,10331.0,6023
2351,Boroondara,3012.6,2,h,1331000.0,5.6,1.0,424.0,10331.0,6023
2352,Boroondara,3012.6,4,h,1800000.0,5.6,2.0,586.0,10331.0,6023
2353,Boroondara,3012.6,4,h,2513000.0,5.6,2.0,832.0,10331.0,6023
2354,Boroondara,3012.6,3,h,1476000.0,5.6,2.0,288.0,10331.0,6793
2355,Boroondara,3012.6,4,h,2590000.0,5.6,2.0,660.0,10331.0,6793
2356,Boroondara,3012.6,4,h,2625000.0,5.6,2.0,717.0,10331.0,6793
2357,Boroondara,3012.6,4,h,2265000.0,5.6,1.0,650.0,10331.0,6793
2358,Boroondara,3012.6,5,h,1975000.0,5.6,1.0,531.0,10331.0,6023
2359,Boroondara,3012.6,4,h,2075000.0,5.6,2.0,764.0,10331.0,6023
2360,Boroondara,3012.6,5,h,2550000.0,5.6,2.0,597.0,10331.0,6023
2361,Boroondara,3012.6,4,h,2240000.0,5.6,2.0,820.0,10331.0,6023
2362,Boroondara,3012.6,2,h,1275000.0,5.6,0.0,381.0,10331.0,6023
2363,Boroondara,3012.6,3,t,1330000.0,5.6,2.0,205.0,10331.0,6023
2364,Boroondara,3012.6,3,u,720000.0,5.6,1.0,0.0,10331.0,6023
2365,Boroondara,3012.6,3,h,1450000.0,5.6,2.0,247.0,10331.0,6023
2366,Boroondara,3012.6,3,h,3650000.0,5.6,3.0,1353.0,10331.0,6023
2367,Boroondara,3012.6,2,u,551000.0,5.6,2.0,0.0,10331.0,6023
2368,Boroondara,3012.6,4,h,2800000.0,5.6,0.0,919.0,10331.0,6023
2369,Boroondara,3012.6,2,u,557000.0,5.6,1.0,0.0,10331.0,6023
2370,Boroondara,3012.6,3,h,1410000.0,5.6,1.0,519.0,10331.0,6023
2371,Boroondara,3012.6,4,t,1000000.0,5.6,2.0,317.0,10331.0,6023
2372,Boroondara,3012.6,4,h,2450000.0,5.6,2.0,1012.0,10331.0,6023
2373,Boroondara,3012.6,4,h,2460000.0,5.6,2.0,737.0,10331.0,6023
2374,Boroondara,3012.6,4,h,2850000.0,5.6,4.0,690.0,10331.0,6793
2375,Boroondara,3012.6,5,h,2425000.0,5.6,2.0,534.0,10331.0,6793
2376,Boroondara,3012.6,2,u,610000.0,5.6,1.0,745.0,10331.0,6793
2377,Boroondara,3012.6,3,u,955000.0,5.6,2.0,140.0,10331.0,6793
2378,Boroondara,3012.6,2,t,707500.0,5.6,1.0,124.0,10331.0,6023
2379,Boroondara,3012.6,3,h,1410000.0,5.6,1.0,442.0,10331.0,6023
2380,Boroondara,3012.6,3,t,732000.0,5.6,1.0,904.0,10331.0,6023
2381,Boroondara,3012.6,2,h,2875000.0,5.6,1.0,1065.0,10331.0,6023
2382,Boroondara,3012.6,3,h,1565000.0,5.6,1.0,535.0,10331.0,6023
2383,Boroondara,3012.6,2,u,480000.0,5.6,1.0,0.0,10331.0,6023
2384,Boroondara,3012.6,4,h,1725000.0,5.6,3.0,709.0,10331.0,6023
2385,Boroondara,3012.6,3,h,1500000.0,5.6,2.0,857.0,10331.0,6023
2386,Boroondara,3012.6,4,h,1750000.0,5.6,2.0,641.0,10331.0,6023
2387,Boroondara,3012.6,3,u,1100000.0,5.6,1.0,0.0,10331.0,6023
2388,Boroondara,3012.6,3,h,1290000.0,5.6,0.0,321.0,10331.0,6023
2389,Boroondara,3012.6,3,h,1440000.0,5.6,1.0,298.0,10331.0,6023
2390,Boroondara,3012.6,4,h,2560000.0,5.6,4.0,670.0,10331.0,6023
2391,Boroondara,3012.6,5,h,2600000.0,5.6,2.0,674.0,10331.0,6023
2392,Boroondara,3012.6,4,h,2245000.0,5.6,2.0,627.0,10331.0,6023
2393,Boroondara,3012.6,5,h,3280000.0,5.6,2.0,480.0,10331.0,6023
2394,Boroondara,3012.6,3,t,730000.0,5.6,2.0,0.0,10331.0,6023
2395,Boroondara,3012.6,4,h,4005000.0,5.6,3.0,800.0,10331.0,6023
2396,Boroondara,3012.6,3,h,1211000.0,5.6,1.0,633.0,10331.0,6023
2397,Boroondara,3012.6,2,u,891000.0,5.6,1.0,121.0,10331.0,6023
2398,Boroondara,3012.6,3,u,620000.0,5.6,1.0,0.0,10331.0,6023
2399,Boroondara,3012.6,4,h,2600000.0,5.6,2.0,700.0,10331.0,6023
2400,Boroondara,3012.6,5,h,2800000.0,5.6,3.0,920.0,10331.0,6023
2401,Boroondara,3012.6,3,h,1420000.0,5.6,2.0,275.0,10331.0,6023
2402,Boroondara,3012.6,3,h,1800000.0,5.6,1.0,336.0,10331.0,6023
2403,Boroondara,3012.6,3,h,3065000.0,5.6,3.0,773.0,10331.0,6023
2404,Boroondara,3012.6,1,u,395000.0,5.6,1.0,0.0,10331.0,6023
2405,Boroondara,3012.6,4,h,2250000.0,5.6,2.0,741.0,10331.0,6023
2406,Boroondara,3012.6,4,h,2490000.0,7.5,2.0,712.0,2671.0,6023
