,Rooms,Type,Distance,Bedroom2,Car,Landsize,Propertycount
4545,3,h,4.2,3.0,1.0,188.0,5263.0
4546,2,h,4.2,2.0,0.0,150.0,5263.0
4547,3,h,4.2,3.0,1.0,199.0,5263.0
4548,2,u,4.2,2.0,1.0,0.0,5263.0
4549,3,t,4.2,3.0,1.0,132.0,5263.0
4550,2,u,4.2,2.0,1.0,0.0,5263.0
4551,2,u,4.2,2.0,1.0,0.0,5263.0
4552,2,t,4.2,2.0,1.0,79.0,5263.0
4553,3,h,4.2,3.0,1.0,274.0,5263.0
4554,3,h,4.2,3.0,1.0,416.0,5263.0
4555,2,u,4.2,2.0,1.0,0.0,5263.0
4556,3,h,4.2,3.0,1.0,235.0,5263.0
4557,3,h,4.2,3.0,1.0,284.0,5263.0
4558,3,h,4.2,3.0,0.0,234.0,5263.0
4559,2,t,4.2,2.0,1.0,325.0,5263.0
4560,4,h,4.2,4.0,2.0,279.0,5263.0
4561,2,h,4.2,2.0,1.0,138.0,5263.0
4562,3,h,4.2,3.0,2.0,598.0,5263.0
4563,2,h,4.2,2.0,1.0,174.0,5263.0
4564,2,h,4.2,2.0,1.0,163.0,5263.0
4565,3,t,4.2,3.0,1.0,788.0,5263.0
4566,3,h,4.2,3.0,1.0,211.0,5263.0
4567,3,h,4.2,3.0,0.0,239.0,5263.0
4568,5,h,4.2,5.0,2.0,566.0,5263.0
4569,3,h,4.2,2.0,2.0,348.0,5263.0
4570,1,u,4.2,1.0,1.0,4267.0,5263.0
4571,3,h,4.2,3.0,0.0,275.0,5263.0
4572,1,u,4.2,1.0,1.0,0.0,5263.0
4573,3,u,4.2,3.0,1.0,4440.0,5263.0
4574,2,u,4.2,2.0,1.0,3448.0,5263.0
4575,2,h,4.2,2.0,2.0,158.0,5263.0
4576,2,u,4.2,2.0,1.0,3957.0,5263.0
4577,3,u,4.2,3.0,2.0,0.0,5263.0
4578,1,u,4.2,1.0,1.0,0.0,5263.0
4579,2,h,4.2,2.0,0.0,274.0,5263.0
4580,2,h,4.2,2.0,2.0,169.0,5263.0
4581,2,u,4.2,2.0,2.0,1111.0,5263.0
4582,2,h,4.2,2.0,1.0,211.0,5263.0
4583,2,t,4.2,2.0,1.0,0.0,5263.0
4584,3,h,4.2,3.0,0.0,0.0,5263.0
4585,4,h,4.2,4.0,1.0,0.0,5263.0
4586,2,t,4.2,2.0,0.0,132.0,5263.0
4587,5,h,4.2,5.0,2.0,566.0,5263.0
4588,1,u,4.2,1.0,0.0,0.0,5263.0
4589,2,h,4.2,3.0,1.0,94.0,5263.0
4590,3,h,4.2,3.0,2.0,250.0,5263.0
4591,3,h,4.2,3.0,2.0,211.0,5263.0
4592,2,h,4.2,2.0,1.0,197.0,5263.0
4593,2,t,4.2,2.0,3.0,62.0,5263.0
4594,3,h,4.2,3.0,1.0,165.0,5263.0
4595,2,u,4.2,2.0,0.0,0.0,5263.0
4596,3,t,4.2,3.0,2.0,1181.0,5263.0
4597,4,h,4.2,4.0,1.0,242.0,5263.0
4598,2,t,4.2,2.0,1.0,324.0,5263.0
4599,1,u,4.2,1.0,2.0,0.0,5263.0
4600,3,h,4.2,3.0,1.0,312.0,5263.0
4601,2,u,4.2,2.0,1.0,0.0,5263.0
4602,2,u,4.2,2.0,1.0,0.0,5263.0
4603,5,h,4.2,3.0,0.0,301.0,5263.0
4604,2,h,4.2,2.0,1.0,169.0,5263.0
4605,3,h,4.2,3.0,3.0,459.0,5263.0
4606,2,h,4.2,2.0,1.0,97.0,5263.0
4607,2,h,4.2,2.0,0.0,179.0,5263.0
4608,2,t,4.2,2.0,1.0,0.0,5263.0
4609,2,u,4.2,2.0,1.0,2136.0,5263.0
4610,2,u,4.2,2.0,1.0,0.0,5263.0
4611,2,u,4.2,2.0,1.0,0.0,5263.0
4612,2,u,4.2,2.0,1.0,0.0,5263.0
4613,2,u,4.2,2.0,1.0,0.0,5263.0
4614,2,h,4.2,2.0,1.0,183.0,5263.0
4615,2,u,4.2,2.0,1.0,0.0,5263.0
4616,2,h,4.2,2.0,1.0,173.0,5263.0
4617,3,h,4.2,2.0,2.0,84.0,5263.0
4618,2,h,4.2,2.0,0.0,149.0,5263.0
4619,2,u,4.2,1.0,1.0,0.0,5263.0
4620,3,h,5.6,3.0,2.0,396.0,10331.0
4621,2,h,5.6,2.0,1.0,697.0,10331.0
4622,2,u,5.6,2.0,1.0,0.0,10331.0
4623,2,u,5.6,2.0,1.0,0.0,10331.0
4624,5,h,5.6,5.0,2.0,853.0,10331.0
4625,3,h,5.6,3.0,1.0,375.0,10331.0
4626,2,u,5.6,2.0,2.0,91.0,10331.0
4627,4,h,5.6,4.0,1.0,358.0,10331.0
4628,2,u,5.6,2.0,1.0,745.0,10331.0
4629,4,h,5.6,4.0,2.0,649.0,10331.0
4630,3,h,5.6,3.0,2.0,597.0,10331.0
4631,5,h,5.6,5.0,4.0,1464.0,10331.0
4632,2,u,5.6,2.0,1.0,0.0,10331.0
4633,2,u,5.6,2.0,1.0,0.0,10331.0
4634,3,u,5.6,3.0,2.0,0.0,10331.0
4635,2,u,5.6,2.0,1.0,0.0,10331.0
4636,4,h,5.6,4.0,2.0,649.0,10331.0
4637,5,h,5.6,5.0,2.0,741.0,10331.0
4638,2,u,5.6,2.0,1.0,0.0,10331.0
4639,2,u,5.6,2.0,1.0,0.0,10331.0
4640,2,h,5.6,2.0,0.0,221.0,10331.0
4641,2,u,5.6,2.0,2.0,0.0,10331.0
4642,4,h,5.6,4.0,2.0,735.0,10331.0
4643,5,h,5.6,5.0,2.0,697.0,10331.0
4644,3,h,5.6,2.0,1.0,260.0,10331.0
4645,4,h,5.6,4.0,4.0,992.0,10331.0
4646,2,h,5.6,2.0,2.0,405.0,10331.0
4647,4,h,5.6,4.0,2.0,283.0,10331.0
4648,3,h,5.6,3.0,2.0,181.0,10331.0
4649,2,u,5.6,2.0,1.0,0.0,10331.0
4650,4,h,5.6,3.0,2.0,400.0,10331.0
4651,3,h,5.6,3.0,2.0,426.0,10331.0
4652,5,h,5.6,5.0,2.0,815.0,10331.0
4653,4,h,5.6,4.0,2.0,603.0,10331.0
4654,3,h,5.6,3.0,2.0,1210.0,10331.0
4655,5,h,5.6,5.0,1.0,506.0,10331.0
4656,3,h,5.6,3.0,1.0,392.0,10331.0
4657,3,h,5.6,3.0,2.0,660.0,10331.0
4658,4,h,5.6,4.0,2.0,277.0,10331.0
4659,3,h,5.6,3.0,2.0,304.0,10331.0
4660,2,u,5.6,2.0,1.0,743.0,10331.0
4661,3,h,5.6,3.0,2.0,782.0,10331.0
4662,2,h,5.6,2.0,1.0,0.0,10331.0
4663,3,h,5.6,3.0,2.0,289.0,10331.0
4664,4,h,5.6,4.0,0.0,364.0,10331.0
4665,3,t,5.6,3.0,2.0,848.0,10331.0
4666,2,u,5.6,2.0,1.0,901.0,10331.0
4667,4,h,5.6,4.0,3.0,840.0,10331.0
4668,2,h,5.6,2.0,4.0,596.0,10331.0
4669,5,h,5.6,5.0,4.0,957.0,10331.0
4670,4,h,5.6,4.0,2.0,360.0,10331.0
4671,4,h,5.6,4.0,2.0,535.0,10331.0
4672,2,t,5.6,2.0,1.0,1817.0,10331.0
4673,3,h,5.6,3.0,4.0,1197.0,10331.0
4674,6,h,5.6,6.0,3.0,1334.0,10331.0
4675,4,t,5.6,3.0,2.0,308.0,10331.0
4676,2,u,5.6,2.0,1.0,0.0,10331.0
4677,2,h,5.6,2.0,1.0,268.0,10331.0
4678,2,u,5.6,2.0,1.0,0.0,10331.0
4679,3,h,5.6,4.0,2.0,591.0,10331.0
4680,2,u,5.6,1.0,1.0,0.0,10331.0
4681,2,u,5.6,2.0,1.0,0.0,10331.0
4682,4,h,5.6,4.0,2.0,712.0,10331.0
4683,3,h,5.6,3.0,1.0,385.0,10331.0
4684,3,h,5.6,3.0,0.0,410.0,10331.0
4685,3,h,5.6,3.0,3.0,410.0,10331.0
4686,3,h,5.6,3.0,2.0,397.0,10331.0
4687,2,u,5.6,2.0,1.0,0.0,10331.0
4688,5,h,5.6,5.0,2.0,1160.0,10331.0
4689,2,u,5.6,2.0,2.0,0.0,10331.0
4690,2,h,5.6,2.0,2.0,667.0,10331.0
4691,3,h,5.6,3.0,2.0,0.0,10331.0
4692,2,t,5.6,2.0,1.0,0.0,10331.0
4693,4,h,5.6,4.0,2.0,861.0,10331.0
4694,4,h,5.6,4.0,1.0,687.0,10331.0
4695,2,u,5.6,2.0,1.0,89.0,10331.0
4696,3,h,5.6,3.0,1.0,593.0,10331.0
4697,4,h,5.6,4.0,2.0,520.0,10331.0
4698,2,h,5.6,2.0,1.0,424.0,10331.0
4699,4,h,5.6,5.0,2.0,586.0,10331.0
4700,4,h,5.6,3.0,2.0,832.0,10331.0
4701,3,h,5.6,3.0,2.0,209.0,10331.0
4702,4,h,5.6,3.0,2.0,303.0,10331.0
4703,4,h,5.6,4.0,2.0,546.0,10331.0
4704,3,h,5.6,3.0,1.0,202.0,10331.0
4705,3,h,5.6,3.0,2.0,288.0,10331.0
4706,4,h,5.6,4.0,2.0,660.0,10331.0
4707,4,h,5.6,4.0,2.0,717.0,10331.0
4708,3,h,5.6,3.0,1.0,267.0,10331.0
4709,3,h,5.6,3.0,4.0,455.0,10331.0
4710,4,h,5.6,4.0,2.0,1182.0,10331.0
4711,4,h,5.6,4.0,1.0,650.0,10331.0
4712,5,h,5.6,5.0,1.0,907.0,10331.0
4713,3,h,5.6,3.0,2.0,0.0,10331.0
4714,4,h,5.6,4.0,2.0,514.0,10331.0
4715,3,t,5.6,3.0,2.0,192.0,10331.0
4716,5,h,5.6,3.0,1.0,531.0,10331.0
4717,4,h,5.6,4.0,3.0,3064.0,10331.0
4718,3,h,5.6,3.0,2.0,639.0,10331.0
4719,4,h,5.6,4.0,2.0,764.0,10331.0
4720,5,h,5.6,5.0,2.0,597.0,10331.0
4721,4,h,5.6,4.0,2.0,820.0,10331.0
4722,2,h,5.6,2.0,0.0,381.0,10331.0
4723,3,t,5.6,3.0,2.0,205.0,10331.0
4724,3,u,5.6,3.0,1.0,0.0,10331.0
4725,3,h,5.6,3.0,2.0,247.0,10331.0
4726,3,h,5.6,5.0,2.0,563.0,10331.0
4727,3,h,5.6,3.0,3.0,1353.0,10331.0
4728,2,u,5.6,2.0,2.0,0.0,10331.0
4729,2,u,5.6,2.0,1.0,0.0,10331.0
4730,4,h,5.6,4.0,0.0,919.0,10331.0
4731,2,u,5.6,2.0,1.0,0.0,10331.0
4732,2,h,5.6,2.0,26.0,267.0,10331.0
4733,3,h,5.6,3.0,1.0,519.0,10331.0
4734,4,t,5.6,3.0,2.0,317.0,10331.0
4735,4,h,5.6,3.0,2.0,1012.0,10331.0
4736,3,h,5.6,3.0,1.0,315.0,10331.0
4737,4,h,5.6,4.0,2.0,737.0,10331.0
4738,4,h,5.6,4.0,2.0,0.0,10331.0
4739,2,t,5.6,2.0,2.0,1092.0,10331.0
4740,4,h,5.6,4.0,4.0,690.0,10331.0
4741,2,u,5.6,2.0,2.0,0.0,10331.0
4742,5,h,5.6,5.0,2.0,534.0,10331.0
4743,2,u,5.6,2.0,1.0,745.0,10331.0
4744,3,u,5.6,3.0,2.0,140.0,10331.0
4745,2,t,5.6,2.0,1.0,124.0,10331.0
4746,3,h,5.6,3.0,1.0,442.0,10331.0
4747,3,h,5.6,3.0,0.0,274.0,10331.0
4748,3,t,5.6,3.0,1.0,904.0,10331.0
4749,2,h,5.6,2.0,1.0,1065.0,10331.0
4750,3,h,5.6,3.0,1.0,535.0,10331.0
4751,2,u,5.6,2.0,1.0,0.0,10331.0
4752,4,h,5.6,4.0,3.0,709.0,10331.0
4753,3,h,5.6,2.0,1.0,162.0,10331.0
4754,3,h,5.6,3.0,1.0,283.0,10331.0
4755,3,h,5.6,3.0,2.0,857.0,10331.0
4756,4,h,5.6,4.0,2.0,641.0,10331.0
4757,3,u,5.6,3.0,1.0,0.0,10331.0
4758,3,h,5.6,3.0,0.0,321.0,10331.0
4759,3,h,5.6,3.0,1.0,298.0,10331.0
4760,4,h,5.6,4.0,4.0,670.0,10331.0
4761,5,h,5.6,5.0,2.0,674.0,10331.0
4762,4,h,5.6,4.0,2.0,627.0,10331.0
4763,5,h,5.6,4.0,2.0,480.0,10331.0
4764,4,h,5.6,4.0,2.0,684.0,10331.0
4765,3,t,5.6,3.0,2.0,0.0,10331.0
4766,4,h,5.6,4.0,1.0,778.0,10331.0
4767,4,h,5.6,4.0,3.0,800.0,10331.0
4768,3,t,5.6,3.0,3.0,0.0,10331.0
4769,3,h,5.6,3.0,1.0,633.0,10331.0
4770,5,h,5.6,5.0,5.0,659.0,10331.0
4771,2,u,5.6,2.0,1.0,121.0,10331.0
4772,3,u,5.6,3.0,1.0,0.0,10331.0
4773,4,h,5.6,4.0,2.0,700.0,10331.0
4774,3,t,5.6,3.0,2.0,0.0,10331.0
4775,3,h,5.6,3.0,2.0,250.0,10331.0
4776,5,h,5.6,5.0,3.0,920.0,10331.0
4777,4,h,5.6,4.0,2.0,768.0,10331.0
4778,3,h,5.6,3.0,2.0,275.0,10331.0
4779,5,h,5.6,4.0,2.0,749.0,10331.0
4780,3,h,5.6,4.0,1.0,336.0,10331.0
4781,4,h,5.6,4.0,2.0,615.0,10331.0
4782,3,h,5.6,3.0,3.0,773.0,10331.0
4783,1,u,5.6,1.0,1.0,0.0,10331.0
4784,4,h,5.6,4.0,2.0,741.0,10331.0
4785,2,h,5.6,1.0,2.0,523.0,10331.0
4786,4,h,7.5,3.0,2.0,712.0,2671.0
4787,2,u,7.5,2.0,1.0,0.0,2671.0
4788,3,h,7.5,3.0,3.0,650.0,2671.0
4789,5,h,7.5,5.0,3.0,711.0,2671.0
4790,4,h,7.5,4.0,2.0,692.0,2671.0
4791,2,u,7.5,2.0,1.0,0.0,2671.0
4792,3,h,7.5,3.0,2.0,672.0,2671.0
4793,3,u,7.5,3.0,4.0,201.0,2671.0
4794,4,h,7.5,4.0,2.0,763.0,2671.0
4795,5,h,7.5,5.0,4.0,787.0,2671.0
4796,3,h,7.5,3.0,1.0,702.0,2671.0
4797,4,h,7.5,4.0,3.0,596.0,2671.0
4798,3,h,7.5,3.0,2.0,378.0,2671.0
4799,3,h,7.5,3.0,2.0,836.0,2671.0
4800,4,h,7.5,3.0,3.0,948.0,2671.0
4801,4,h,7.5,4.0,2.0,458.0,2671.0
4802,3,h,7.5,3.0,1.0,704.0,2671.0
4803,3,h,7.5,3.0,4.0,611.0,2671.0
4804,5,h,7.5,5.0,4.0,696.0,2671.0
4805,3,h,7.5,3.0,2.0,555.0,2671.0
4806,5,h,7.5,5.0,2.0,695.0,2671.0
4807,2,u,7.5,2.0,1.0,0.0,2671.0
4808,4,h,7.5,4.0,2.0,728.0,2671.0
4809,4,h,7.5,4.0,2.0,691.0,2671.0
4810,6,h,7.5,6.0,2.0,730.0,2671.0
4811,3,h,7.5,3.0,2.0,414.0,2671.0
4812,3,t,7.5,3.0,2.0,426.0,2671.0
4813,4,h,7.5,4.0,2.0,458.0,2671.0
4814,3,h,7.5,3.0,1.0,589.0,2671.0
4815,3,t,7.5,3.0,2.0,248.0,2671.0
4816,3,h,7.5,3.0,1.0,698.0,2671.0
4817,3,t,7.5,3.0,2.0,284.0,2671.0
4818,3,h,7.5,3.0,1.0,316.0,2671.0
4819,5,h,6.2,5.0,2.0,1401.0,394.0
4820,2,u,6.2,2.0,0.0,0.0,394.0
4821,2,h,6.2,2.0,2.0,218.0,394.0
4822,2,h,6.2,2.0,2.0,0.0,394.0
4823,3,h,6.2,3.0,2.0,432.0,394.0
4824,3,h,6.2,3.0,2.0,306.0,394.0
4825,5,h,6.2,5.0,2.0,1161.0,394.0
4826,4,h,6.2,4.0,2.0,903.0,394.0
4827,3,h,9.2,3.0,3.0,564.0,3873.0
4828,3,t,9.2,3.0,2.0,165.0,3873.0
4829,3,h,9.2,3.0,1.0,576.0,3873.0
4830,3,h,9.2,3.0,2.0,379.0,3873.0
4831,4,h,9.2,4.0,2.0,308.0,3873.0
4832,2,u,9.2,2.0,1.0,1972.0,3873.0
4833,2,h,9.2,2.0,0.0,163.0,3873.0
4834,3,t,9.2,3.0,2.0,214.0,3873.0
4835,3,h,9.2,3.0,1.0,589.0,3873.0
4836,2,h,9.2,2.0,4.0,524.0,3873.0
4837,3,t,9.2,3.0,1.0,156.0,3873.0
4838,3,h,9.2,3.0,1.0,586.0,3873.0
4839,2,u,9.2,2.0,1.0,152.0,3873.0
4840,3,h,9.2,3.0,2.0,306.0,3873.0
4841,3,h,9.2,3.0,2.0,305.0,3873.0
4842,3,h,9.2,3.0,1.0,250.0,3873.0
4843,2,h,9.2,2.0,1.0,144.0,3873.0
4844,3,h,9.2,2.0,1.0,239.0,3873.0
4845,4,h,9.2,3.0,1.0,647.0,3873.0
4846,3,u,9.2,3.0,2.0,184.0,3873.0
4847,2,h,9.2,2.0,2.0,700.0,3873.0
4848,3,h,9.2,3.0,2.0,278.0,3873.0
4849,3,h,9.2,3.0,1.0,584.0,3873.0
4850,2,u,9.2,2.0,1.0,0.0,3873.0
4851,3,h,9.2,3.0,3.0,528.0,3873.0
4852,3,h,9.2,3.0,2.0,300.0,3873.0
4853,2,h,9.2,2.0,2.0,270.0,3873.0
4854,2,u,9.2,2.0,1.0,0.0,3873.0
4855,2,u,9.2,2.0,1.0,2787.0,3873.0
4856,3,h,9.2,3.0,2.0,285.0,3873.0
4857,3,t,9.2,3.0,2.0,218.0,3873.0
4858,2,t,9.2,2.0,2.0,127.0,3873.0
4859,3,h,9.2,3.0,2.0,214.0,3873.0
4860,3,h,9.2,3.0,2.0,485.0,3873.0
4861,2,u,9.2,2.0,1.0,0.0,3873.0
4862,3,t,9.2,3.0,2.0,210.0,3873.0
4863,3,h,9.2,3.0,2.0,0.0,3873.0
4864,3,h,9.2,3.0,3.0,667.0,3873.0
4865,2,u,9.2,2.0,1.0,0.0,3873.0
4866,2,u,9.2,2.0,1.0,15100.0,3873.0
4867,2,h,9.2,2.0,1.0,194.0,3873.0
4868,4,h,9.2,3.0,1.0,270.0,3873.0
4869,5,h,9.2,5.0,2.0,527.0,3873.0
4870,3,h,9.2,3.0,2.0,492.0,3873.0
4871,2,t,9.2,2.0,2.0,118.0,3873.0
4872,3,h,9.2,3.0,2.0,214.0,3873.0
4873,3,h,9.2,3.0,1.0,314.0,3873.0
4874,3,h,9.2,2.0,1.0,782.0,3873.0
4875,3,h,9.2,3.0,2.0,269.0,3873.0
4876,2,u,9.2,3.0,1.0,0.0,3873.0
4877,4,h,9.2,4.0,2.0,672.0,3873.0
4878,4,h,9.2,4.0,2.0,660.0,3873.0
4879,3,h,9.2,3.0,2.0,333.0,3873.0
4880,2,h,9.2,2.0,1.0,329.0,3873.0
4881,3,h,9.2,3.0,2.0,269.0,3873.0
4882,3,t,9.2,3.0,2.0,159.0,3873.0
4883,3,t,9.2,3.0,2.0,162.0,3873.0
4884,2,h,9.2,2.0,2.0,318.0,3873.0
4885,3,t,9.2,3.0,1.0,0.0,3873.0
4886,4,h,9.2,4.0,1.0,595.0,3873.0
4887,3,h,9.2,3.0,3.0,381.0,3873.0
4888,2,t,9.2,2.0,1.0,145.0,3873.0
4889,4,h,9.2,4.0,2.0,333.0,3873.0
4890,3,h,9.2,3.0,1.0,686.0,3873.0
4891,3,h,7.4,3.0,1.0,226.0,4675.0
4892,2,u,7.4,2.0,1.0,0.0,4675.0
4893,2,u,7.4,2.0,2.0,0.0,4675.0
4894,2,u,7.4,2.0,2.0,0.0,4675.0
4895,2,u,7.4,2.0,2.0,0.0,4675.0
4896,3,h,7.4,2.0,1.0,231.0,4675.0
4897,2,u,7.4,2.0,1.0,0.0,4675.0
4898,4,h,7.4,4.0,2.0,599.0,4675.0
4899,4,h,7.4,4.0,2.0,502.0,4675.0
4900,4,h,7.4,3.0,2.0,396.0,4675.0
4901,4,h,7.4,4.0,4.0,652.0,4675.0
4902,4,h,7.4,4.0,2.0,586.0,4675.0
4903,4,h,7.4,4.0,2.0,706.0,4675.0
4904,2,u,7.4,2.0,2.0,0.0,4675.0
4905,3,h,7.4,3.0,2.0,396.0,4675.0
4906,3,h,7.4,3.0,0.0,476.0,4675.0
4907,4,h,7.4,3.0,2.0,853.0,4675.0
4908,2,u,7.4,2.0,2.0,0.0,4675.0
4909,3,h,7.4,2.0,1.0,325.0,4675.0
4910,2,u,7.4,2.0,1.0,0.0,4675.0
4911,2,u,7.4,2.0,1.0,0.0,4675.0
4912,3,h,7.4,3.0,0.0,258.0,4675.0
4913,3,u,7.4,3.0,0.0,0.0,4675.0
4914,2,h,7.4,2.0,2.0,383.0,4675.0
4915,2,u,7.4,2.0,1.0,0.0,4675.0
4916,2,u,7.4,2.0,1.0,0.0,4675.0
4917,2,u,7.4,2.0,1.0,0.0,4675.0
4918,3,t,7.4,3.0,2.0,88.0,4675.0
4919,3,h,7.4,3.0,2.0,265.0,4675.0
4920,4,h,7.4,4.0,2.0,333.0,4675.0
4921,5,h,7.4,5.0,2.0,767.0,4675.0
4922,2,h,7.4,2.0,2.0,277.0,4675.0
4923,3,h,7.4,3.0,2.0,177.0,4675.0
4924,4,h,7.4,4.0,2.0,587.0,4675.0
4925,3,t,7.4,3.0,1.0,227.0,4675.0
4926,2,h,7.4,2.0,0.0,0.0,4675.0
4927,4,h,7.4,4.0,2.0,879.0,4675.0
4928,3,h,7.4,3.0,3.0,696.0,4675.0
4929,2,h,7.4,2.0,1.0,344.0,4675.0
4930,3,h,7.4,3.0,2.0,521.0,4675.0
4931,2,u,7.4,2.0,1.0,0.0,4675.0
4932,3,h,7.4,2.0,1.0,313.0,4675.0
4933,2,t,7.4,2.0,1.0,0.0,4675.0
4934,1,u,7.4,1.0,1.0,0.0,4675.0
4935,2,u,7.4,2.0,2.0,0.0,4675.0
4936,2,u,7.4,2.0,1.0,0.0,4675.0
4937,3,h,7.4,3.0,1.0,221.0,4675.0
4938,1,u,7.4,1.0,1.0,0.0,4675.0
4939,3,h,7.4,3.0,2.0,380.0,4675.0
4940,3,h,7.4,3.0,4.0,283.0,4675.0
4941,2,u,7.4,2.0,1.0,0.0,4675.0
4942,4,h,7.4,4.0,1.0,551.0,4675.0
4943,2,u,7.4,2.0,1.0,0.0,4675.0
4944,2,h,7.4,2.0,0.0,218.0,4675.0
4945,3,h,7.4,3.0,1.0,276.0,4675.0
4946,5,h,7.4,4.0,4.0,807.0,4675.0
4947,3,h,7.4,3.0,4.0,471.0,4675.0
4948,2,u,7.4,2.0,1.0,0.0,4675.0
4949,4,h,7.4,4.0,2.0,624.0,4675.0
4950,5,h,7.4,5.0,3.0,580.0,4675.0
4951,3,u,7.4,3.0,1.0,0.0,4675.0
4952,3,h,7.4,3.0,1.0,256.0,4675.0
4953,2,h,7.4,2.0,0.0,254.0,4675.0
4954,4,h,7.4,4.0,2.0,716.0,4675.0
4955,3,h,7.4,3.0,1.0,169.0,4675.0
4956,3,h,7.4,3.0,2.0,203.0,4675.0
4957,2,u,7.4,2.0,1.0,0.0,4675.0
4958,4,h,7.4,2.0,0.0,337.0,4675.0
4959,2,u,7.4,2.0,1.0,0.0,4675.0
4960,4,h,7.4,4.0,1.0,300.0,4675.0
4961,3,h,7.4,3.0,2.0,347.0,4675.0
4962,4,h,7.4,4.0,2.0,585.0,4675.0
4963,2,u,7.4,2.0,1.0,0.0,4675.0
4964,4,h,7.4,4.0,2.0,338.0,4675.0
4965,3,h,7.4,3.0,1.0,260.0,4675.0
4966,3,h,7.4,3.0,0.0,329.0,4675.0
4967,5,h,7.4,5.0,2.0,501.0,4675.0
4968,3,h,7.4,3.0,1.0,246.0,4675.0
4969,1,u,7.4,1.0,1.0,0.0,4675.0
4970,2,h,7.4,2.0,1.0,232.0,4675.0
4971,2,u,7.4,2.0,1.0,0.0,4675.0
4972,4,h,7.4,4.0,2.0,540.0,4675.0
4973,2,u,7.4,2.0,2.0,0.0,4675.0
4974,3,h,7.4,3.0,0.0,363.0,4675.0
4975,3,u,7.4,3.0,1.0,176.0,4675.0
4976,2,u,7.4,2.0,1.0,0.0,4675.0
4977,1,u,7.4,1.0,3.0,0.0,4675.0
4978,4,h,7.4,3.0,1.0,504.0,4675.0
4979,4,h,7.4,4.0,2.0,637.0,4675.0
4980,3,h,7.4,3.0,2.0,669.0,4675.0
4981,3,h,7.4,3.0,2.0,313.0,4675.0
4982,3,h,11.2,3.0,1.0,322.0,8801.0
4983,3,h,11.2,3.0,1.0,337.0,8801.0
4984,4,h,11.2,3.0,2.0,644.0,8801.0
4985,4,h,11.2,3.0,4.0,727.0,8801.0
4986,3,h,11.2,3.0,2.0,613.0,8801.0
4987,3,u,11.2,3.0,2.0,317.0,8801.0
4988,4,h,11.2,4.0,2.0,758.0,8801.0
4989,4,h,11.2,4.0,3.0,0.0,8801.0
4990,2,h,11.2,2.0,1.0,310.0,8801.0
4991,4,h,11.2,2.0,2.0,461.0,8801.0
4992,4,h,11.2,4.0,2.0,611.0,8801.0
4993,3,h,11.2,3.0,1.0,376.0,8801.0
4994,5,h,11.2,5.0,2.0,567.0,8801.0
4995,4,h,11.2,4.0,2.0,207.0,8801.0
4996,2,u,11.2,2.0,1.0,0.0,8801.0
4997,2,h,11.2,2.0,2.0,500.0,8801.0
4998,4,h,11.2,4.0,2.0,541.0,8801.0
4999,4,h,11.2,4.0,4.0,720.0,8801.0
5000,4,h,11.2,4.0,2.0,567.0,8801.0
5001,2,u,11.2,2.0,2.0,196.0,8801.0
5002,4,h,11.2,4.0,2.0,720.0,8801.0
5003,4,t,11.2,4.0,2.0,555.0,8801.0
5004,4,h,11.2,3.0,2.0,797.0,8801.0
5005,3,h,11.2,3.0,2.0,651.0,8801.0
5006,3,h,11.2,4.0,1.0,769.0,8801.0
5007,3,h,11.2,3.0,2.0,568.0,8801.0
5008,3,h,11.2,3.0,2.0,331.0,8801.0
5009,2,t,11.2,2.0,1.0,78.0,8801.0
5010,3,h,11.2,3.0,2.0,744.0,8801.0
5011,2,u,11.2,2.0,1.0,124.0,8801.0
5012,3,t,11.2,3.0,1.0,216.0,8801.0
5013,3,h,11.2,3.0,1.0,647.0,8801.0
5014,3,h,11.2,3.0,1.0,693.0,8801.0
5015,4,h,11.2,4.0,2.0,260.0,8801.0
5016,2,u,11.2,2.0,1.0,92.0,8801.0
5017,3,h,11.2,3.0,2.0,789.0,8801.0
5018,3,t,11.2,3.0,1.0,206.0,8801.0
5019,3,h,11.2,3.0,1.0,359.0,8801.0
5020,2,t,11.2,2.0,2.0,0.0,8801.0
5021,5,h,11.2,3.0,3.0,1068.0,8801.0
5022,4,h,11.2,4.0,3.0,654.0,8801.0
5023,5,h,11.2,5.0,2.0,751.0,8801.0
5024,3,t,11.2,3.0,2.0,0.0,8801.0
5025,5,h,11.2,5.0,4.0,837.0,8801.0
5026,1,u,11.2,1.0,1.0,0.0,8801.0
5027,4,h,11.2,4.0,2.0,757.0,8801.0
5028,3,t,11.2,3.0,2.0,0.0,8801.0
5029,3,h,11.2,3.0,2.0,691.0,8801.0
5030,4,h,11.2,3.0,2.0,582.0,8801.0
5031,3,h,11.2,3.0,1.0,590.0,8801.0
5032,4,h,11.2,4.0,2.0,412.0,8801.0
5033,4,h,11.2,4.0,3.0,809.0,8801.0
5034,3,h,11.2,3.0,2.0,306.0,8801.0
5035,3,h,11.2,2.0,1.0,475.0,8801.0
5036,3,h,11.2,3.0,2.0,543.0,8801.0
5037,4,h,11.2,3.0,2.0,713.0,8801.0
5038,4,h,11.2,4.0,2.0,365.0,8801.0
5039,5,h,11.2,5.0,2.0,488.0,8801.0
5040,2,u,11.2,2.0,1.0,0.0,8801.0
5041,2,h,11.2,2.0,2.0,604.0,8801.0
5042,5,h,11.2,5.0,2.0,639.0,8801.0
