,Rooms,Type,Price,Year,Distance,Bedroom2,Car,Landsize,CouncilArea,Propertycount
2131,3,h,1335000.0,2016,11.2,3.0,2.0,606.0,Stonnington,8801.0
2132,2,u,425000.0,2016,11.2,2.0,1.0,0.0,Stonnington,8801.0
2133,3,h,1670000.0,2016,11.2,3.0,1.0,375.0,Stonnington,8801.0
2134,4,h,1350000.0,2016,11.2,4.0,2.0,222.0,Stonnington,8801.0
2135,3,h,1650000.0,2016,11.2,3.0,2.0,764.0,Stonnington,8801.0
2136,3,h,950000.0,2016,11.2,3.0,1.0,288.0,Stonnington,8801.0
2137,3,h,1782500.0,2016,11.2,3.0,2.0,615.0,Stonnington,8801.0
2138,2,t,650000.0,2016,11.2,2.0,1.0,0.0,Stonnington,8801.0
2139,3,h,975000.0,2016,8.7,3.0,2.0,597.0,Maribyrnong,4918.0
2140,3,t,560000.0,2016,8.7,3.0,2.0,77.0,Maribyrnong,4918.0
2141,2,t,355000.0,2016,8.7,2.0,1.0,0.0,Maribyrnong,4918.0
2142,3,t,550000.0,2016,8.7,3.0,2.0,77.0,Maribyrnong,4918.0
2143,2,u,420000.0,2016,8.7,2.0,2.0,5661.0,Maribyrnong,4918.0
2144,2,h,399000.0,2016,8.7,2.0,1.0,904.0,Maribyrnong,4918.0
2145,3,h,1105000.0,2016,8.7,3.0,4.0,762.0,Maribyrnong,4918.0
2146,3,t,730000.0,2016,8.7,3.0,2.0,250.0,Maribyrnong,4918.0
2147,3,u,662500.0,2016,8.7,3.0,2.0,202.0,Maribyrnong,4918.0
2148,2,t,410000.0,2016,8.7,2.0,2.0,53.0,Maribyrnong,4918.0
2149,3,h,920000.0,2016,8.7,3.0,2.0,689.0,Maribyrnong,4918.0
2150,3,h,1320000.0,2016,8.7,3.0,2.0,645.0,Maribyrnong,4918.0
2151,5,h,1150000.0,2016,8.7,5.0,2.0,446.0,Maribyrnong,4918.0
2152,3,h,847000.0,2016,8.7,3.0,2.0,222.0,Maribyrnong,4918.0
2153,2,u,400000.0,2016,8.7,2.0,2.0,3967.0,Maribyrnong,4918.0
2154,3,h,1072000.0,2016,8.7,3.0,2.0,1396.0,Maribyrnong,4918.0
2155,2,t,510000.0,2016,8.7,2.0,1.0,176.0,Maribyrnong,4918.0
2156,3,t,865000.0,2016,8.7,3.0,2.0,151.0,Maribyrnong,4918.0
2157,2,t,570000.0,2016,8.7,3.0,2.0,98.0,Maribyrnong,4918.0
2158,4,h,1900000.0,2016,8.7,4.0,8.0,865.0,Maribyrnong,4918.0
2159,2,t,429000.0,2017,8.7,2.0,1.0,83.0,Maribyrnong,4918.0
2160,3,h,456000.0,2017,8.7,3.0,2.0,4977.0,Maribyrnong,4918.0
2161,2,u,566000.0,2016,8.7,2.0,1.0,3014.0,Maribyrnong,4918.0
2162,2,t,408000.0,2016,8.7,2.0,1.0,85.0,Maribyrnong,4918.0
2163,2,u,470000.0,2016,8.7,2.0,1.0,0.0,Maribyrnong,4918.0
2164,3,h,780000.0,2016,8.7,3.0,2.0,173.0,Maribyrnong,4918.0
2165,2,t,440000.0,2016,8.7,2.0,2.0,54.0,Maribyrnong,4918.0
2166,4,h,1048700.0,2016,8.7,3.0,2.0,452.0,Maribyrnong,4918.0
2167,2,t,400000.0,2016,8.7,2.0,2.0,54.0,Maribyrnong,4918.0
2168,4,h,1215000.0,2016,8.7,4.0,4.0,613.0,Maribyrnong,4918.0
2169,4,h,1180000.0,2017,8.7,4.0,2.0,688.0,Maribyrnong,4918.0
2170,4,h,1117000.0,2017,8.7,4.0,2.0,325.0,Maribyrnong,4918.0
2171,2,u,420000.0,2017,8.7,2.0,1.0,0.0,Maribyrnong,4918.0
2172,4,h,770000.0,2016,8.7,4.0,2.0,215.0,Maribyrnong,4918.0
2173,5,h,1151000.0,2016,8.7,5.0,5.0,694.0,Maribyrnong,4918.0
2174,3,h,907000.0,2016,8.7,3.0,2.0,678.0,Maribyrnong,4918.0
2175,2,u,570000.0,2016,8.7,2.0,1.0,3014.0,Maribyrnong,4918.0
2176,3,h,820000.0,2016,8.7,3.0,2.0,203.0,Maribyrnong,4918.0
2177,3,h,940000.0,2016,8.7,3.0,1.0,695.0,Maribyrnong,4918.0
2178,4,h,1030000.0,2016,8.7,4.0,1.0,573.0,Maribyrnong,4918.0
2179,4,h,1230000.0,2016,8.7,3.0,2.0,270.0,Maribyrnong,4918.0
2180,3,h,884500.0,2016,8.7,3.0,2.0,211.0,Maribyrnong,4918.0
2181,3,h,820000.0,2016,8.7,3.0,4.0,578.0,Maribyrnong,4918.0
2182,2,u,780000.0,2016,2.8,2.0,1.0,0.0,Melbourne,17496.0
2183,2,u,535000.0,2016,2.8,2.0,1.0,0.0,Melbourne,17496.0
2184,2,u,450000.0,2016,2.8,2.0,1.0,0.0,Melbourne,17496.0
2185,2,u,360000.0,2016,2.8,2.0,0.0,0.0,Melbourne,17496.0
2186,2,u,665000.0,2016,2.8,2.0,1.0,0.0,Melbourne,17496.0
2187,1,u,386000.0,2016,2.8,1.0,0.0,0.0,Melbourne,17496.0
2188,1,u,659000.0,2016,2.8,1.0,1.0,0.0,Melbourne,17496.0
2189,2,u,545000.0,2016,2.8,2.0,1.0,0.0,Melbourne,17496.0
2190,1,u,450000.0,2016,2.8,1.0,0.0,0.0,Melbourne,17496.0
2191,1,u,432000.0,2016,2.8,1.0,1.0,0.0,Melbourne,17496.0
2192,3,u,750000.0,2016,2.8,3.0,1.0,0.0,Melbourne,17496.0
2193,1,u,375000.0,2016,2.8,1.0,0.0,1414.0,Melbourne,17496.0
2194,1,u,680000.0,2016,2.8,1.0,2.0,0.0,Melbourne,17496.0
2195,2,u,470000.0,2017,2.8,2.0,2.0,0.0,Melbourne,17496.0
2196,2,u,483000.0,2017,2.8,1.0,1.0,0.0,Melbourne,17496.0
2197,1,u,700000.0,2016,2.8,1.0,1.0,0.0,Melbourne,17496.0
2198,2,u,520000.0,2016,2.8,1.0,1.0,4051.0,Melbourne,17496.0
2199,1,u,440000.0,2016,2.8,1.0,1.0,0.0,Melbourne,17496.0
2200,2,u,733000.0,2016,2.8,2.0,1.0,0.0,Melbourne,17496.0
2201,3,u,760000.0,2016,2.8,2.0,1.0,0.0,Melbourne,17496.0
2202,2,u,360000.0,2016,2.8,1.0,1.0,1136.0,Melbourne,17496.0
2203,3,h,2600000.0,2016,4.1,3.0,1.0,279.0,Port Phillip,2019.0
2204,3,h,2350000.0,2016,4.1,3.0,2.0,277.0,Port Phillip,2019.0
2205,2,u,535000.0,2016,4.1,2.0,1.0,760.0,Port Phillip,2019.0
2206,2,u,700000.0,2016,4.1,2.0,1.0,0.0,Port Phillip,2019.0
2207,4,h,3120000.0,2016,4.1,4.0,1.0,182.0,Port Phillip,2019.0
2208,2,h,1025000.0,2016,4.1,2.0,0.0,123.0,Port Phillip,2019.0
2209,2,h,1920000.0,2017,4.1,2.0,0.0,152.0,Port Phillip,2019.0
2210,3,h,2623000.0,2016,4.1,3.0,2.0,181.0,Port Phillip,2019.0
2211,3,h,1500000.0,2016,4.1,3.0,1.0,151.0,Port Phillip,2019.0
2212,2,h,1630000.0,2016,4.1,2.0,0.0,152.0,Port Phillip,2019.0
2213,3,h,1910000.0,2016,4.1,3.0,3.0,217.0,Port Phillip,2019.0
2214,2,h,1320000.0,2016,11.8,2.0,1.0,613.0,Boroondara,2079.0
2215,2,u,750000.0,2016,11.8,2.0,2.0,0.0,Boroondara,2079.0
2216,3,h,2588000.0,2016,11.8,3.0,2.0,1149.0,Boroondara,2079.0
2217,5,h,1400000.0,2016,11.8,5.0,2.0,355.0,Boroondara,2079.0
2218,4,h,2200000.0,2016,11.8,4.0,2.0,931.0,Boroondara,2079.0
2219,3,t,1310000.0,2016,11.8,3.0,2.0,330.0,Boroondara,2079.0
2220,4,h,2335000.0,2017,11.8,4.0,2.0,813.0,Boroondara,2079.0
2221,5,h,1815000.0,2016,11.8,5.0,0.0,711.0,Boroondara,2079.0
2222,2,u,725000.0,2016,11.8,2.0,2.0,0.0,Boroondara,2079.0
2223,4,h,3900000.0,2017,11.8,4.0,6.0,2187.0,Boroondara,2079.0
2224,3,t,1200000.0,2016,11.8,3.0,2.0,255.0,Boroondara,2079.0
2225,3,h,1564000.0,2016,11.8,3.0,2.0,640.0,Boroondara,2079.0
2226,2,u,520000.0,2016,11.8,2.0,1.0,0.0,Boroondara,2079.0
2227,3,u,670000.0,2016,6.9,3.0,2.0,0.0,Moonee Valley,6232.0
2228,3,h,1055000.0,2016,6.9,3.0,2.0,0.0,Moonee Valley,6232.0
2229,2,u,348000.0,2016,6.9,2.0,1.0,0.0,Moonee Valley,6232.0
2230,4,h,1780000.0,2017,6.9,4.0,2.0,615.0,Moonee Valley,6232.0
2231,3,h,1440000.0,2017,6.9,3.0,1.0,287.0,Moonee Valley,6232.0
2232,4,h,1225000.0,2017,6.9,4.0,1.0,388.0,Moonee Valley,6232.0
2233,4,h,1445000.0,2016,6.9,3.0,2.0,384.0,Moonee Valley,6232.0
2234,3,h,990000.0,2016,6.9,3.0,2.0,328.0,Moonee Valley,6232.0
2235,3,h,1550000.0,2016,6.9,3.0,3.0,477.0,Moonee Valley,6232.0
2236,3,h,1170000.0,2016,6.9,3.0,1.0,443.0,Moonee Valley,6232.0
2237,4,h,1120000.0,2016,6.9,4.0,1.0,571.0,Moonee Valley,6232.0
2238,4,h,1530000.0,2016,6.9,3.0,1.0,431.0,Moonee Valley,6232.0
2239,3,h,832000.0,2016,6.9,3.0,2.0,214.0,Moonee Valley,6232.0
2240,2,u,420000.0,2016,6.9,2.0,1.0,0.0,Moonee Valley,6232.0
2241,4,h,2400000.0,2016,6.9,4.0,2.0,636.0,Moonee Valley,6232.0
2242,3,u,565000.0,2016,6.9,2.0,1.0,0.0,Moonee Valley,6232.0
2243,2,u,550000.0,2016,6.9,2.0,1.0,0.0,Moonee Valley,6232.0
2244,4,h,1211000.0,2016,6.9,3.0,3.0,477.0,Moonee Valley,6232.0
2245,3,h,1630000.0,2016,6.9,3.0,0.0,408.0,Moonee Valley,6232.0
2246,3,h,1160000.0,2016,6.9,3.0,1.0,449.0,Moonee Valley,6232.0
2247,4,h,1361500.0,2016,6.9,4.0,2.0,453.0,Moonee Valley,6232.0
2248,2,h,945000.0,2016,6.9,2.0,0.0,225.0,Moonee Valley,6232.0
2249,1,u,360000.0,2016,6.9,1.0,1.0,0.0,Moonee Valley,6232.0
2250,2,h,860000.0,2017,6.9,2.0,1.0,301.0,Moonee Valley,6232.0
2251,4,h,1637000.0,2016,6.9,4.0,3.0,539.0,Moonee Valley,6232.0
2252,3,h,1505000.0,2016,6.9,3.0,2.0,249.0,Moonee Valley,6232.0
2253,2,t,515000.0,2016,6.9,2.0,1.0,1981.0,Moonee Valley,6232.0
2254,2,u,330000.0,2016,6.9,2.0,1.0,0.0,Moonee Valley,6232.0
2255,4,h,1322000.0,2016,6.9,3.0,1.0,549.0,Moonee Valley,6232.0
2256,2,h,1015000.0,2016,6.9,2.0,1.0,228.0,Moonee Valley,6232.0
2257,3,h,840000.0,2016,6.9,3.0,0.0,307.0,Moonee Valley,6232.0
2258,5,h,1900000.0,2016,6.9,5.0,2.0,646.0,Moonee Valley,6232.0
2259,5,h,2340000.0,2016,6.9,5.0,3.0,619.0,Moonee Valley,6232.0
2260,3,h,1400000.0,2016,6.9,3.0,2.0,394.0,Moonee Valley,6232.0
2261,4,h,1640000.0,2016,6.9,4.0,1.0,435.0,Moonee Valley,6232.0
2262,3,h,1480000.0,2016,6.9,3.0,2.0,436.0,Moonee Valley,6232.0
2263,2,u,410000.0,2016,6.9,2.0,1.0,0.0,Moonee Valley,6232.0
2264,5,t,980000.0,2017,6.9,5.0,2.0,207.0,Moonee Valley,6232.0
2265,3,t,842500.0,2016,6.9,3.0,1.0,216.0,Moonee Valley,6232.0
2266,4,h,1345000.0,2016,6.9,4.0,2.0,313.0,Moonee Valley,6232.0
2267,1,u,265000.0,2016,6.9,1.0,1.0,0.0,Moonee Valley,6232.0
2268,2,h,849000.0,2016,6.9,2.0,1.0,345.0,Moonee Valley,6232.0
2269,3,h,1425000.0,2016,6.9,3.0,1.0,526.0,Moonee Valley,6232.0
2270,3,t,1345000.0,2016,6.9,3.0,1.0,310.0,Moonee Valley,6232.0
2271,2,u,330000.0,2016,6.9,3.0,1.0,0.0,Moonee Valley,6232.0
2272,4,t,726000.0,2016,6.9,4.0,1.0,67.0,Moonee Valley,6232.0
2273,3,h,1250000.0,2016,6.9,3.0,1.0,283.0,Moonee Valley,6232.0
2274,3,t,870000.0,2016,6.9,3.0,2.0,156.0,Moonee Valley,6232.0
2275,3,h,1725000.0,2016,6.9,3.0,3.0,596.0,Moonee Valley,6232.0
2276,2,u,600000.0,2016,6.9,2.0,1.0,166.0,Moonee Valley,6232.0
2277,4,h,1505000.0,2017,6.9,4.0,2.0,441.0,Moonee Valley,6232.0
2278,3,h,850000.0,2016,6.9,3.0,1.0,271.0,Moonee Valley,6232.0
2279,1,u,292000.0,2016,6.9,1.0,1.0,0.0,Moonee Valley,6232.0
2280,5,h,1740000.0,2016,6.9,4.0,2.0,739.0,Moonee Valley,6232.0
2281,2,u,470000.0,2016,6.9,2.0,1.0,0.0,Moonee Valley,6232.0
2282,3,t,1130000.0,2016,6.9,3.0,2.0,217.0,Moonee Valley,6232.0
2283,3,h,930000.0,2016,6.9,3.0,1.0,325.0,Moonee Valley,6232.0
2284,1,u,336000.0,2016,6.9,1.0,1.0,0.0,Moonee Valley,6232.0
2285,2,t,800000.0,2016,6.9,2.0,2.0,239.0,Moonee Valley,6232.0
2286,3,h,1224000.0,2016,14.6,3.0,3.0,834.0,Kingston,2555.0
2287,3,h,1000000.0,2016,14.6,3.0,2.0,573.0,Kingston,2555.0
2288,1,u,380500.0,2016,14.6,1.0,1.0,106.0,Kingston,2555.0
2289,3,h,1090000.0,2016,14.6,3.0,2.0,784.0,Kingston,2555.0
2290,3,h,836000.0,2016,14.6,3.0,4.0,695.0,Kingston,2555.0
2291,3,h,1417250.0,2016,14.6,3.0,2.0,653.0,Kingston,2555.0
2292,2,h,950000.0,2016,14.6,2.0,3.0,649.0,Kingston,2555.0
2293,4,h,1140000.0,2016,14.6,4.0,1.0,318.0,Kingston,2555.0
2294,3,t,750000.0,2016,14.6,3.0,1.0,164.0,Kingston,2555.0
2295,4,h,1000000.0,2016,14.6,4.0,4.0,581.0,Kingston,2555.0
2296,4,h,1200000.0,2016,14.6,4.0,1.0,696.0,Kingston,2555.0
2297,3,h,987000.0,2016,14.6,3.0,1.0,603.0,Kingston,2555.0
2298,3,h,937000.0,2016,14.6,3.0,1.0,534.0,Kingston,2555.0
2299,4,h,1426000.0,2016,14.6,4.0,1.0,720.0,Kingston,2555.0
2300,4,h,1016000.0,2017,14.6,4.0,2.0,272.0,Kingston,2555.0
2301,3,h,901000.0,2016,14.6,2.0,3.0,558.0,Kingston,2555.0
2302,4,h,1300000.0,2016,14.6,4.0,2.0,743.0,Kingston,2555.0
2303,3,h,975000.0,2016,14.6,2.0,2.0,576.0,Kingston,2555.0
2304,4,h,1070000.0,2017,14.6,4.0,1.0,603.0,Kingston,2555.0
2305,2,u,639000.0,2016,14.6,2.0,1.0,83.0,Kingston,2555.0
2306,2,u,605000.0,2016,14.6,2.0,2.0,180.0,Kingston,2555.0
2307,3,h,960000.0,2016,14.6,3.0,1.0,593.0,Kingston,2555.0
2308,3,h,725000.0,2016,14.6,3.0,1.0,374.0,Kingston,2555.0
2309,3,h,800000.0,2016,14.6,3.0,2.0,261.0,Kingston,2555.0
2310,3,t,917000.0,2016,14.6,3.0,2.0,472.0,Kingston,2555.0
2311,3,h,890000.0,2016,14.6,3.0,1.0,698.0,Kingston,2555.0
2312,3,h,1008000.0,2016,14.6,3.0,1.0,1660.0,Kingston,2555.0
2313,2,h,1191000.0,2016,14.6,2.0,2.0,756.0,Kingston,2555.0
2314,2,h,776000.0,2016,14.6,2.0,1.0,209.0,Kingston,2555.0
2315,4,h,1035000.0,2016,14.6,3.0,2.0,688.0,Kingston,2555.0
2316,4,h,1160000.0,2016,14.6,4.0,2.0,588.0,Kingston,2555.0
2317,1,u,240000.0,2016,14.6,1.0,1.0,0.0,Kingston,2555.0
2318,4,t,1105000.0,2016,14.6,3.0,2.0,220.0,Kingston,2555.0
2319,3,h,826000.0,2016,8.4,2.0,2.0,281.0,Hobsons Bay,5498.0
2320,3,h,900000.0,2016,8.4,3.0,2.0,194.0,Hobsons Bay,5498.0
2321,3,t,962000.0,2016,8.4,3.0,2.0,283.0,Hobsons Bay,5498.0
2322,2,h,800000.0,2017,8.4,2.0,1.0,244.0,Hobsons Bay,5498.0
2323,4,h,710000.0,2016,8.4,4.0,2.0,329.0,Hobsons Bay,5498.0
2324,4,h,940000.0,2016,8.4,3.0,1.0,379.0,Hobsons Bay,5498.0
2325,3,h,655800.0,2016,8.4,2.0,1.0,178.0,Hobsons Bay,5498.0
2326,4,h,1082000.0,2016,8.4,4.0,2.0,233.0,Hobsons Bay,5498.0
2327,3,h,1210000.0,2016,8.4,3.0,1.0,546.0,Hobsons Bay,5498.0
2328,3,h,880000.0,2016,8.4,3.0,1.0,557.0,Hobsons Bay,5498.0
2329,1,u,335000.0,2016,8.4,1.0,1.0,0.0,Hobsons Bay,5498.0
2330,4,h,1260000.0,2016,8.4,4.0,3.0,757.0,Hobsons Bay,5498.0
2331,3,h,1400000.0,2016,8.4,3.0,3.0,2522.0,Hobsons Bay,5498.0
2332,3,h,995000.0,2016,8.4,3.0,2.0,316.0,Hobsons Bay,5498.0
2333,2,h,962000.0,2016,8.4,2.0,1.0,402.0,Hobsons Bay,5498.0
2334,3,h,800000.0,2016,8.4,3.0,1.0,0.0,Hobsons Bay,5498.0
2335,3,h,1305000.0,2016,8.4,3.0,0.0,357.0,Hobsons Bay,5498.0
2336,2,u,485000.0,2016,8.4,2.0,1.0,0.0,Hobsons Bay,5498.0
2337,3,h,810000.0,2016,8.4,3.0,1.0,390.0,Hobsons Bay,5498.0
2338,4,h,1620000.0,2016,8.4,4.0,1.0,425.0,Hobsons Bay,5498.0
2339,3,h,923000.0,2016,8.4,3.0,0.0,221.0,Hobsons Bay,5498.0
2340,2,h,1030000.0,2016,8.4,2.0,2.0,470.0,Hobsons Bay,5498.0
2341,3,h,1046000.0,2016,8.4,3.0,2.0,284.0,Hobsons Bay,5498.0
2342,2,h,740000.0,2016,8.4,2.0,1.0,213.0,Hobsons Bay,5498.0
2343,4,h,970000.0,2016,8.4,3.0,1.0,619.0,Hobsons Bay,5498.0
2344,3,t,735000.0,2016,8.4,3.0,2.0,0.0,Hobsons Bay,5498.0
2345,2,u,485000.0,2016,8.4,2.0,1.0,0.0,Hobsons Bay,5498.0
2346,3,h,950000.0,2016,8.4,3.0,2.0,453.0,Hobsons Bay,5498.0
2347,4,h,1280000.0,2016,8.4,4.0,1.0,458.0,Hobsons Bay,5498.0
2348,4,h,1040000.0,2016,8.4,3.0,2.0,299.0,Hobsons Bay,5498.0
2349,4,h,1115000.0,2017,8.4,4.0,1.0,0.0,Hobsons Bay,5498.0
2350,3,h,1176000.0,2016,8.4,3.0,2.0,767.0,Hobsons Bay,5498.0
2351,4,h,1265000.0,2016,8.4,5.0,2.0,774.0,Hobsons Bay,5498.0
2352,2,h,801000.0,2016,8.4,1.0,1.0,343.0,Hobsons Bay,5498.0
2353,3,t,770000.0,2016,8.4,3.0,2.0,224.0,Hobsons Bay,5498.0
2354,3,h,993000.0,2016,8.4,3.0,2.0,348.0,Hobsons Bay,5498.0
2355,2,h,650000.0,2016,8.4,2.0,1.0,149.0,Hobsons Bay,5498.0
2356,3,h,891500.0,2016,8.4,3.0,0.0,344.0,Hobsons Bay,5498.0
2357,3,h,805000.0,2016,8.4,3.0,2.0,322.0,Hobsons Bay,5498.0
2358,2,h,680000.0,2016,8.4,2.0,1.0,229.0,Hobsons Bay,5498.0
2359,2,h,793000.0,2016,8.4,2.0,1.0,144.0,Hobsons Bay,5498.0
2360,3,t,747000.0,2016,8.4,3.0,2.0,753.0,Hobsons Bay,5498.0
2361,2,h,896000.0,2016,8.4,2.0,0.0,297.0,Hobsons Bay,5498.0
2362,2,h,890000.0,2017,8.4,2.0,0.0,168.0,Hobsons Bay,5498.0
2363,4,t,930000.0,2016,8.4,4.0,3.0,278.0,Hobsons Bay,5498.0
2364,3,h,1151000.0,2016,8.4,2.0,5.0,571.0,Hobsons Bay,5498.0
2365,4,t,820000.0,2016,8.4,4.0,2.0,753.0,Hobsons Bay,5498.0
2366,2,h,816000.0,2016,8.4,2.0,1.0,315.0,Hobsons Bay,5498.0
2367,3,h,945000.0,2016,8.4,4.0,1.0,487.0,Hobsons Bay,5498.0
2368,1,h,643700.0,2016,8.4,1.0,0.0,129.0,Hobsons Bay,5498.0
2369,2,h,760000.0,2016,8.4,2.0,2.0,255.0,Hobsons Bay,5498.0
2370,8,h,881000.0,2016,8.4,6.0,4.0,663.0,Hobsons Bay,5498.0
2371,3,h,900000.0,2016,8.4,3.0,2.0,360.0,Hobsons Bay,5498.0
2372,3,t,830000.0,2016,11.2,3.0,2.0,303.0,Moonee Valley,2291.0
2373,4,h,1126000.0,2016,11.2,4.0,2.0,650.0,Moonee Valley,2291.0
2374,3,h,1235000.0,2017,11.2,3.0,1.0,0.0,Moonee Valley,2291.0
2375,2,u,457000.0,2016,11.2,2.0,1.0,0.0,Moonee Valley,2291.0
2376,2,u,660000.0,2016,11.2,2.0,1.0,217.0,Moonee Valley,2291.0
2377,3,t,770000.0,2016,11.2,3.0,1.0,313.0,Moonee Valley,2291.0
2378,4,h,1350000.0,2016,11.2,4.0,2.0,747.0,Moonee Valley,2291.0
2379,3,t,820000.0,2016,11.2,3.0,1.0,229.0,Moonee Valley,2291.0
2380,3,h,991000.0,2017,11.2,3.0,1.0,716.0,Moonee Valley,2291.0
2381,2,h,657000.0,2016,11.2,2.0,1.0,268.0,Moonee Valley,2291.0
2382,3,h,710000.0,2016,11.2,3.0,1.0,317.0,Moonee Valley,2291.0
2383,3,t,840000.0,2016,11.2,3.0,2.0,374.0,Moonee Valley,2291.0
2384,5,h,1400000.0,2016,11.2,4.0,2.0,650.0,Moonee Valley,2291.0
2385,4,h,1080000.0,2016,11.2,3.0,2.0,539.0,Moonee Valley,2291.0
2386,3,h,1015000.0,2016,11.2,3.0,1.0,643.0,Moonee Valley,2291.0
2387,4,h,1245000.0,2016,11.2,4.0,3.0,0.0,Moonee Valley,2291.0
2388,3,h,1105000.0,2016,11.2,3.0,1.0,643.0,Moonee Valley,2291.0
2389,4,h,2920000.0,2016,2.3,4.0,4.0,310.0,Melbourne,6821.0
2390,2,u,540000.0,2016,2.3,2.0,1.0,0.0,Melbourne,6821.0
2391,2,u,726000.0,2017,2.3,2.0,1.0,0.0,Melbourne,6821.0
2392,3,h,1340000.0,2017,2.3,3.0,0.0,83.0,Melbourne,6821.0
2393,2,t,1105000.0,2017,2.3,2.0,1.0,88.0,Melbourne,6821.0
2394,2,t,841000.0,2017,2.3,2.0,1.0,215.0,Melbourne,6821.0
2395,2,u,528500.0,2016,2.3,2.0,1.0,0.0,Melbourne,6821.0
2396,1,u,410000.0,2016,2.3,1.0,1.0,1045.0,Melbourne,6821.0
2397,2,u,550000.0,2016,2.3,2.0,2.0,0.0,Melbourne,6821.0
2398,2,u,470000.0,2016,2.3,2.0,1.0,0.0,Melbourne,6821.0
2399,2,u,640000.0,2016,2.3,2.0,1.0,0.0,Melbourne,6821.0
2400,2,u,720000.0,2016,2.3,2.0,1.0,0.0,Melbourne,6821.0
2401,3,h,1325000.0,2016,2.3,3.0,1.0,97.0,Melbourne,6821.0
2402,1,u,368000.0,2016,2.3,1.0,1.0,0.0,Melbourne,6821.0
2403,2,u,450000.0,2016,2.3,2.0,1.0,1588.0,Melbourne,6821.0
2404,3,h,1385000.0,2016,2.3,3.0,0.0,118.0,Melbourne,6821.0
2405,2,h,990000.0,2016,2.3,2.0,1.0,584.0,Melbourne,6821.0
2406,2,u,606000.0,2016,2.3,2.0,2.0,0.0,Melbourne,6821.0
2407,1,u,450000.0,2016,2.3,1.0,1.0,0.0,Melbourne,6821.0
2408,3,h,1470000.0,2016,2.3,2.0,0.0,232.0,Melbourne,6821.0
2409,2,h,1010000.0,2016,2.3,2.0,0.0,109.0,Melbourne,6821.0
2410,2,h,1266000.0,2016,2.3,2.0,0.0,161.0,Melbourne,6821.0
2411,2,u,620000.0,2016,2.3,2.0,2.0,0.0,Melbourne,6821.0
2412,2,u,630000.0,2016,2.3,2.0,1.0,0.0,Melbourne,6821.0
2413,2,u,560000.0,2017,2.3,2.0,1.0,2300.0,Melbourne,6821.0
2414,2,u,665500.0,2016,2.3,2.0,1.0,0.0,Melbourne,6821.0
2415,2,u,550055.0,2016,2.3,2.0,2.0,1004.0,Melbourne,6821.0
2416,1,u,358000.0,2016,2.3,1.0,1.0,649.0,Melbourne,6821.0
2417,1,u,320000.0,2016,2.3,1.0,1.0,0.0,Melbourne,6821.0
2418,3,t,1000000.0,2016,2.3,3.0,1.0,61.0,Melbourne,6821.0
2419,2,u,598000.0,2016,2.3,2.0,1.0,0.0,Melbourne,6821.0
2420,2,h,885000.0,2016,2.3,2.0,1.0,111.0,Melbourne,6821.0
2421,2,u,587134.0,2016,2.3,2.0,1.0,0.0,Melbourne,6821.0
2422,2,h,1286000.0,2016,5.5,2.0,1.0,245.0,Darebin,11364.0
2423,3,h,1200000.0,2016,5.5,3.0,1.0,215.0,Darebin,11364.0
2424,3,h,1382500.0,2016,5.5,3.0,2.0,286.0,Darebin,11364.0
2425,4,h,1600000.0,2016,5.5,4.0,1.0,464.0,Darebin,11364.0
2426,3,h,1710000.0,2016,5.5,3.0,1.0,247.0,Darebin,11364.0
2427,6,h,2000000.0,2016,5.5,6.0,2.0,772.0,Darebin,11364.0
2428,2,u,583000.0,2016,5.5,2.0,1.0,0.0,Darebin,11364.0
2429,2,t,650000.0,2016,5.5,2.0,2.0,55.0,Darebin,11364.0
2430,4,h,1700000.0,2016,5.5,4.0,1.0,415.0,Darebin,11364.0
2431,2,h,1575000.0,2016,5.5,2.0,3.0,607.0,Darebin,11364.0
2432,2,h,950000.0,2016,5.5,2.0,1.0,191.0,Darebin,11364.0
2433,3,h,1655000.0,2016,5.5,3.0,3.0,472.0,Darebin,11364.0
2434,3,h,1255000.0,2016,5.5,3.0,1.0,259.0,Darebin,11364.0
2435,2,h,1020000.0,2016,5.5,2.0,2.0,347.0,Darebin,11364.0
2436,1,u,435000.0,2016,5.5,1.0,2.0,0.0,Darebin,11364.0
2437,2,h,790000.0,2016,5.5,2.0,1.0,136.0,Darebin,11364.0
2438,2,u,605000.0,2016,5.5,2.0,2.0,0.0,Darebin,11364.0
2439,1,u,385000.0,2016,5.5,1.0,0.0,0.0,Darebin,11364.0
2440,3,h,1190000.0,2016,5.5,3.0,1.0,445.0,Darebin,11364.0
2441,3,t,865000.0,2016,5.5,3.0,2.0,184.0,Darebin,11364.0
2442,4,h,2175000.0,2016,5.5,5.0,1.0,573.0,Darebin,11364.0
2443,1,u,312000.0,2016,5.5,1.0,1.0,0.0,Darebin,11364.0
2444,2,h,890000.0,2016,5.5,2.0,1.0,225.0,Darebin,11364.0
2445,5,h,2700000.0,2016,5.5,4.0,3.0,490.0,Darebin,11364.0
2446,2,h,1101000.0,2016,5.5,2.0,0.0,229.0,Darebin,11364.0
2447,3,h,1050000.0,2016,5.5,3.0,0.0,158.0,Darebin,11364.0
2448,3,h,1010000.0,2016,5.5,3.0,1.0,178.0,Darebin,11364.0
2449,3,h,1900000.0,2016,5.5,3.0,1.0,522.0,Darebin,11364.0
2450,2,h,888000.0,2016,5.5,2.0,1.0,190.0,Darebin,11364.0
